frame,wall_s,sim_time_s,frame_ms,cpu_ms,gpu_ms,gpu_available,steps,fixed_dt_s,sim_cpu_ms,sim_advanced_s,requested_warp,effective_warp,backlog_ms,bodies,vehicles,patches_visible,patches_wanted,jobs_in_flight,eye_speed_mps,detail_bias,lod_min,lod_max,wanted_lod_max,patches_generated,triangles,cache_hits,cache_misses,streaming_queued,assets_pending,rss_bytes,rails_advanced_s,server_compute_s,server_wall_s,server_effective_warp,lod_l0,lod_l1,lod_l2,lod_l3,lod_l4,lod_l5,lod_l6,lod_l7,lod_l8,lod_l9,lod_l10,lod_l11,lod_l12,lod_l13,lod_l14,lod_l15,lod_l16,lod_l17,scope:client.camera_ms,scope:client.celestial_visuals_ms,scope:client.hud_ms,scope:client.pilot_hud_ms,scope:client.pilot_preview_ms,scope:client.starfield_ms,scope:frame.cpu_ms,scope:render.atmosphere_ms,scope:sim.total_ms,scope:world.streaming_ms,scope:world.terrain_asset_upload_ms,scope:world.terrain_cbt_submit_ms,scope:world.terrain_counters_ms,scope:world.terrain_entity_sync_ms,scope:world.terrain_job_poll_ms,scope:world.terrain_materials_ms,scope:world.terrain_meshing_ms,scope:world.terrain_selection_ms
1090,14.4052,0.0000,12.9188,5.2485,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806469632,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0010,0.0408,0.0290,0.0031,0.0030,5.2485,0.0137,0.0000,0.9716,0.0005,0.1707,0.1425,0.0011,0.0004,0.0000,0.0000,0.0002
1091,14.4159,0.0000,11.6266,4.3580,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806469632,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0003,0.0011,0.0341,0.0287,0.0027,0.0030,4.3580,0.0119,0.0000,0.7639,0.0003,0.1272,0.1015,0.0007,0.0005,0.0000,0.0000,0.0007
1092,14.4284,0.0000,11.9045,4.8358,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806469632,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0009,0.0422,0.0308,0.0033,0.0049,4.8358,0.0122,0.0000,0.8503,0.0003,0.1288,0.1144,0.0009,0.0005,0.0000,0.0000,0.0004
1093,14.4399,0.0000,11.9712,4.5301,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806469632,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0004,0.0016,0.0451,0.0534,0.0074,0.0046,4.5301,0.0133,0.0000,0.7361,0.0002,0.1257,0.1150,0.0006,0.0011,0.0000,0.0000,0.0004
1094,14.4521,0.0000,11.9166,4.8025,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806469632,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0001,0.0006,0.0299,0.0298,0.0033,0.0209,4.8025,0.0088,0.0000,0.7256,0.0001,0.1231,0.0994,0.0002,0.0004,0.0000,0.0000,0.0001
1095,14.4631,0.0000,11.1352,4.5525,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806469632,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0008,0.0357,0.0287,0.0026,0.0024,4.5525,0.0130,0.0000,0.9706,0.0004,0.1657,0.1256,0.0011,0.0003,0.0000,0.0000,0.0003
1096,14.4739,0.0000,11.3618,4.0860,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806469632,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0004,0.0012,0.0319,0.0369,0.0026,0.0047,4.0860,0.0110,0.0000,0.7343,0.0003,0.1224,0.1088,0.0009,0.0003,0.0000,0.0000,0.0002
1097,14.4867,0.0000,11.8232,5.1006,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806469632,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0009,0.0395,0.0400,0.0039,0.0136,5.1006,0.0165,0.0000,1.0721,0.0010,0.1924,0.1596,0.0028,0.0012,0.0000,0.0000,0.0005
1098,14.4982,0.0000,12.0279,4.5380,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806469632,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0001,0.0006,0.0267,0.0218,0.0020,0.0025,4.5380,0.0095,0.0000,0.6851,0.0003,0.1175,0.1033,0.0008,0.0005,0.0000,0.0000,0.0002
1099,14.5090,0.0000,11.0087,4.4382,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806473728,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0008,0.0313,0.0274,0.0022,0.0025,4.4382,0.0081,0.0000,0.9509,0.0002,0.1709,0.1174,0.0009,0.0003,0.0000,0.0000,0.0003
1100,14.5211,0.0000,11.7869,4.7470,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806473728,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0003,0.0014,0.0365,0.0432,0.0048,0.0053,4.7470,0.0165,0.0000,1.0070,0.0003,0.1686,0.1305,0.0010,0.0003,0.0000,0.0000,0.0002
1101,14.5330,0.0000,11.6556,4.9319,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806473728,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0010,0.0445,0.0281,0.0027,0.0042,4.9319,0.0123,0.0000,1.0079,0.0004,0.1258,0.1150,0.0015,0.0005,0.0000,0.0000,0.0002
1102,14.5453,0.0000,12.7193,4.5342,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806473728,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0011,0.0305,0.0573,0.0026,0.0051,4.5342,0.0125,0.0000,0.7637,0.0004,0.1335,0.1225,0.0014,0.0007,0.0000,0.0000,0.0005
1103,14.5569,0.0000,11.5310,4.5336,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806473728,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0011,0.0405,0.0325,0.0026,0.0037,4.5336,0.0119,0.0000,0.9446,0.0004,0.1672,0.1226,0.0008,0.0004,0.0000,0.0000,0.0003
1104,14.5686,0.0000,11.8037,4.5260,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806473728,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0007,0.0568,0.0270,0.0028,0.0034,4.5260,0.0130,0.0000,0.7287,0.0002,0.1432,0.1093,0.0010,0.0003,0.0000,0.0000,0.0002
1105,14.5813,0.0000,12.1161,4.9245,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806473728,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0003,0.0007,0.0421,0.0284,0.0029,0.0052,4.9245,0.0137,0.0000,0.9718,0.0003,0.1745,0.1304,0.0009,0.0006,0.0000,0.0000,0.0003
1106,14.5923,0.0000,11.3399,4.7198,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806473728,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0013,0.0378,0.0389,0.0055,0.0042,4.7198,0.0113,0.0000,0.9752,0.0003,0.1721,0.1333,0.0008,0.0007,0.0000,0.0000,0.0003
1107,14.6048,0.0000,12.5552,4.5851,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806473728,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0004,0.0013,0.0385,0.0387,0.0052,0.0058,4.5851,0.0135,0.0000,0.7800,0.0003,0.1434,0.0921,0.0008,0.0003,0.0000,0.0000,0.0003
1108,14.6165,0.0000,11.7754,4.6393,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806477824,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0007,0.0481,0.0278,0.0024,0.0038,4.6393,0.0125,0.0000,0.9768,0.0004,0.1687,0.1316,0.0014,0.0008,0.0000,0.0000,0.0005
1109,14.6299,0.0000,12.6542,5.2803,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806477824,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0004,0.0012,0.0448,0.0433,0.0050,0.0324,5.2803,0.0150,0.0000,1.1493,0.0004,0.1230,0.1163,0.0010,0.0006,0.0000,0.0000,0.0003
1110,14.6471,0.0000,12.7832,9.7302,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806477824,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0003,0.0017,0.0596,0.0454,0.0062,0.0062,9.7302,0.0219,0.0000,4.8885,0.0009,0.1668,0.1189,0.6104,0.0022,0.0000,0.0000,3.3700
1111,14.6565,0.0000,14.3873,4.7685,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806477824,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0008,0.0023,0.0381,0.0513,0.0067,0.0118,4.7685,0.0098,0.0000,0.7448,0.0003,0.1265,0.1091,0.0007,0.0003,0.0000,0.0000,0.0004
1112,14.6678,0.0000,11.3692,4.6254,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806477824,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0010,0.0430,0.0286,0.0023,0.0034,4.6254,0.0146,0.0000,0.9393,0.0002,0.1811,0.1155,0.0007,0.0004,0.0000,0.0000,0.0003
1113,14.6798,0.0000,12.0665,4.5773,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806477824,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0003,0.0007,0.0335,0.0304,0.0024,0.0023,4.5773,0.0090,0.0000,0.9729,0.0003,0.1743,0.1272,0.0007,0.0003,0.0000,0.0000,0.0005
1114,14.6909,0.0000,11.1842,4.5452,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806477824,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0004,0.0007,0.0432,0.0257,0.0021,0.0022,4.5452,0.0141,0.0000,0.9789,0.0006,0.1734,0.1407,0.0046,0.0005,0.0000,0.0000,0.0003
1115,14.7039,0.0000,12.7149,4.8524,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806477824,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0006,0.0018,0.0331,0.0408,0.0054,0.0058,4.8524,0.0110,0.0000,0.7593,0.0003,0.1413,0.1063,0.0007,0.0007,0.0000,0.0000,0.0004
1116,14.7153,0.0000,11.5784,4.6101,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806477824,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0005,0.0013,0.0464,0.0351,0.0026,0.0058,4.6101,0.0106,0.0000,0.9683,0.0003,0.1664,0.1342,0.0005,0.0003,0.0000,0.0000,0.0004
1117,14.7260,0.0000,10.8639,4.4953,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806481920,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0009,0.0528,0.0292,0.0022,0.0032,4.4953,0.0204,0.0000,0.9473,0.0003,0.1709,0.1209,0.0009,0.0004,0.0000,0.0000,0.0004
1118,14.7384,0.0000,12.2213,4.6288,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806481920,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0007,0.0418,0.0499,0.0040,0.0024,4.6288,0.0147,0.0000,0.9715,0.0004,0.1697,0.1326,0.0008,0.0007,0.0000,0.0000,0.0004
1119,14.7501,0.0000,11.6079,4.7057,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806481920,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0003,0.0009,0.0352,0.0389,0.0046,0.0021,4.7057,0.0123,0.0000,0.9556,0.0003,0.1716,0.1294,0.0010,0.0005,0.0000,0.0000,0.0001
1120,14.7616,0.0000,11.6267,4.6101,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806481920,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0004,0.0013,0.0327,0.0438,0.0063,0.0050,4.6101,0.0109,0.0000,0.9498,0.0004,0.1725,0.1299,0.0004,0.0004,0.0000,0.0000,0.0005
1121,14.7733,0.0000,11.6806,4.6323,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806481920,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0009,0.0447,0.0318,0.0044,0.0029,4.6323,0.0100,0.0000,0.9552,0.0004,0.1680,0.1310,0.0016,0.0003,0.0000,0.0000,0.0003
1122,14.7849,0.0000,11.0150,5.1702,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806481920,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0057,0.0359,0.0294,0.0026,0.0107,5.1702,0.0126,0.0000,1.2812,0.0003,0.2198,0.1420,0.0006,0.0008,0.0000,0.0000,0.0007
1123,14.7961,0.0000,11.8641,4.5680,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806481920,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0004,0.0012,0.0386,0.0403,0.0039,0.0062,4.5680,0.0106,0.0000,0.8115,0.0003,0.1451,0.1353,0.0006,0.0005,0.0000,0.0000,0.0006
1124,14.8079,0.0000,11.5159,4.7369,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806727680,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0007,0.0341,0.0281,0.0033,0.0020,4.7369,0.0092,0.0000,0.9405,0.0002,0.1863,0.1205,0.0007,0.0003,0.0000,0.0000,0.0002
1125,14.8190,0.0000,11.3488,4.6227,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806727680,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0008,0.0488,0.0256,0.0026,0.0025,4.6227,0.0221,0.0000,0.9442,0.0004,0.1659,0.1264,0.0008,0.0003,0.0000,0.0000,0.0003
1126,14.8320,0.0000,12.7423,4.6785,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806727680,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0012,0.0375,0.0364,0.0051,0.0033,4.6785,0.0145,0.0000,0.9631,0.0002,0.1633,0.1402,0.0013,0.0003,0.0000,0.0000,0.0001
1127,14.8430,0.0000,11.2423,4.6583,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806731776,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0009,0.0406,0.0368,0.0053,0.0050,4.6583,0.0146,0.0000,0.9864,0.0003,0.1783,0.1395,0.0013,0.0005,0.0000,0.0000,0.0003
1128,14.8560,0.0000,12.4567,5.0609,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806731776,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0003,0.0008,0.0461,0.0391,0.0102,0.0023,5.0609,0.0130,0.0000,0.9665,0.0006,0.1760,0.1318,0.0010,0.0004,0.0000,0.0000,0.0003
1129,14.8675,0.0000,11.8497,4.7934,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806731776,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0010,0.0404,0.0323,0.0042,0.0042,4.7934,0.0148,0.0000,0.9498,0.0001,0.1719,0.1357,0.0008,0.0009,0.0000,0.0000,0.0006
1130,14.8803,0.0000,12.2433,5.2785,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806731776,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0008,0.0399,0.0297,0.0031,0.0022,5.2785,0.0114,0.0000,0.9897,0.0003,0.1685,0.1452,0.0015,0.0006,0.0000,0.0000,0.0003
1131,14.8920,0.0000,11.9528,5.0025,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806731776,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0003,0.0010,0.0404,0.0320,0.0039,0.0029,5.0025,0.0134,0.0000,0.9522,0.0003,0.1741,0.1277,0.0009,0.0003,0.0000,0.0000,0.0004
1132,14.9044,0.0000,12.3413,5.0850,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,1237,362,0,0,806731776,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0011,0.0354,0.0421,0.0065,0.0034,5.0850,0.0121,0.0000,0.9662,0.0005,0.1704,0.1298,0.0007,0.0003,0.0000,0.0000,0.0001
