frame,wall_s,sim_time_s,frame_ms,cpu_ms,gpu_ms,gpu_available,steps,fixed_dt_s,sim_cpu_ms,sim_advanced_s,requested_warp,effective_warp,backlog_ms,bodies,vehicles,patches_visible,patches_generated,triangles,cache_hits,cache_misses,streaming_queued,assets_pending,rss_bytes,rails_advanced_s,server_compute_s,server_wall_s,server_effective_warp,scope:frame.cpu_ms,scope:render.atmosphere_ms,scope:sim.total_ms,scope:simulation.trajectory_prediction_ms,scope:world.streaming_ms,scope:world.terrain_materials_ms,scope:world.terrain_meshing_ms
1597,13.5919,13.1583,8.7502,4.2953,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,936632320,0.000000,0.165257,13.166727,1.00,4.2953,0.0419,0.0000,0.0678,0.0000,0.0000,0.0000
1598,13.6012,13.1583,8.6264,4.7136,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,936632320,0.000000,0.165257,13.166727,1.00,4.7136,0.0859,0.0000,0.0941,0.0000,0.0000,0.0000
1599,13.6102,13.1583,8.7749,4.9500,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,936632320,0.000000,0.165257,13.166727,1.00,4.9500,0.0621,0.0000,0.0518,0.0000,0.0000,0.0000
1600,13.6178,13.1583,8.5021,4.0750,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,936632320,0.000000,0.165257,13.166727,1.00,4.0750,0.0402,0.0000,0.0860,0.0000,0.0000,0.0000
1601,13.6260,13.1583,8.4846,3.8224,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,936632320,0.000000,0.165257,13.166727,1.00,3.8224,0.0458,0.0000,0.0972,0.0000,0.0000,0.0000
1602,13.6355,13.1583,8.2470,5.0152,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,936636416,0.000000,0.165257,13.166727,1.00,5.0152,0.0339,0.0000,0.0828,0.0000,0.0000,0.0000
1603,13.6428,13.1583,8.4706,3.8626,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,936636416,0.000000,0.165257,13.166727,1.00,3.8626,0.0547,0.0000,0.0383,0.0000,0.0000,0.0000
1604,13.6520,13.4917,8.9820,4.1226,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,936636416,0.000000,0.167748,13.500047,1.00,4.1226,0.0858,0.0000,0.1374,0.0000,0.0000,0.0000
1605,13.6604,13.4917,8.4507,4.0034,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,936636416,0.000000,0.167748,13.500047,1.00,4.0034,0.0635,0.0000,0.1302,0.0000,0.0000,0.0000
1606,13.6712,13.4917,8.8202,5.1067,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,936636416,0.000000,0.167748,13.500047,1.00,5.1067,0.0555,0.0000,0.0650,0.0000,0.0000,0.0000
1607,13.6788,13.4917,8.8405,4.7499,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,936636416,0.000000,0.167748,13.500047,1.00,4.7499,0.1005,0.0000,0.0349,0.0000,0.0000,0.0000
1608,13.6891,13.4917,9.8494,5.2121,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,936636416,0.000000,0.167748,13.500047,1.00,5.2121,0.0551,0.0000,0.0616,0.0000,0.0000,0.0000
1609,13.6969,13.4917,7.9069,5.2474,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,936689664,0.000000,0.167748,13.500047,1.00,5.2474,0.0607,0.0000,0.0535,0.0000,0.0000,0.0000
1610,13.7067,13.4917,10.0361,5.0386,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,937467904,0.000000,0.167748,13.500047,1.00,5.0386,0.0674,0.0000,0.0535,0.0000,0.0000,0.0000
1611,13.7144,13.4917,7.9606,4.5785,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,937508864,0.000000,0.167748,13.500047,1.00,4.5785,0.0798,0.0000,0.0396,0.0000,0.0000,0.0000
1612,13.7227,13.4917,8.6564,4.0937,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,937545728,0.000000,0.167748,13.500047,1.00,4.0937,0.0485,0.0000,0.0379,0.0000,0.0000,0.0000
1613,13.7346,13.4917,11.3575,4.9280,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938418176,0.000000,0.167748,13.500047,1.00,4.9280,0.0426,0.0000,0.0824,0.0000,0.0000,0.0000
1614,13.7421,13.4917,7.4125,4.9528,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938426368,0.000000,0.167748,13.500047,1.00,4.9528,0.0811,0.0000,0.1145,0.0000,0.0000,0.0000
1615,13.7508,13.4917,9.0184,4.8725,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938426368,0.000000,0.167748,13.500047,1.00,4.8725,0.0532,0.0000,0.1123,0.0000,0.0000,0.0000
1616,13.7596,13.5917,8.6897,4.7877,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938434560,0.000000,0.168354,13.600050,1.00,4.7877,0.0411,0.0000,0.1225,0.0000,0.0000,0.0000
1617,13.7683,13.5917,9.6175,3.8226,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938434560,0.000000,0.168354,13.600050,1.00,3.8226,0.0408,0.0000,0.0900,0.0000,0.0000,0.0000
1618,13.7751,13.5917,7.0865,3.4580,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938434560,0.000000,0.168354,13.600050,1.00,3.4580,0.0603,0.0000,0.0397,0.0000,0.0000,0.0000
1619,13.7845,13.5917,8.3251,4.5440,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938434560,0.000000,0.168354,13.600050,1.00,4.5440,0.0427,0.0000,0.0524,0.0000,0.0000,0.0000
1620,13.7922,13.5917,9.0650,3.5210,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938434560,0.000000,0.168354,13.600050,1.00,3.5210,0.0257,0.0000,0.0522,0.0000,0.0000,0.0000
1621,13.8009,13.5917,8.0786,4.0549,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938434560,0.000000,0.168354,13.600050,1.00,4.0549,0.0301,0.0000,0.0597,0.0000,0.0000,0.0000
1622,13.8091,13.5917,8.1350,3.8572,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938434560,0.000000,0.168354,13.600050,1.00,3.8572,0.0309,0.0000,0.0823,0.0000,0.0000,0.0000
1623,13.8177,13.5917,8.5129,4.0078,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938434560,0.000000,0.168354,13.600050,1.00,4.0078,0.0354,0.0000,0.0735,0.0000,0.0000,0.0000
1624,13.8273,13.5917,9.5600,4.2598,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938434560,0.000000,0.168354,13.600050,1.00,4.2598,0.0803,0.0000,0.0488,0.0000,0.0000,0.0000
1625,13.8353,13.5917,7.7181,4.1401,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938446848,0.000000,0.168354,13.600050,1.00,4.1401,0.0861,0.0000,0.0549,0.0000,0.0000,0.0000
1626,13.8447,13.5917,8.6893,4.8126,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938450944,0.000000,0.168354,13.600050,1.00,4.8126,0.0286,0.0000,0.1031,0.0000,0.0000,0.0000
1627,13.8523,13.5917,8.8634,3.7962,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938450944,0.000000,0.168354,13.600050,1.00,3.7962,0.0322,0.0000,0.0673,0.0000,0.0000,0.0000
1628,13.8615,13.5917,8.6585,4.3305,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938450944,0.000000,0.168354,13.600050,1.00,4.3305,0.0679,0.0000,0.0388,0.0000,0.0000,0.0000
1629,13.8704,13.5917,8.9895,4.3641,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938450944,0.000000,0.168354,13.600050,1.00,4.3641,0.0361,0.0000,0.0346,0.0000,0.0000,0.0000
1630,13.8790,13.5917,8.1380,4.5199,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938450944,0.000000,0.168354,13.600050,1.00,4.5199,0.0385,0.0000,0.0355,0.0000,0.0000,0.0000
1631,13.8872,13.5917,8.4174,4.2938,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938450944,0.000000,0.168354,13.600050,1.00,4.2938,0.0550,0.0000,0.0707,0.0000,0.0000,0.0000
1632,13.8968,13.5917,9.3845,4.7380,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938450944,0.000000,0.168354,13.600050,1.00,4.7380,0.0299,0.0000,0.0641,0.0000,0.0000,0.0000
1633,13.9058,13.5917,8.1751,5.2267,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938450944,0.000000,0.168354,13.600050,1.00,5.2267,0.0677,0.0000,0.0687,0.0000,0.0000,0.0000
1634,13.9142,13.5917,8.9463,4.8533,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938450944,0.000000,0.168354,13.600050,1.00,4.8533,0.0809,0.0000,0.0608,0.0000,0.0000,0.0000
1635,13.9236,13.5917,8.8274,5.2944,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938450944,0.000000,0.168354,13.600050,1.00,5.2944,0.0834,0.0000,0.0946,0.0000,0.0000,0.0000
1636,13.9324,13.5917,9.4921,4.9110,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938450944,0.000000,0.168354,13.600050,1.00,4.9110,0.0774,0.0000,0.0544,0.0000,0.0000,0.0000
1637,13.9409,13.5917,8.1324,5.1620,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938520576,0.000000,0.168354,13.600050,1.00,5.1620,0.0689,0.0000,0.0590,0.0000,0.0000,0.0000
1638,13.9488,13.5917,8.6542,4.4204,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938520576,0.000000,0.168354,13.600050,1.00,4.4204,0.0880,0.0000,0.0639,0.0000,0.0000,0.0000
1639,13.9578,13.5917,8.6150,4.7802,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938520576,0.000000,0.168354,13.600050,1.00,4.7802,0.0663,0.0000,0.0690,0.0000,0.0000,0.0000
1640,13.9668,13.5917,8.3728,5.1917,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938520576,0.000000,0.168354,13.600050,1.00,5.1917,0.0560,0.0000,0.0639,0.0000,0.0000,0.0000
1641,13.9753,13.5917,9.4651,4.6089,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938520576,0.000000,0.168354,13.600050,1.00,4.6089,0.0556,0.0000,0.0411,0.0000,0.0000,0.0000
1642,13.9837,13.5917,8.1466,4.5977,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938520576,0.000000,0.168354,13.600050,1.00,4.5977,0.0467,0.0000,0.1217,0.0000,0.0000,0.0000
1643,13.9938,13.5917,9.2313,5.4746,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938520576,0.000000,0.168354,13.600050,1.00,5.4746,0.0547,0.0000,0.0551,0.0000,0.0000,0.0000
1644,14.0017,13.5917,9.1349,4.3328,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938520576,0.000000,0.168354,13.600050,1.00,4.3328,0.0258,0.0000,0.0437,0.0000,0.0000,0.0000
1645,14.0112,13.5917,9.5805,4.5867,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938520576,0.000000,0.168354,13.600050,1.00,4.5867,0.0300,0.0000,0.0527,0.0000,0.0000,0.0000
1646,14.0193,13.5917,7.6658,4.7312,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938520576,0.000000,0.168354,13.600050,1.00,4.7312,0.0447,0.0000,0.0701,0.0000,0.0000,0.0000
1647,14.0274,13.5917,8.7248,4.1318,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938520576,0.000000,0.168354,13.600050,1.00,4.1318,0.0809,0.0000,0.1240,0.0000,0.0000,0.0000
1648,14.0357,13.8750,8.2768,4.1351,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938520576,0.000000,0.170617,13.883380,1.00,4.1351,0.0291,0.0000,0.1492,0.0000,0.0000,0.0000
1649,14.0449,13.8750,8.5686,4.5507,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938524672,0.000000,0.170617,13.883380,1.00,4.5507,0.0680,0.0000,0.1245,0.0000,0.0000,0.0000
1650,14.0542,13.8750,8.9011,5.0098,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938524672,0.000000,0.170617,13.883380,1.00,5.0098,0.0598,0.0000,0.0487,0.0000,0.0000,0.0000
1651,14.0624,13.8750,8.6600,4.4169,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938524672,0.000000,0.170617,13.883380,1.00,4.4169,0.0298,0.0000,0.0435,0.0000,0.0000,0.0000
1652,14.0724,13.8750,9.2740,5.5002,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938524672,0.000000,0.170617,13.883380,1.00,5.5002,0.0545,0.0000,0.0364,0.0000,0.0000,0.0000
1653,14.0805,13.8750,8.7657,4.7723,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938524672,0.000000,0.170617,13.883380,1.00,4.7723,0.0383,0.0000,0.0551,0.0000,0.0000,0.0000
1654,14.0878,13.8750,8.1991,3.7273,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938524672,0.000000,0.170617,13.883380,1.00,3.7273,0.0246,0.0000,0.0527,0.0000,0.0000,0.0000
1655,14.0981,13.9250,9.0314,5.1446,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938524672,0.000000,0.170897,13.933387,1.00,5.1446,0.0613,0.0000,0.0837,0.0000,0.0000,0.0000
1656,14.1064,13.9250,8.5412,4.9919,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938524672,0.000000,0.170897,13.933387,1.00,4.9919,0.0300,0.0000,0.0810,0.0000,0.0000,0.0000
1657,14.1137,13.9250,8.5337,3.7643,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938524672,0.000000,0.170897,13.933387,1.00,3.7643,0.0233,0.0000,0.0577,0.0000,0.0000,0.0000
1658,14.1226,13.9250,8.4232,4.1452,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938524672,0.000000,0.170897,13.933387,1.00,4.1452,0.0498,0.0000,0.1107,0.0000,0.0000,0.0000
1659,14.1329,13.9250,8.7375,5.6665,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938524672,0.000000,0.170897,13.933387,1.00,5.6665,0.0345,0.0000,0.0543,0.0000,0.0000,0.0000
1660,14.1403,13.9250,8.7876,4.2028,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938528768,0.000000,0.170897,13.933387,1.00,4.2028,0.0270,0.0000,0.0847,0.0000,0.0000,0.0000
1661,14.1492,13.9250,8.8457,4.3310,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938532864,0.000000,0.170897,13.933387,1.00,4.3310,0.0444,0.0000,0.0509,0.0000,0.0000,0.0000
1662,14.1586,13.9250,8.5991,4.9876,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938532864,0.000000,0.170897,13.933387,1.00,4.9876,0.0587,0.0000,0.0594,0.0000,0.0000,0.0000
1663,14.1662,13.9250,8.6455,4.0224,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938532864,0.000000,0.170897,13.933387,1.00,4.0224,0.0334,0.0000,0.0738,0.0000,0.0000,0.0000
1664,14.1753,13.9250,8.6984,4.4995,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938532864,0.000000,0.170897,13.933387,1.00,4.4995,0.0273,0.0000,0.0879,0.0000,0.0000,0.0000
1665,14.1839,13.9250,8.4366,4.5895,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938532864,0.000000,0.170897,13.933387,1.00,4.5895,0.0466,0.0000,0.1156,0.0000,0.0000,0.0000
1666,14.1923,13.9250,8.3808,4.5583,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938532864,0.000000,0.170897,13.933387,1.00,4.5583,0.0747,0.0000,0.0880,0.0000,0.0000,0.0000
1667,14.2012,13.9250,8.6341,4.8398,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938532864,0.000000,0.170897,13.933387,1.00,4.8398,0.0508,0.0000,0.0903,0.0000,0.0000,0.0000
1668,14.2092,13.9250,8.3692,4.5889,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938532864,0.000000,0.170897,13.933387,1.00,4.5889,0.0464,0.0000,0.0926,0.0000,0.0000,0.0000
1669,14.2185,13.9250,8.9046,4.8265,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938532864,0.000000,0.170897,13.933387,1.00,4.8265,0.0561,0.0000,0.0629,0.0000,0.0000,0.0000
1670,14.2263,13.9250,8.4693,4.5044,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938532864,0.000000,0.170897,13.933387,1.00,4.5044,0.0320,0.0000,0.0688,0.0000,0.0000,0.0000
1671,14.2346,13.9250,8.7954,3.9257,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938532864,0.000000,0.170897,13.933387,1.00,3.9257,0.0410,0.0000,0.0483,0.0000,0.0000,0.0000
1672,14.2438,13.9250,8.6096,4.5338,,false,1,0.008333,0.0000,0.0083,1.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938532864,0.000000,0.170897,13.933387,1.00,4.5338,0.0398,0.0000,0.0753,0.0000,0.0000,0.0000
1673,14.2526,13.9250,8.7289,4.4997,,false,1,0.008333,0.0000,0.0083,8.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938536960,0.000000,0.170897,13.933387,1.00,4.4997,0.0768,0.0000,0.0794,0.0000,0.0000,0.0000
1674,14.2608,14.1500,8.4510,4.2029,,false,1,0.008333,0.0000,0.0083,8.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938536960,0.000000,0.172483,14.158386,1.00,4.2029,0.0403,0.0000,0.1329,0.0000,0.0000,0.0000
1675,14.2689,14.1500,8.4368,3.9503,,false,1,0.008333,0.0000,0.0083,8.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938536960,0.000000,0.172483,14.158386,1.00,3.9503,0.0385,0.0000,0.0660,0.0000,0.0000,0.0000
1676,14.2776,14.1500,8.4761,4.2739,,false,1,0.008333,0.0000,0.0083,8.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938536960,0.000000,0.172483,14.158386,1.00,4.2739,0.0314,0.0000,0.0566,0.0000,0.0000,0.0000
1677,14.2861,14.1500,8.4281,4.3150,,false,1,0.008333,0.0000,0.0083,8.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938577920,0.000000,0.172483,14.158386,1.00,4.3150,0.0269,0.0000,0.0612,0.0000,0.0000,0.0000
1678,14.2947,14.1500,8.6372,4.2949,,false,1,0.008333,0.0000,0.0083,8.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938577920,0.000000,0.172483,14.158386,1.00,4.2949,0.0483,0.0000,0.0703,0.0000,0.0000,0.0000
1679,14.3044,14.1500,8.8970,4.8969,,false,1,0.008333,0.0000,0.0083,8.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938577920,0.000000,0.172483,14.158386,1.00,4.8969,0.0643,0.0000,0.0811,0.0000,0.0000,0.0000
1680,14.3140,14.2167,9.6264,4.9754,,false,8,0.008333,0.0000,0.0667,8.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938577920,0.000000,0.172690,14.159762,1.00,4.9754,0.0693,0.0000,0.0917,0.0000,0.0000,0.0000
1681,14.3214,14.2167,7.6182,4.6652,,false,8,0.008333,0.0000,0.0667,8.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938594304,0.000000,0.172690,14.159762,1.00,4.6652,0.0823,0.0000,0.1303,0.0000,0.0000,0.0000
1682,14.3292,14.2167,8.3262,4.2466,,false,8,0.008333,0.0000,0.0667,8.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938594304,0.000000,0.172690,14.159762,1.00,4.2466,0.0577,0.0000,0.0416,0.0000,0.0000,0.0000
1683,14.3383,14.2167,8.6690,4.5951,,false,8,0.008333,0.0000,0.0667,8.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938594304,0.000000,0.172690,14.159762,1.00,4.5951,0.0377,0.0000,0.0922,0.0000,0.0000,0.0000
1684,14.3470,14.2167,8.3591,5.0099,,false,8,0.008333,0.0000,0.0667,8.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938594304,0.000000,0.172690,14.159762,1.00,5.0099,0.0584,0.0000,0.0703,0.0000,0.0000,0.0000
1685,14.3546,14.2167,8.5189,4.0969,,false,8,0.008333,0.0000,0.0667,8.00,1.00,0.0000,22,1,0,0,0,0,0,0,0,938598400,0.000000,0.172690,14.159762,1.00,4.0969,0.0392,0.0000,0.0778,0.0000,0.0000,0.0000
1686,14.3639,14.6250,8.4898,4.9351,,false,2,0.008333,0.0000,0.0167,8.00,1.03,0.0000,22,1,0,0,0,0,0,0,0,938598400,0.000000,0.174410,14.210286,1.03,4.9351,0.0392,0.0000,0.1812,0.0000,0.0000,0.0000
1687,14.3722,14.6250,8.4796,4.8120,,false,2,0.008333,0.0000,0.0167,8.00,1.03,0.0000,22,1,0,0,0,0,0,0,0,938598400,0.000000,0.174410,14.210286,1.03,4.8120,0.0443,0.0000,0.1083,0.0000,0.0000,0.0000
1688,14.3819,14.6250,8.9723,5.3301,,false,2,0.008333,0.0000,0.0167,8.00,1.03,0.0000,22,1,0,0,0,0,0,0,0,938598400,0.000000,0.174410,14.210286,1.03,5.3301,0.0592,0.0000,0.0961,0.0000,0.0000,0.0000
1689,14.3913,14.6250,9.7560,5.1380,,false,2,0.008333,0.0000,0.0167,8.00,1.03,0.0000,22,1,0,0,0,0,0,0,0,938598400,0.000000,0.174410,14.210286,1.03,5.1380,0.0682,0.0000,0.0543,0.0000,0.0000,0.0000
1690,14.3991,14.6250,7.7717,4.9475,,false,2,0.008333,0.0000,0.0167,8.00,1.03,0.0000,22,1,0,0,0,0,0,0,0,938598400,0.000000,0.174410,14.210286,1.03,4.9475,0.0768,0.0000,0.0966,0.0000,0.0000,0.0000
1691,14.4087,14.6250,9.0126,5.4942,,false,2,0.008333,0.0000,0.0167,8.00,1.03,0.0000,22,1,0,0,0,0,0,0,0,938598400,0.000000,0.174410,14.210286,1.03,5.4942,0.0879,0.0000,0.0734,0.0000,0.0000,0.0000
1692,14.4174,15.0250,9.0163,5.0556,,false,2,0.008333,0.0000,0.0167,8.00,1.05,0.0000,22,1,0,0,0,0,0,0,0,938598400,0.000000,0.176224,14.260932,1.05,5.0556,0.0576,0.0000,0.0968,0.0000,0.0000,0.0000
1693,14.4257,15.0250,8.4911,5.1470,,false,2,0.008333,0.0000,0.0167,8.00,1.05,0.0000,22,1,0,0,0,0,0,0,0,938598400,0.000000,0.176224,14.260932,1.05,5.1470,0.0593,0.0000,0.1085,0.0000,0.0000,0.0000
1694,14.4339,15.0250,8.2903,4.9027,,false,2,0.008333,0.0000,0.0167,8.00,1.05,0.0000,22,1,0,0,0,0,0,0,0,938598400,0.000000,0.176224,14.260932,1.05,4.9027,0.0761,0.0000,0.0796,0.0000,0.0000,0.0000
1695,14.4433,15.0250,8.6982,5.6338,,false,2,0.008333,0.0000,0.0167,8.00,1.05,0.0000,22,1,0,0,0,0,0,0,0,938598400,0.000000,0.176224,14.260932,1.05,5.6338,0.0777,0.0000,0.0655,0.0000,0.0000,0.0000
1696,14.4517,15.0250,8.6292,5.3778,,false,2,0.008333,0.0000,0.0167,8.00,1.05,0.0000,22,1,0,0,0,0,0,0,0,938598400,0.000000,0.176224,14.260932,1.05,5.3778,0.0580,0.0000,0.1217,0.0000,0.0000,0.0000
1697,14.4600,15.0250,9.1434,4.5454,,false,2,0.008333,0.0000,0.0167,8.00,1.05,0.0000,22,1,0,0,0,0,0,0,0,938602496,0.000000,0.176224,14.260932,1.05,4.5454,0.0699,0.0000,0.0693,0.0000,0.0000,0.0000
1698,14.4688,15.4333,8.4510,4.9705,,false,1,0.008333,0.0000,0.0083,8.00,1.08,0.0000,22,1,0,0,0,0,0,0,0,938602496,0.000000,0.178186,14.311899,1.08,4.9705,0.0626,0.0000,0.1486,0.0000,0.0000,0.0000
1699,14.4773,15.4333,8.8158,4.5959,,false,1,0.008333,0.0000,0.0083,8.00,1.08,0.0000,22,1,0,0,0,0,0,0,0,938602496,0.000000,0.178186,14.311899,1.08,4.5959,0.0722,0.0000,0.1210,0.0000,0.0000,0.0000
