frame,wall_s,sim_time_s,frame_ms,cpu_ms,gpu_ms,gpu_available,steps,fixed_dt_s,sim_cpu_ms,sim_advanced_s,requested_warp,effective_warp,backlog_ms,bodies,vehicles,patches_visible,patches_wanted,jobs_in_flight,eye_speed_mps,detail_bias,lod_min,lod_max,wanted_lod_max,patches_generated,triangles,cache_hits,cache_misses,streaming_queued,assets_pending,rss_bytes,rails_advanced_s,server_compute_s,server_wall_s,server_effective_warp,lod_l0,lod_l1,lod_l2,lod_l3,lod_l4,lod_l5,lod_l6,lod_l7,lod_l8,lod_l9,lod_l10,lod_l11,lod_l12,lod_l13,lod_l14,lod_l15,lod_l16,lod_l17,scope:client.camera_ms,scope:client.celestial_visuals_ms,scope:client.hud_ms,scope:client.pilot_hud_ms,scope:client.pilot_preview_ms,scope:client.starfield_ms,scope:frame.cpu_ms,scope:render.atmosphere_ms,scope:sim.total_ms,scope:world.streaming_ms,scope:world.terrain_asset_upload_ms,scope:world.terrain_cbt_submit_ms,scope:world.terrain_counters_ms,scope:world.terrain_entity_sync_ms,scope:world.terrain_job_poll_ms,scope:world.terrain_selection_ms
1289,17.0974,0.0000,14.8918,6.3428,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,351,351,0,0,100,5,16,16,0,428544,0,351,0,0,759123968,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,36,39,30,14,30,30,30,30,30,30,36,16,0,0.0008,0.0016,0.0380,0.0457,0.0083,0.0057,6.3428,0.0139,0.0000,2.7583,0.0004,0.1039,0.0825,0.0015,0.0011,2.4918
1290,17.1083,0.0000,13.4283,3.5092,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,351,351,0,0,100,5,16,16,0,428544,0,351,0,0,759123968,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,36,39,30,14,30,30,30,30,30,30,36,16,0,0.0006,0.0019,0.0367,0.0378,0.0045,0.0060,3.5092,0.0119,0.0000,0.1843,0.0006,0.0003,0.0872,0.0012,0.0006,0.0010
1291,17.1230,0.0000,12.9008,5.5378,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,351,351,0,0,100,5,16,16,0,428544,0,351,0,0,759123968,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,36,39,30,14,30,30,30,30,30,30,36,16,0,0.0001,0.0015,0.0359,0.0434,0.0062,0.0060,5.5378,0.0169,0.0000,0.2376,0.0004,0.0002,0.1409,0.0008,0.0004,0.0001
1292,17.1363,0.0000,15.2582,3.6346,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,351,351,0,0,100,5,16,16,0,428544,0,351,0,0,759128064,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,36,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0007,0.0345,0.0299,0.0050,0.0023,3.6346,0.0139,0.0000,0.1851,0.0004,0.0002,0.1015,0.0010,0.0004,0.0004
1293,17.1506,0.0000,13.8789,3.8662,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,351,351,0,0,100,5,16,16,0,428544,0,351,0,0,759128064,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,36,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0012,0.0305,0.0349,0.0044,0.0033,3.8662,0.0119,0.0000,0.1890,0.0006,0.0003,0.1018,0.0013,0.0007,0.0004
1294,17.1630,0.0000,12.7224,3.7357,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,351,351,0,0,100,5,16,16,0,428544,0,351,0,0,759128064,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,36,39,30,14,30,30,30,30,30,30,36,16,0,0.0003,0.0011,0.0333,0.0417,0.0069,0.0047,3.7357,0.0131,0.0000,0.1869,0.0006,0.0004,0.0911,0.0010,0.0006,0.0004
1295,17.1781,0.0000,15.0964,3.6514,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,351,351,0,0,100,5,16,16,0,428544,0,351,0,0,759128064,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,36,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0006,0.0299,0.0288,0.0028,0.0021,3.6514,0.0118,0.0000,0.1865,0.0005,0.0003,0.0929,0.0008,0.0007,0.0003
1296,17.1943,0.0000,15.0859,4.5035,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,351,351,0,0,100,5,16,16,0,428544,0,351,0,0,759128064,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,36,39,30,14,30,30,30,30,30,30,36,16,0,0.0001,0.0025,0.0343,0.0500,0.0063,0.0057,4.5035,0.0200,0.0000,0.1715,0.0010,0.0004,0.0843,0.0007,0.0007,0.0005
1297,17.2073,0.0000,13.0544,4.8161,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,351,351,0,0,100,5,16,16,0,428544,0,351,0,0,759128064,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,36,39,30,14,30,30,30,30,30,30,36,16,0,0.0004,0.0015,0.0596,0.0411,0.0050,0.0035,4.8161,0.0153,0.0000,0.1743,0.0003,0.0002,0.0958,0.0007,0.0003,0.0002
1298,17.2196,0.0000,13.7216,3.1713,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,351,351,0,0,100,5,16,16,0,428544,0,351,0,0,759128064,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,36,39,30,14,30,30,30,30,30,30,36,16,0,0.0001,0.0005,0.0353,0.0246,0.0023,0.0017,3.1713,0.0138,0.0000,0.1695,0.0002,0.0002,0.0960,0.0008,0.0003,0.0003
