frame,wall_s,sim_time_s,frame_ms,cpu_ms,gpu_ms,gpu_available,steps,fixed_dt_s,sim_cpu_ms,sim_advanced_s,requested_warp,effective_warp,backlog_ms,bodies,vehicles,patches_visible,patches_generated,triangles,cache_hits,cache_misses,streaming_queued,assets_pending,rss_bytes,scope:frame.cpu_ms,scope:render.atmosphere_ms,scope:sim.total_ms,scope:world.streaming_ms
28100,389.9994,2870.7333,10.2136,6.3912,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,6.3912,0.0452,0.0000,0.8008
28101,390.0124,2870.7333,12.4617,7.5086,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,7.5086,0.0427,0.0000,0.9456
28102,390.0216,2870.7333,11.2691,5.3632,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.3632,0.0440,0.0000,0.7976
28103,390.0322,2870.7333,10.2600,6.0063,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,6.0063,0.0290,0.0000,0.7755
28104,390.0429,2870.7333,9.7864,5.1702,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.1702,0.0506,0.0000,1.0030
28105,390.0751,2870.7333,10.6658,28.4543,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,28.4543,0.0302,0.0000,24.6884
28106,390.0789,2870.7333,9.4482,3.2758,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,3.2758,0.0271,0.0000,0.6575
28107,390.0899,2870.7333,25.5632,8.2413,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,8.2413,0.0315,0.0000,0.9666
28108,390.0960,2870.7333,9.6262,4.8285,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,4.8285,0.0323,0.0000,0.8171
28109,390.1083,2870.7333,11.2193,5.8751,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.8751,0.0637,0.0000,0.8202
28110,390.1194,2870.7333,10.5576,6.2553,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,6.2553,0.0546,0.0000,0.9175
28111,390.1291,2870.7333,10.4106,5.3061,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.3061,0.0438,0.0000,0.7214
28112,390.1387,2870.7333,9.4919,5.4157,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.4157,0.0272,0.0000,0.6879
28113,390.1482,2870.7333,9.6793,5.6084,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.6084,0.0282,0.0000,0.8623
28114,390.1582,2870.7333,9.7693,5.6441,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.6441,0.0319,0.0000,0.9851
28115,390.1668,2870.7333,9.6643,4.6751,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,4.6751,0.0380,0.0000,0.8559
28116,390.1768,2870.7333,8.5311,6.3406,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,6.3406,0.0278,0.0000,1.0550
28117,390.1835,2870.7333,8.4951,4.5840,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,4.5840,0.0359,0.0000,0.8360
28118,390.1925,2870.7333,8.2672,5.2506,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.2506,0.0357,0.0000,0.8458
28119,390.2015,2870.7333,9.0020,5.1194,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.1194,0.0411,0.0000,0.8602
28120,390.2114,2870.7333,9.2163,5.7351,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.7351,0.0821,0.0000,0.8262
28121,390.2200,2870.7333,9.5627,4.8890,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,4.8890,0.0294,0.0000,0.9296
28122,390.2295,2870.7333,8.5470,5.7552,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.7552,0.0346,0.0000,0.8602
28123,390.2391,2870.7333,9.9498,5.5455,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.5455,0.0320,0.0000,0.9647
28124,390.2499,2870.7333,9.5304,6.6936,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,6.6936,0.0312,0.0000,0.8099
28125,390.2582,2870.7333,10.3686,4.6876,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,4.6876,0.0419,0.0000,0.9355
28126,390.2677,2870.7333,8.4161,5.9931,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.9931,0.0366,0.0000,0.9936
28127,390.2758,2870.7333,8.3966,5.4643,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.4643,0.0447,0.0000,0.9832
28128,390.2856,2870.7333,9.2289,6.0573,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,6.0573,0.0348,0.0000,0.8451
28129,390.2964,2870.7333,10.4615,6.1458,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,6.1458,0.0603,0.0000,0.8832
28130,390.3078,2870.7333,9.8491,5.7322,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.7322,0.0713,0.0000,1.1609
28131,390.3172,2870.7333,11.1145,6.2555,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,6.2555,0.0320,0.0000,1.0239
28132,390.3261,2870.7333,9.6317,5.2845,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.2845,0.0944,0.0000,0.9497
28133,390.3348,2870.7333,8.6474,5.6276,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.6276,0.0603,0.0000,0.8820
28134,390.3440,2870.7333,9.4319,5.1574,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.1574,0.0578,0.0000,0.7434
28135,390.3537,2870.7333,9.2504,5.7621,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.7621,0.0766,0.0000,0.7672
28136,390.3620,2870.7333,8.7421,5.3197,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.3197,0.0271,0.0000,0.8520
28137,390.3720,2870.7333,9.9153,5.2860,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.2860,0.0547,0.0000,0.9188
28138,390.3831,2870.7333,9.2098,7.1828,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,7.1828,0.0503,0.0000,1.1374
28139,390.3920,2870.7333,10.2576,6.0122,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,6.0122,0.0871,0.0000,0.9463
28140,390.4048,2870.7333,9.0053,9.4523,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,9.4523,0.0401,0.0000,0.9869
28141,390.4331,2870.7333,9.3186,26.9572,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,26.9572,0.0295,0.0000,24.0536
28142,390.4364,2870.7333,11.3173,2.8616,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,2.8616,0.0206,0.0000,0.5443
28143,390.4449,2870.7333,24.8868,4.4351,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,4.4351,0.0266,0.0000,0.7553
28144,390.4536,2870.7333,7.7696,4.9978,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,4.9978,0.0300,0.0000,0.9823
28145,390.4639,2870.7333,10.7615,4.7814,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,4.7814,0.0410,0.0000,0.7558
28146,390.4754,2870.7333,9.9522,6.4578,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,6.4578,0.0874,0.0000,1.0814
28147,390.4837,2870.7333,8.7057,5.7870,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.7870,0.0583,0.0000,0.7408
28148,390.4930,2870.7333,9.6780,5.5567,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.5567,0.0411,0.0000,0.9029
28149,390.5034,2870.7333,10.3986,5.4736,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.4736,0.0445,0.0000,0.7040
28150,390.5125,2870.7333,9.3494,5.2312,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.2312,0.0404,0.0000,0.8095
28151,390.5229,2870.7333,9.2474,6.4560,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,6.4560,0.0455,0.0000,0.9451
28152,390.5315,2870.7333,9.8499,5.3050,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.3050,0.0363,0.0000,1.0278
28153,390.5435,2870.7333,9.3082,7.6146,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,7.6146,0.1106,0.0000,0.7269
28154,390.5520,2870.7333,11.0823,5.3686,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.3686,0.0408,0.0000,1.0352
28155,390.5634,2870.7333,9.0857,4.7493,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,4.7493,0.0566,0.0000,0.8303
28156,390.5739,2870.7333,12.5184,5.4066,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.4066,0.0415,0.0000,0.8785
28157,390.5837,2870.7333,9.5763,5.6667,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.6667,0.0502,0.0000,0.9383
28158,390.5923,2870.7333,8.9047,5.2860,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.2860,0.0383,0.0000,0.8722
28159,390.6032,2870.7333,10.9182,5.2122,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.2122,0.0704,0.0000,0.8521
28160,390.6141,2870.7333,10.3315,5.8465,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.8465,0.0276,0.0000,0.9244
28161,390.6231,2870.7333,9.9422,5.1097,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.1097,0.0294,0.0000,0.7860
28162,390.6327,2870.7333,8.6185,6.1385,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,6.1385,0.0332,0.0000,0.9650
28163,390.6414,2870.7333,9.6771,4.9686,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,4.9686,0.0307,0.0000,0.9537
28164,390.6531,2870.7333,11.3691,5.4358,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.4358,0.0832,0.0000,0.9749
28165,390.6627,2870.7333,9.2655,5.7859,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.7859,0.0306,0.0000,0.8406
28166,390.6720,2870.7333,9.3660,5.7692,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.7692,0.0318,0.0000,1.0442
28167,390.6826,2870.7333,9.9670,6.2172,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,6.2172,0.0454,0.0000,0.8331
28168,390.6917,2870.7333,9.8131,5.7369,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.7369,0.0835,0.0000,0.9550
28169,390.7020,2870.7333,9.1334,6.5680,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,6.5680,0.0791,0.0000,0.8685
28170,390.7122,2870.7333,10.6019,6.3076,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,6.3076,0.0646,0.0000,0.7826
28171,390.7236,2870.7333,11.2844,6.3095,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,6.3095,0.1374,0.0000,0.8012
28172,390.7339,2870.7333,10.8607,5.8179,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.8179,0.0510,0.0000,0.7624
28173,390.7438,2870.7333,10.0250,5.5892,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.5892,0.0547,0.0000,0.8639
28174,390.7534,2870.7333,9.9682,5.4941,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.4941,0.1067,0.0000,0.8987
28175,390.7844,2870.7333,9.8423,26.3470,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,26.3470,0.0311,0.0000,22.3963
28176,390.7887,2870.7333,9.8643,3.7074,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,3.7074,0.0322,0.0000,0.6289
28177,390.7986,2870.7333,24.4339,6.5350,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,6.5350,0.0254,0.0000,0.8062
28178,390.8071,2870.7333,9.0573,5.8909,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.8909,0.0552,0.0000,0.6817
28179,390.8163,2870.7333,9.3627,5.7050,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.7050,0.0419,0.0000,0.8861
28180,390.8320,2870.7333,15.9109,5.5929,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.5929,0.0346,0.0000,0.7430
28181,390.8399,2870.7333,8.1947,5.2068,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.2068,0.0533,0.0000,0.8257
28182,390.8491,2870.7333,9.4930,4.9102,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,4.9102,0.0282,0.0000,0.7170
28183,390.8596,2870.7333,9.2191,6.1548,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,6.1548,0.0293,0.0000,0.8338
28184,390.8676,2870.7333,9.4574,5.0205,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,230,0,529920,59839,568,0,0,937713664,5.0205,0.0287,0.0000,0.9952
