frame,wall_s,sim_time_s,frame_ms,cpu_ms,gpu_ms,gpu_available,steps,fixed_dt_s,sim_cpu_ms,sim_advanced_s,requested_warp,effective_warp,backlog_ms,bodies,vehicles,patches_visible,patches_generated,triangles,cache_hits,cache_misses,streaming_queued,assets_pending,rss_bytes,scope:frame.cpu_ms,scope:render.atmosphere_ms,scope:sim.total_ms,scope:world.streaming_ms,scope:world.terrain_materials_ms,scope:world.terrain_meshing_ms
1104,261.3436,91.3917,74.7164,18.9802,,false,9,0.008333,2.7491,0.0750,1.00,1.00,3.5996,22,1,40,0,53760,191,191,0,0,825012224,18.9802,0.0598,2.7491,11.8026,0.0000,0.0000
1105,261.4098,91.4667,74.9469,10.1600,,false,9,0.008333,2.9229,0.0750,1.00,1.00,3.5466,22,1,40,0,53760,191,191,0,0,825012224,10.1600,0.0726,2.9229,1.4240,0.0000,0.0000
1106,261.4869,91.5417,75.7718,11.3830,,false,9,0.008333,3.2257,0.0750,1.00,0.99,4.3184,22,1,40,0,53760,191,191,0,0,825397248,11.3830,0.0980,3.2257,1.1663,0.0000,0.0000
1107,261.5758,91.6250,84.2185,16.2812,,false,10,0.008333,3.2566,0.0833,1.00,0.99,5.2036,22,1,40,0,53760,191,191,0,0,826114048,16.2812,0.0806,3.2566,1.2569,0.0000,0.0000
1108,261.6600,91.7167,90.2414,10.0747,,false,11,0.008333,3.7114,0.0917,1.00,1.00,3.7783,22,1,40,0,53760,191,191,0,0,826118144,10.0747,0.0658,3.7114,1.1132,0.0000,0.0000
1109,261.7480,91.7917,74.9194,23.2558,,false,9,0.008333,2.9704,0.0750,1.00,1.00,3.6977,22,1,40,0,53760,191,191,0,0,826363904,23.2558,0.0624,2.9704,15.4024,0.0000,0.0000
1110,261.8121,91.8667,74.8744,12.1131,,false,9,0.008333,3.9370,0.0750,1.00,1.00,3.5721,22,1,40,0,53760,191,191,0,0,826363904,12.1131,0.1023,3.9370,1.5069,0.0000,0.0000
1111,261.8954,91.9500,83.9888,11.6578,,false,10,0.008333,3.8082,0.0833,1.00,0.99,4.2275,22,1,40,0,53760,191,191,0,0,826363904,11.6578,0.0742,3.8082,1.2144,0.0000,0.0000
1112,261.9689,92.0250,74.4024,10.7636,,false,9,0.008333,2.8872,0.0750,1.00,1.00,3.6299,22,1,40,0,53760,191,191,0,0,826363904,10.7636,0.1611,2.8872,1.2442,0.0000,0.0000
1113,262.0486,92.1083,83.1309,7.5930,,false,10,0.008333,2.0782,0.0833,1.00,1.00,3.4275,22,1,40,0,53760,191,191,0,0,826363904,7.5930,0.0638,2.0782,0.8518,0.0000,0.0000
1114,262.1376,92.1833,77.4158,19.0432,,false,9,0.008333,2.3913,0.0750,1.00,0.97,5.8433,22,1,40,0,53760,191,191,0,0,826363904,19.0432,0.0639,2.3913,11.4395,0.0000,0.0000
1115,262.2096,92.2667,82.4299,8.7029,,false,10,0.008333,2.9105,0.0833,1.00,1.00,4.9399,22,1,40,0,53760,191,191,0,0,826363904,8.7029,0.0973,2.9105,0.9264,0.0000,0.0000
1116,262.2878,92.3417,75.2300,11.3397,,false,9,0.008333,3.1456,0.0750,1.00,1.00,5.1699,22,1,40,0,53760,191,191,0,0,826368000,11.3397,0.0869,3.1456,1.6684,0.0000,0.0000
1117,262.3703,92.4250,84.2738,9.7634,,false,10,0.008333,3.1592,0.0833,1.00,0.99,6.1104,22,1,40,0,53760,191,191,0,0,826368000,9.7634,0.0726,3.1592,1.1490,0.0000,0.0000
1118,262.4462,92.5000,75.1090,10.6055,,false,9,0.008333,3.0208,0.0750,1.00,1.00,6.2194,22,1,40,0,53760,191,191,0,0,826368000,10.6055,0.0718,3.0208,1.1948,0.0000,0.0000
1119,262.5391,92.5750,75.6066,27.5978,,false,9,0.008333,3.9785,0.0750,1.00,0.99,6.8260,22,1,40,0,53760,191,191,0,0,826368000,27.5978,0.0646,3.9785,18.0148,0.0000,0.0000
1120,262.6000,92.6583,81.1665,7.5903,,false,10,0.008333,2.0071,0.0833,1.00,1.00,4.6592,22,1,40,0,53760,191,191,0,0,826368000,7.5903,0.0921,2.0071,0.8591,0.0000,0.0000
1121,262.6930,92.7500,91.7050,8.9152,,false,11,0.008333,2.9149,0.0917,1.00,1.00,4.6975,22,1,40,0,53760,191,191,0,0,826368000,8.9152,0.0726,2.9149,1.0370,0.0000,0.0000
1122,262.7691,92.8250,75.2605,9.8277,,false,9,0.008333,2.5609,0.0750,1.00,1.00,4.9581,22,1,40,0,53760,191,191,0,0,826368000,9.8277,0.0857,2.5609,1.0155,0.0000,0.0000
1123,262.8500,92.9083,83.2594,7.5728,,false,10,0.008333,2.1375,0.0833,1.00,1.00,4.8841,22,1,40,0,53760,191,191,0,0,826368000,7.5728,0.0626,2.1375,0.8234,0.0000,0.0000
1124,262.9515,92.9917,83.3595,25.5570,,false,10,0.008333,4.2443,0.0833,1.00,1.00,4.9102,22,1,40,0,53760,191,191,0,0,826368000,25.5570,0.0727,4.2443,15.8081,0.0000,0.0000
1125,263.0151,93.0667,75.6677,13.0488,,false,9,0.008333,3.6121,0.0750,1.00,0.99,5.5779,22,1,40,0,53760,191,191,0,0,826368000,13.0488,0.0723,3.6121,1.2939,0.0000,0.0000
1126,263.0960,93.1500,83.8149,10.5686,,false,10,0.008333,3.6588,0.0833,1.00,0.99,6.0594,22,1,40,0,53760,191,191,0,0,826507264,10.5686,0.0745,3.6588,1.2154,0.0000,0.0000
1127,263.1699,93.2250,72.5402,11.1608,,false,9,0.008333,3.1069,0.0750,1.00,1.00,3.5997,22,1,40,0,53760,191,191,0,0,826507264,11.1608,0.0767,3.1069,1.9925,0.0000,0.0000
1128,263.2547,93.3083,83.9549,12.6580,,false,10,0.008333,3.6074,0.0833,1.00,0.99,4.2212,22,1,40,0,53760,191,191,0,0,826507264,12.6580,0.0739,3.6074,1.1719,0.0000,0.0000
1129,263.3500,93.3917,83.2505,24.7064,,false,10,0.008333,4.0396,0.0833,1.00,1.00,4.1383,22,1,40,0,53760,191,191,0,0,826511360,24.7064,0.0672,4.0396,15.1756,0.0000,0.0000
1130,263.4197,93.4750,83.8171,10.6694,,false,10,0.008333,3.3628,0.0833,1.00,0.99,4.6221,22,1,40,0,53760,191,191,0,0,826511360,10.6694,0.0698,3.3628,0.9633,0.0000,0.0000
1131,263.4946,93.5500,74.7512,10.8142,,false,9,0.008333,3.2058,0.0750,1.00,1.00,4.3733,22,1,40,0,53760,191,191,0,0,826511360,10.8142,0.0787,3.2058,1.2516,0.0000,0.0000
1132,263.5765,93.6333,83.9267,8.8073,,false,10,0.008333,1.9824,0.0833,1.00,0.99,4.9666,22,1,40,0,53760,191,191,0,0,826511360,8.8073,0.1086,1.9824,0.9552,0.0000,0.0000
1133,263.6703,93.7250,90.5484,11.7637,,false,11,0.008333,4.0065,0.0917,1.00,1.00,3.8484,22,1,40,0,53760,191,191,0,0,826511360,11.7637,0.0736,4.0065,1.1401,0.0000,0.0000
1134,263.7586,93.8083,83.0122,17.4311,,false,10,0.008333,2.4045,0.0833,1.00,1.00,3.5272,22,1,40,0,53760,191,191,0,0,826511360,17.4311,0.0579,2.4045,9.8457,0.0000,0.0000
1135,263.8238,93.8833,75.6566,7.2047,,false,9,0.008333,2.1935,0.0750,1.00,0.99,4.1838,22,1,40,0,53760,191,191,0,0,826511360,7.2047,0.0753,2.1935,0.8512,0.0000,0.0000
1136,263.9103,93.9667,83.1474,10.1590,,false,10,0.008333,3.5049,0.0833,1.00,1.00,3.9979,22,1,40,0,53760,191,191,0,0,826511360,10.1590,0.0741,3.5049,1.2172,0.0000,0.0000
1137,263.9865,94.0417,75.0406,11.3200,,false,9,0.008333,2.8464,0.0750,1.00,1.00,4.0385,22,1,40,0,53760,191,191,0,0,826511360,11.3200,0.0765,2.8464,1.0753,0.0000,0.0000
1138,264.0582,94.1167,74.6084,8.5206,,false,9,0.008333,1.9499,0.0750,1.00,1.00,3.6469,22,1,40,0,53760,191,191,0,0,826511360,8.5206,0.0580,1.9499,0.8285,0.0000,0.0000
1139,264.1489,94.1917,75.4791,23.6323,,false,9,0.008333,3.2538,0.0750,1.00,0.99,4.1260,22,1,40,0,53760,191,191,0,0,826511360,23.6323,0.0622,3.2538,15.3932,0.0000,0.0000
1140,264.2190,94.2750,83.3511,10.4080,,false,10,0.008333,3.6394,0.0833,1.00,1.00,4.1438,22,1,40,0,53760,191,191,0,0,826511360,10.4080,0.0726,3.6394,1.1246,0.0000,0.0000
1141,264.2934,94.3500,74.8844,9.8427,,false,9,0.008333,2.8789,0.0750,1.00,1.00,4.0282,22,1,40,0,53760,191,191,0,0,826511360,9.8427,0.0645,2.8789,1.2206,0.0000,0.0000
1142,264.3657,94.4250,74.9494,7.4144,,false,9,0.008333,2.0580,0.0750,1.00,1.00,3.9776,22,1,40,0,53760,191,191,0,0,826515456,7.4144,0.0590,2.0580,0.8179,0.0000,0.0000
1143,264.4437,94.5000,75.1683,10.0862,,false,9,0.008333,3.1988,0.0750,1.00,1.00,4.1459,22,1,40,0,53760,191,191,0,0,826515456,10.0862,0.0728,3.1988,1.2180,0.0000,0.0000
1144,264.5348,94.5750,74.8957,26.2158,,false,9,0.008333,3.9259,0.0750,1.00,1.00,4.0416,22,1,40,0,53760,191,191,0,0,826515456,26.2158,0.0649,3.9259,15.4359,0.0000,0.0000
1145,264.6040,94.6583,82.9904,12.5342,,false,10,0.008333,4.2011,0.0833,1.00,1.00,3.6987,22,1,40,0,53760,191,191,0,0,826515456,12.5342,0.0967,4.2011,1.3990,0.0000,0.0000
1146,264.6820,94.7417,83.3104,7.3409,,false,10,0.008333,2.2858,0.0833,1.00,1.00,3.6758,22,1,40,0,53760,191,191,0,0,826515456,7.3409,0.0584,2.2858,0.7945,0.0000,0.0000
1147,264.7691,94.8250,83.6430,10.6740,,false,10,0.008333,3.2995,0.0833,1.00,1.00,3.9854,22,1,40,0,53760,191,191,0,0,826515456,10.6740,0.0905,3.2995,1.3412,0.0000,0.0000
1148,264.8434,94.9000,75.1887,9.6654,,false,9,0.008333,2.9292,0.0750,1.00,1.00,4.1741,22,1,40,0,53760,191,191,0,0,826515456,9.6654,0.0966,2.9292,1.3539,0.0000,0.0000
1149,264.9314,94.9750,74.9593,22.6567,,false,9,0.008333,3.0798,0.0750,1.00,1.00,4.1334,22,1,40,0,53760,191,191,0,0,826515456,22.6567,0.0707,3.0798,13.7650,0.0000,0.0000
1150,264.9941,95.0500,75.1622,10.1647,,false,9,0.008333,3.0989,0.0750,1.00,1.00,4.2956,22,1,40,0,53760,191,191,0,0,826515456,10.1647,0.1201,3.0989,1.1680,0.0000,0.0000
1151,265.0744,95.1333,82.9568,7.8373,,false,10,0.008333,2.5463,0.0833,1.00,1.00,3.9191,22,1,40,0,53760,191,191,0,0,826515456,7.8373,0.0540,2.5463,0.9205,0.0000,0.0000
1152,265.1511,95.2083,75.1647,9.2093,,false,9,0.008333,2.9969,0.0750,1.00,1.00,4.0838,22,1,40,0,53760,191,191,0,0,826515456,9.2093,0.0675,2.9969,1.1508,0.0000,0.0000
1153,265.2290,95.2833,75.7894,11.2700,,false,9,0.008333,3.2869,0.0750,1.00,0.99,4.8732,22,1,40,0,53760,191,191,0,0,826515456,11.2700,0.0730,3.2869,1.2108,0.0000,0.0000
1154,265.3110,95.3583,74.0913,19.1632,,false,9,0.008333,2.7892,0.0750,1.00,1.00,3.9645,22,1,40,0,53760,191,191,0,0,826515456,19.1632,0.0501,2.7892,12.0888,0.0000,0.0000
1155,265.3728,95.4333,74.7828,6.2896,,false,9,0.008333,1.7476,0.0750,1.00,1.00,3.7472,22,1,40,0,53760,191,191,0,0,826519552,6.2896,0.0561,1.7476,0.6964,0.0000,0.0000
1156,265.4604,95.5167,83.5870,10.2370,,false,10,0.008333,3.3447,0.0833,1.00,1.00,4.0009,22,1,40,0,53760,191,191,0,0,826519552,10.2370,0.0680,3.3447,1.1061,0.0000,0.0000
1157,265.5360,95.5917,75.0659,10.6732,,false,9,0.008333,2.7974,0.0750,1.00,1.00,4.0668,22,1,40,0,53760,191,191,0,0,826519552,10.6732,0.0959,2.7974,1.3601,0.0000,0.0000
1158,265.6109,95.6667,75.5468,10.0174,,false,9,0.008333,3.0723,0.0750,1.00,0.99,4.6136,22,1,40,0,53760,191,191,0,0,826519552,10.0174,0.0999,3.0723,1.1725,0.0000,0.0000
1159,265.7169,95.7583,91.2494,24.7403,,false,11,0.008333,3.7500,0.0917,1.00,1.00,4.1964,22,1,40,0,53760,191,191,0,0,826519552,24.7403,0.0691,3.7500,15.3829,0.0000,0.0000
1160,265.7773,95.8333,74.9018,10.2396,,false,9,0.008333,3.0324,0.0750,1.00,1.00,4.0981,22,1,40,0,53760,191,191,0,0,826519552,10.2396,0.0846,3.0324,1.2005,0.0000,0.0000
1161,265.8599,95.9167,83.1358,9.8792,,false,10,0.008333,3.2284,0.0833,1.00,1.00,3.9006,22,1,40,0,53760,191,191,0,0,826519552,9.8792,0.0832,3.2284,1.1205,0.0000,0.0000
1162,265.9362,95.9917,75.0980,11.0501,,false,9,0.008333,3.0954,0.0750,1.00,1.00,3.9987,22,1,40,0,53760,191,191,0,0,826519552,11.0501,0.0916,3.0954,1.4373,0.0000,0.0000
1163,266.0194,96.0750,83.4657,10.5024,,false,10,0.008333,3.1717,0.0833,1.00,1.00,4.1310,22,1,40,0,53760,191,191,0,0,826519552,10.5024,0.0775,3.1717,1.2734,0.0000,0.0000
1164,266.1121,96.1500,77.3534,26.1096,,false,9,0.008333,3.1431,0.0750,1.00,0.97,6.4844,22,1,40,0,53760,191,191,0,0,826519552,26.1096,0.0646,3.1431,17.5035,0.0000,0.0000
1165,266.1776,96.2333,81.9864,9.5742,,false,10,0.008333,3.0710,0.0833,1.00,1.00,5.1375,22,1,40,0,53760,191,191,0,0,826519552,9.5742,0.0696,3.0710,1.2094,0.0000,0.0000
1166,266.2535,96.3083,75.5877,9.9199,,false,9,0.008333,2.9013,0.0750,1.00,0.99,5.7253,22,1,40,0,53760,191,191,0,0,826519552,9.9199,0.0799,2.9013,1.4063,0.0000,0.0000
1167,266.3396,96.3917,83.3384,10.7205,,false,10,0.008333,3.2569,0.0833,1.00,1.00,5.7303,22,1,40,0,53760,191,191,0,0,826519552,10.7205,0.0903,3.2569,1.3738,0.0000,0.0000
1168,266.4120,96.4667,74.5190,10.4477,,false,9,0.008333,2.9725,0.0750,1.00,1.00,5.2493,22,1,40,0,53760,191,191,0,0,826523648,10.4477,0.1024,2.9725,1.5676,0.0000,0.0000
1169,266.5012,96.5417,75.8029,24.1345,,false,9,0.008333,3.1793,0.0750,1.00,0.99,6.0522,22,1,40,0,53760,191,191,0,0,826523648,24.1345,0.0654,3.1793,15.7647,0.0000,0.0000
1170,266.5702,96.6250,82.2440,10.4971,,false,10,0.008333,3.2901,0.0833,1.00,1.00,4.9629,22,1,40,0,53760,191,191,0,0,826523648,10.4971,0.0790,3.2901,1.2107,0.0000,0.0000
1171,266.6536,96.7083,83.1199,10.9559,,false,10,0.008333,3.3449,0.0833,1.00,1.00,4.7495,22,1,40,0,53760,191,191,0,0,826523648,10.9559,0.1011,3.3449,1.5424,0.0000,0.0000
1172,266.7370,96.7917,83.5933,10.8794,,false,10,0.008333,3.2794,0.0833,1.00,1.00,5.0095,22,1,40,0,53760,191,191,0,0,826523648,10.8794,0.0924,3.2794,1.5601,0.0000,0.0000
1173,266.8089,96.8667,74.8138,7.9363,,false,9,0.008333,2.0201,0.0750,1.00,1.00,4.8233,22,1,40,0,53760,191,191,0,0,826523648,7.9363,0.0708,2.0201,0.9686,0.0000,0.0000
1174,266.9061,96.9500,83.5719,21.5260,,false,10,0.008333,3.4292,0.0833,1.00,1.00,5.0619,22,1,40,0,53760,191,191,0,0,826523648,21.5260,0.0555,3.4292,13.5175,0.0000,0.0000
1175,266.9674,97.0250,74.5745,7.3564,,false,9,0.008333,1.9434,0.0750,1.00,1.00,4.6364,22,1,40,0,53760,191,191,0,0,826523648,7.3564,0.0750,1.9434,0.8831,0.0000,0.0000
1176,267.0501,97.1083,82.9422,8.2607,,false,10,0.008333,1.9556,0.0833,1.00,1.00,4.2452,22,1,40,0,53760,191,191,0,0,826523648,8.2607,0.0690,1.9556,0.7739,0.0000,0.0000
1177,267.1279,97.1833,77.7615,8.0521,,false,9,0.008333,2.0394,0.0750,1.00,0.96,7.0067,22,1,40,0,53760,191,191,0,0,826523648,8.0521,0.0727,2.0394,0.7940,0.0000,0.0000
1178,267.2296,97.2667,81.2486,26.3055,,false,10,0.008333,2.8875,0.0833,1.00,1.00,4.9221,22,1,40,0,53760,191,191,0,0,826503168,26.3055,0.1139,2.8875,0.8619,0.0000,0.0000
1179,267.3079,97.3500,83.5610,23.0105,,false,10,0.008333,3.0700,0.0833,1.00,1.00,5.1497,22,1,40,0,53760,191,191,0,0,826503168,23.0105,0.0678,3.0700,13.4092,0.0000,0.0000
1180,267.3774,97.4333,82.3024,10.2586,,false,10,0.008333,3.5493,0.0833,1.00,1.00,4.1188,22,1,40,0,53760,191,191,0,0,826503168,10.2586,0.0739,3.5493,1.0718,0.0000,0.0000
1181,267.4631,97.5167,84.0378,11.9592,,false,10,0.008333,4.1050,0.0833,1.00,0.99,4.8233,22,1,40,0,53760,191,191,0,0,826507264,11.9592,0.0831,4.1050,1.2585,0.0000,0.0000
1182,267.5537,97.6000,83.1605,17.0901,,false,10,0.008333,5.0902,0.0833,1.00,1.00,4.6505,22,1,40,0,53760,191,191,0,0,826507264,17.0901,0.0873,5.0902,1.2020,0.0000,0.0000
1183,267.6320,97.6833,84.1002,13.4819,,false,10,0.008333,4.0744,0.0833,1.00,0.99,5.4174,22,1,40,0,53760,191,191,0,0,826507264,13.4819,0.0989,4.0744,1.8132,0.0000,0.0000
1184,267.7336,97.7750,90.4371,24.7804,,false,11,0.008333,3.8368,0.0917,1.00,1.00,4.1878,22,1,40,0,53760,191,191,0,0,826507264,24.7804,0.0658,3.8368,15.7618,0.0000,0.0000
1185,267.8025,97.8583,83.1430,10.7072,,false,10,0.008333,4.0915,0.0833,1.00,1.00,3.9975,22,1,40,0,53760,191,191,0,0,826507264,10.7072,0.0710,4.0915,1.2684,0.0000,0.0000
1186,267.8771,97.9333,75.2995,9.8293,,false,9,0.008333,3.1534,0.0750,1.00,1.00,4.2970,22,1,40,0,53760,191,191,0,0,826507264,9.8293,0.0782,3.1534,1.2460,0.0000,0.0000
1187,267.9522,98.0083,74.8801,10.0222,,false,9,0.008333,3.0813,0.0750,1.00,1.00,4.1771,22,1,40,0,53760,191,191,0,0,826507264,10.0222,0.0657,3.0813,1.2054,0.0000,0.0000
1188,268.0278,98.0833,75.0157,10.8210,,false,9,0.008333,2.9120,0.0750,1.00,1.00,4.1928,22,1,40,0,53760,191,191,0,0,826507264,10.8210,0.0935,2.9120,1.2990,0.0000,0.0000
1189,268.1154,98.1583,74.9133,23.4527,,false,9,0.008333,3.1392,0.0750,1.00,1.00,4.1061,22,1,40,0,53760,191,191,0,0,826507264,23.4527,0.0683,3.1392,15.2991,0.0000,0.0000
1190,268.1779,98.2333,75.5065,10.4563,,false,9,0.008333,3.1759,0.0750,1.00,0.99,4.6127,22,1,40,0,53760,191,191,0,0,826507264,10.4563,0.1012,3.1759,1.1996,0.0000,0.0000
1191,268.2545,98.3083,75.0491,12.2800,,false,9,0.008333,3.8570,0.0750,1.00,1.00,4.6618,22,1,40,0,53760,191,191,0,0,826507264,12.2800,0.0896,3.8570,1.2018,0.0000,0.0000
1192,268.3336,98.3917,82.4611,8.5990,,false,10,0.008333,2.7323,0.0833,1.00,1.00,3.7896,22,1,40,0,53760,191,191,0,0,826507264,8.5990,0.0830,2.7323,0.8928,0.0000,0.0000
1193,268.4194,98.4750,83.7732,10.6511,,false,10,0.008333,3.3158,0.0833,1.00,0.99,4.2295,22,1,40,0,53760,191,191,0,0,826507264,10.6511,0.0781,3.3158,1.2163,0.0000,0.0000
1194,268.5092,98.5500,75.6129,25.0357,,false,9,0.008333,3.1082,0.0750,1.00,0.99,4.8424,22,1,40,0,53760,191,191,0,0,826511360,25.0357,0.0661,3.1082,16.0864,0.0000,0.0000
1195,268.5787,98.6333,82.9794,11.4040,,false,10,0.008333,3.2905,0.0833,1.00,1.00,4.4885,22,1,40,0,53760,191,191,0,0,826511360,11.4040,0.0621,3.2905,1.2691,0.0000,0.0000
1196,268.6705,98.7250,92.2500,10.9600,,false,11,0.008333,3.7782,0.0917,1.00,0.99,5.0718,22,1,40,0,53760,191,191,0,0,826511360,10.9600,0.0755,3.7782,1.1396,0.0000,0.0000
1197,268.7426,98.8000,73.9067,9.1790,,false,9,0.008333,3.0444,0.0750,1.00,1.00,3.9785,22,1,40,0,53760,191,191,0,0,826511360,9.1790,0.0669,3.0444,1.1098,0.0000,0.0000
1198,268.8202,98.8750,75.2567,11.4212,,false,9,0.008333,2.8679,0.0750,1.00,1.00,4.2352,22,1,40,0,53760,191,191,0,0,826511360,11.4212,0.0715,2.8679,1.1462,0.0000,0.0000
1199,268.9115,98.9500,75.0068,27.7778,,false,9,0.008333,3.2513,0.0750,1.00,1.00,4.2419,22,1,40,0,53760,191,191,0,0,826511360,27.7778,0.0644,3.2513,18.9732,0.0000,0.0000
1200,268.9688,99.0250,75.1858,9.9014,,false,9,0.008333,3.0352,0.0750,1.00,1.00,4.4277,22,1,40,0,53760,191,191,0,0,826511360,9.9014,0.0759,3.0352,1.1327,0.0000,0.0000
1201,269.0425,99.1000,74.9229,8.7208,,false,9,0.008333,2.5604,0.0750,1.00,1.00,4.3507,22,1,40,0,53760,191,191,0,0,826511360,8.7208,0.0690,2.5604,1.1074,0.0000,0.0000
1202,269.1183,99.1750,74.9328,9.5477,,false,9,0.008333,3.0837,0.0750,1.00,1.00,4.2835,22,1,40,0,53760,191,191,0,0,826511360,9.5477,0.0695,3.0837,1.2192,0.0000,0.0000
1203,269.1945,99.2500,75.1939,10.4710,,false,9,0.008333,3.3930,0.0750,1.00,1.00,4.4774,22,1,40,0,53760,191,191,0,0,826511360,10.4710,0.0724,3.3930,1.1292,0.0000,0.0000
1204,269.2846,99.3250,75.4264,25.1254,,false,9,0.008333,3.1595,0.0750,1.00,0.99,4.9039,22,1,40,0,53760,191,191,0,0,826511360,25.1254,0.0856,3.1595,16.7125,0.0000,0.0000
1205,269.3425,99.4000,74.5677,8.5091,,false,9,0.008333,2.6310,0.0750,1.00,1.00,4.4715,22,1,40,0,53760,191,191,0,0,826511360,8.5091,0.0636,2.6310,0.9666,0.0000,0.0000
1206,269.4194,99.4750,74.9852,10.3085,,false,9,0.008333,2.9374,0.0750,1.00,1.00,4.4568,22,1,40,0,53760,191,191,0,0,826511360,10.3085,0.0762,2.9374,1.2079,0.0000,0.0000
1207,269.4942,99.5500,75.0987,10.1543,,false,9,0.008333,2.9836,0.0750,1.00,1.00,4.5555,22,1,40,0,53760,191,191,0,0,826515456,10.1543,0.0931,2.9836,1.1513,0.0000,0.0000
1208,269.5788,99.6333,82.8372,11.6873,,false,10,0.008333,3.3606,0.0833,1.00,1.00,4.0594,22,1,40,0,53760,191,191,0,0,826515456,11.6873,0.0786,3.3606,1.2257,0.0000,0.0000
1209,269.6742,99.7167,83.3725,23.7976,,false,10,0.008333,3.4596,0.0833,1.00,1.00,4.0986,22,1,40,0,53760,191,191,0,0,826515456,23.7976,0.0612,3.4596,15.3524,0.0000,0.0000
1210,269.7361,99.7917,74.8231,10.8184,,false,9,0.008333,2.9664,0.0750,1.00,1.00,3.9217,22,1,40,0,53760,191,191,0,0,826515456,10.8184,0.0712,2.9664,1.1784,0.0000,0.0000
1211,269.8121,99.8667,75.5364,11.5438,,false,9,0.008333,4.0024,0.0750,1.00,0.99,4.4580,22,1,40,0,53760,191,191,0,0,826515456,11.5438,0.0748,4.0024,1.2142,0.0000,0.0000
1212,269.8951,99.9500,83.3637,11.1544,,false,10,0.008333,3.8203,0.0833,1.00,1.00,4.4884,22,1,40,0,53760,191,191,0,0,826515456,11.1544,0.0775,3.8203,1.3151,0.0000,0.0000
1213,269.9688,100.0250,74.6532,10.1486,,false,9,0.008333,2.9018,0.0750,1.00,1.00,4.1416,22,1,40,0,53760,191,191,0,0,826515456,10.1486,0.0741,2.9018,1.1226,0.0000,0.0000
1214,270.0547,100.1000,75.1650,20.8019,,false,9,0.008333,2.5184,0.0750,1.00,1.00,4.3066,22,1,40,0,53760,191,191,0,0,826515456,20.8019,0.0638,2.5184,12.4153,0.0000,0.0000
1215,270.1212,100.1750,77.6236,9.8981,,false,9,0.008333,3.0982,0.0750,1.00,0.97,6.9303,22,1,40,0,53760,191,191,0,0,826515456,9.8981,0.0907,3.0982,1.3089,0.0000,0.0000
1216,270.1953,100.2500,73.8495,9.9908,,false,9,0.008333,3.1717,0.0750,1.00,1.00,5.7797,22,1,40,0,53760,191,191,0,0,826515456,9.9908,0.0785,3.1717,1.1917,0.0000,0.0000
1217,270.2703,100.3250,74.3825,10.6968,,false,9,0.008333,2.8571,0.0750,1.00,1.00,5.1622,22,1,40,0,53760,191,191,0,0,826515456,10.6968,0.0949,2.8571,1.5561,0.0000,0.0000
1218,270.3434,100.4000,74.9624,8.7192,,false,9,0.008333,2.6111,0.0750,1.00,1.00,5.1246,22,1,40,0,53760,191,191,0,0,826515456,8.7192,0.0691,2.6111,0.9304,0.0000,0.0000
1219,270.4344,100.4750,76.0251,23.7675,,false,9,0.008333,2.9948,0.0750,1.00,0.99,6.1497,22,1,40,0,53760,191,191,0,0,826515456,23.7675,0.0617,2.9948,15.4153,0.0000,0.0000
1220,270.5039,100.5583,83.0186,10.2385,,false,10,0.008333,3.3755,0.0833,1.00,1.00,5.8350,22,1,40,0,53760,191,191,0,0,826515456,10.2385,0.0784,3.3755,1.1603,0.0000,0.0000
1221,270.5781,100.6333,74.2017,10.4000,,false,9,0.008333,3.2894,0.0750,1.00,1.00,5.0367,22,1,40,0,53760,191,191,0,0,826519552,10.4000,0.1278,3.2894,1.1509,0.0000,0.0000
1222,270.6605,100.7167,83.9552,8.5326,,false,10,0.008333,2.7601,0.0833,1.00,0.99,5.6585,22,1,40,0,53760,191,191,0,0,826519552,8.5326,0.0963,2.7601,0.9103,0.0000,0.0000
1223,270.7435,100.8000,82.6262,9.2075,,false,10,0.008333,3.1814,0.0833,1.00,1.00,4.9514,22,1,40,0,53760,191,191,0,0,826519552,9.2075,0.0905,3.1814,1.1791,0.0000,0.0000
1224,270.8359,100.8750,75.4549,26.0060,,false,9,0.008333,3.6140,0.0750,1.00,0.99,5.4063,22,1,40,0,53760,191,191,0,0,826519552,26.0060,0.0701,3.6140,16.7245,0.0000,0.0000
1225,270.8965,100.9500,74.7175,11.8892,,false,9,0.008333,3.5836,0.0750,1.00,1.00,5.1238,22,1,40,0,53760,191,191,0,0,826519552,11.8892,0.1160,3.5836,1.2237,0.0000,0.0000
1226,270.9682,101.0250,75.9648,7.4917,,false,9,0.008333,2.0201,0.0750,1.00,0.99,6.0886,22,1,40,0,53760,191,191,0,0,826519552,7.4917,0.0742,2.0201,0.8734,0.0000,0.0000
1227,271.0518,101.1083,83.7436,7.5896,,false,10,0.008333,2.4273,0.0833,1.00,1.00,6.4988,22,1,40,0,53760,191,191,0,0,826519552,7.5896,0.0604,2.4273,0.8354,0.0000,0.0000
1228,271.1279,101.1833,72.9379,10.7161,,false,9,0.008333,3.9748,0.0750,1.00,1.00,4.4368,22,1,40,0,53760,191,191,0,0,826519552,10.7161,0.0848,3.9748,1.1568,0.0000,0.0000
1229,271.2168,101.2583,74.6952,24.8844,,false,9,0.008333,3.8824,0.0750,1.00,1.00,4.1320,22,1,40,0,53760,191,191,0,0,826519552,24.8844,0.0653,3.8824,15.4774,0.0000,0.0000
