frame,wall_s,sim_time_s,frame_ms,cpu_ms,gpu_ms,gpu_available,steps,fixed_dt_s,sim_cpu_ms,sim_advanced_s,requested_warp,effective_warp,backlog_ms,bodies,vehicles,patches_visible,patches_generated,triangles,cache_hits,cache_misses,streaming_queued,assets_pending,rss_bytes,scope:frame.cpu_ms,scope:render.atmosphere_ms,scope:sim.total_ms,scope:world.streaming_ms,scope:world.terrain_materials_ms,scope:world.terrain_meshing_ms
978,251.5152,81.5750,82.9198,6.4547,,false,10,0.008333,2.0286,0.0833,1.00,1.00,3.3602,22,1,40,0,53760,191,191,0,0,824860672,6.4547,0.0585,2.0286,0.7406,0.0000,0.0000
979,251.6041,81.6500,75.0616,20.0421,,false,9,0.008333,2.9249,0.0750,1.00,1.00,3.4218,22,1,40,0,53760,191,191,0,0,824860672,20.0421,0.0656,2.9249,12.0854,0.0000,0.0000
980,251.6853,81.7417,91.7237,10.8461,,false,11,0.008333,3.5193,0.0917,1.00,1.00,3.4788,22,1,40,0,53760,191,191,0,0,824860672,10.8461,0.0663,3.5193,1.0970,0.0000,0.0000
981,251.7596,81.8167,74.8487,9.9722,,false,9,0.008333,3.3107,0.0750,1.00,1.00,3.3274,22,1,40,0,53760,191,191,0,0,824860672,9.9722,0.0860,3.3107,1.2147,0.0000,0.0000
982,251.8346,81.8917,75.0414,10.2013,,false,9,0.008333,3.5591,0.0750,1.00,1.00,3.3688,22,1,40,0,53760,191,191,0,0,824860672,10.2013,0.0719,3.5591,1.0017,0.0000,0.0000
983,251.9097,81.9667,75.2551,9.9245,,false,9,0.008333,3.1043,0.0750,1.00,1.00,3.6239,22,1,40,0,53760,191,191,0,0,824860672,9.9245,0.0853,3.1043,1.2271,0.0000,0.0000
984,252.0039,82.0500,84.3344,19.9999,,false,10,0.008333,1.9204,0.0833,1.00,0.99,4.6250,22,1,40,0,53760,191,191,0,0,824864768,19.9999,0.0662,1.9204,13.1002,0.0000,0.0000
985,252.0681,82.1250,74.2149,9.7313,,false,9,0.008333,3.3376,0.0750,1.00,1.00,3.8399,22,1,40,0,53760,191,191,0,0,824864768,9.7313,0.0656,3.3376,1.2199,0.0000,0.0000
986,252.1430,82.2000,74.6977,9.7157,,false,9,0.008333,3.0189,0.0750,1.00,1.00,3.5377,22,1,40,0,53760,191,191,0,0,824864768,9.7157,0.0682,3.0189,1.3205,0.0000,0.0000
987,252.2158,82.2750,74.7279,8.0293,,false,9,0.008333,2.3655,0.0750,1.00,1.00,3.2656,22,1,40,0,53760,191,191,0,0,824864768,8.0293,0.0850,2.3655,0.9393,0.0000,0.0000
988,252.2943,82.3500,75.5523,11.1594,,false,9,0.008333,3.0772,0.0750,1.00,0.99,3.8179,22,1,40,0,53760,191,191,0,0,824864768,11.1594,0.0790,3.0772,1.5076,0.0000,0.0000
989,252.3905,82.4333,83.4829,23.7083,,false,10,0.008333,3.4533,0.0833,1.00,1.00,3.9675,22,1,40,0,53760,191,191,0,0,824864768,23.7083,0.0597,3.4533,15.2149,0.0000,0.0000
990,252.4507,82.5083,74.9241,9.0154,,false,9,0.008333,2.6334,0.0750,1.00,1.00,3.8916,22,1,40,0,53760,191,191,0,0,824864768,9.0154,0.0695,2.6334,1.0894,0.0000,0.0000
991,252.5222,82.5833,73.9428,6.5416,,false,9,0.008333,1.7058,0.0750,1.00,1.00,2.8344,22,1,40,0,53760,191,191,0,0,824864768,6.5416,0.0556,1.7058,0.7658,0.0000,0.0000
992,252.6044,82.6583,76.3861,11.8880,,false,9,0.008333,4.0555,0.0750,1.00,0.98,4.2205,22,1,40,0,53760,191,191,0,0,824864768,11.8880,0.0949,4.0555,1.1871,0.0000,0.0000
993,252.6934,82.7500,91.0672,10.2666,,false,11,0.008333,3.5173,0.0917,1.00,1.00,3.6210,22,1,40,0,53760,191,191,0,0,824864768,10.2666,0.0703,3.5173,1.2305,0.0000,0.0000
994,252.7823,82.8250,75.3438,23.5912,,false,9,0.008333,2.9648,0.0750,1.00,1.00,3.9648,22,1,40,0,53760,191,191,0,0,824864768,23.5912,0.0661,2.9648,15.3315,0.0000,0.0000
995,252.8434,82.9000,74.5639,10.4164,,false,9,0.008333,3.2584,0.0750,1.00,1.00,3.5287,22,1,40,0,53760,191,191,0,0,824864768,10.4164,0.0904,3.2584,1.1416,0.0000,0.0000
996,252.9248,82.9833,83.1712,8.5497,,false,10,0.008333,2.6772,0.0833,1.00,1.00,3.3666,22,1,40,0,53760,191,191,0,0,824864768,8.5497,0.0608,2.6772,0.9803,0.0000,0.0000
997,253.0017,83.0583,75.1039,10.2542,,false,9,0.008333,3.0416,0.0750,1.00,1.00,3.4705,22,1,40,0,53760,191,191,0,0,824930304,10.2542,0.0710,3.0416,1.1896,0.0000,0.0000
998,253.0753,83.1333,75.1542,8.5073,,false,9,0.008333,2.5741,0.0750,1.00,1.00,3.6247,22,1,40,0,53760,191,191,0,0,824930304,8.5073,0.0780,2.5741,0.9423,0.0000,0.0000
999,253.1749,83.2167,83.8352,24.5878,,false,10,0.008333,3.4748,0.0833,1.00,0.99,4.1266,22,1,40,0,53760,191,191,0,0,824930304,24.5878,0.0710,3.4748,15.2701,0.0000,0.0000
1000,253.2330,83.2917,74.1475,8.6179,,false,9,0.008333,2.7642,0.0750,1.00,1.00,3.2741,22,1,40,0,53760,191,191,0,0,824930304,8.6179,0.0679,2.7642,0.9681,0.0000,0.0000
1001,253.3102,83.3667,75.3522,10.2769,,false,9,0.008333,2.9745,0.0750,1.00,1.00,3.6263,22,1,40,0,53760,191,191,0,0,824930304,10.2769,0.0694,2.9745,1.1074,0.0000,0.0000
1002,253.3853,83.4417,75.5300,9.9991,,false,9,0.008333,3.0972,0.0750,1.00,0.99,4.1563,22,1,40,0,53760,191,191,0,0,824930304,9.9991,0.0800,3.0972,1.2034,0.0000,0.0000
1003,253.4605,83.5167,74.6601,10.3743,,false,9,0.008333,3.0854,0.0750,1.00,1.00,3.8164,22,1,40,0,53760,191,191,0,0,824930304,10.3743,0.0721,3.0854,1.1406,0.0000,0.0000
1004,253.5482,83.6000,82.9850,15.4885,,false,10,0.008333,2.0797,0.0833,1.00,1.00,3.4681,22,1,40,0,53760,191,191,0,0,824930304,15.4885,0.0449,2.0797,9.2791,0.0000,0.0000
1005,253.6167,83.6750,74.9956,8.9381,,false,9,0.008333,2.6440,0.0750,1.00,1.00,3.4637,22,1,40,0,53760,191,191,0,0,824930304,8.9381,0.0690,2.6440,1.1554,0.0000,0.0000
1006,253.7031,83.7583,83.8632,11.2814,,false,10,0.008333,3.6048,0.0833,1.00,0.99,3.9935,22,1,40,0,53760,191,191,0,0,824930304,11.2814,0.0721,3.6048,1.1080,0.0000,0.0000
1007,253.7870,83.8417,83.2130,11.9430,,false,10,0.008333,3.4535,0.0833,1.00,1.00,3.8731,22,1,40,0,53760,191,191,0,0,824930304,11.9430,0.1023,3.4535,1.3693,0.0000,0.0000
1008,253.8600,83.9167,74.7061,10.2501,,false,9,0.008333,3.0370,0.0750,1.00,1.00,3.5792,22,1,40,0,53760,191,191,0,0,824930304,10.2501,0.0938,3.0370,1.5177,0.0000,0.0000
1009,253.9462,83.9917,74.8863,21.4009,,false,9,0.008333,2.8584,0.0750,1.00,1.00,3.4655,22,1,40,0,53760,191,191,0,0,824930304,21.4009,0.0642,2.8584,13.1865,0.0000,0.0000
1010,254.0182,84.0750,83.4944,9.9505,,false,10,0.008333,3.4023,0.0833,1.00,1.00,3.6266,22,1,40,0,53760,191,191,0,0,824930304,9.9505,0.0882,3.4023,1.1594,0.0000,0.0000
1011,254.0980,84.1500,78.1404,11.7020,,false,9,0.008333,4.1765,0.0750,1.00,0.96,6.7670,22,1,40,0,53760,191,191,0,0,824934400,11.7020,0.0737,4.1765,1.1456,0.0000,0.0000
1012,254.1671,84.2250,72.7056,8.0972,,false,9,0.008333,2.3884,0.0750,1.00,1.00,4.4726,22,1,40,0,53760,191,191,0,0,824934400,8.0972,0.0687,2.3884,0.9334,0.0000,0.0000
1013,254.2521,84.3083,83.1465,10.0388,,false,10,0.008333,3.3714,0.0833,1.00,1.00,4.2857,22,1,40,0,53760,191,191,0,0,824934400,10.0388,0.0709,3.3714,1.1982,0.0000,0.0000
1014,254.3422,84.3833,75.2598,24.6969,,false,9,0.008333,2.9385,0.0750,1.00,1.00,4.5455,22,1,40,0,53760,191,191,0,0,824934400,24.6969,0.0639,2.9385,16.7618,0.0000,0.0000
1015,254.4033,84.4583,75.9247,9.9675,,false,9,0.008333,2.9087,0.0750,1.00,0.99,5.4702,22,1,40,0,53760,191,191,0,0,824934400,9.9675,0.0754,2.9087,1.2334,0.0000,0.0000
1016,254.4801,84.5333,76.9272,9.8886,,false,9,0.008333,2.9750,0.0750,1.00,0.97,7.3974,22,1,40,0,53760,191,191,0,0,824934400,9.8886,0.0742,2.9750,1.2095,0.0000,0.0000
1017,254.5611,84.6167,80.3931,10.5155,,false,10,0.008333,3.4934,0.0833,1.00,1.00,4.4572,22,1,40,0,53760,191,191,0,0,824934400,10.5155,0.0916,3.4934,1.1758,0.0000,0.0000
1018,254.6437,84.7000,82.4183,10.4560,,false,10,0.008333,3.3661,0.0833,1.00,1.00,3.5421,22,1,40,0,53760,191,191,0,0,824934400,10.4560,0.0765,3.3661,1.2781,0.0000,0.0000
1019,254.7371,84.7833,84.5545,19.5776,,false,10,0.008333,2.8693,0.0833,1.00,0.99,4.7633,22,1,40,0,53760,191,191,0,0,824934400,19.5776,0.0526,2.8693,12.1300,0.0000,0.0000
1020,254.7995,84.8583,74.8851,7.2356,,false,9,0.008333,2.0522,0.0750,1.00,1.00,4.6483,22,1,40,0,53760,191,191,0,0,824934400,7.2356,0.0654,2.0522,0.7904,0.0000,0.0000
1021,254.8781,84.9333,75.7494,9.8679,,false,9,0.008333,3.1553,0.0750,1.00,0.99,5.3978,22,1,40,0,53760,191,191,0,0,824934400,9.8679,0.0771,3.1553,1.1931,0.0000,0.0000
1022,254.9631,85.0167,82.7456,12.1917,,false,10,0.008333,3.2230,0.0833,1.00,1.00,4.8100,22,1,40,0,53760,191,191,0,0,824934400,12.1917,0.0751,3.2230,1.4433,0.0000,0.0000
1023,255.0376,85.0917,74.7923,11.6662,,false,9,0.008333,3.6621,0.0750,1.00,1.00,4.6024,22,1,40,0,53760,191,191,0,0,824934400,11.6662,0.0885,3.6621,1.3325,0.0000,0.0000
1024,255.1277,85.1667,77.2119,24.8098,,false,9,0.008333,4.0331,0.0750,1.00,0.97,6.8142,22,1,40,0,53760,191,191,0,0,824938496,24.8098,0.0642,4.0331,15.2647,0.0000,0.0000
1025,255.1846,85.2417,72.2202,9.5666,,false,9,0.008333,3.0285,0.0750,1.00,1.00,4.0345,22,1,40,0,53760,191,191,0,0,824938496,9.5666,0.0867,3.0285,1.1865,0.0000,0.0000
1026,255.2662,85.3250,82.9281,8.1259,,false,10,0.008333,2.7036,0.0833,1.00,1.00,3.6293,22,1,40,0,53760,191,191,0,0,824938496,8.1259,0.0605,2.7036,0.8064,0.0000,0.0000
1027,255.3437,85.4000,74.9848,10.4763,,false,9,0.008333,3.2501,0.0750,1.00,1.00,3.6141,22,1,40,0,53760,191,191,0,0,824938496,10.4763,0.0697,3.2501,1.1736,0.0000,0.0000
1028,255.4186,85.4750,75.3279,10.0067,,false,9,0.008333,2.8858,0.0750,1.00,1.00,3.9420,22,1,40,0,53760,191,191,0,0,824938496,10.0067,0.0755,2.8858,1.5285,0.0000,0.0000
1029,255.5070,85.5500,74.8942,23.9268,,false,9,0.008333,2.9126,0.0750,1.00,1.00,3.8361,22,1,40,0,53760,191,191,0,0,824938496,23.9268,0.0731,2.9126,15.5587,0.0000,0.0000
1030,255.5750,85.6333,83.0447,8.8672,,false,10,0.008333,2.4596,0.0833,1.00,1.00,3.5475,22,1,40,0,53760,191,191,0,0,824938496,8.8672,0.1085,2.4596,0.9262,0.0000,0.0000
1031,255.6594,85.7167,83.4863,9.4288,,false,10,0.008333,2.8510,0.0833,1.00,1.00,3.7005,22,1,40,0,53760,191,191,0,0,824938496,9.4288,0.0622,2.8510,1.1671,0.0000,0.0000
1032,255.7345,85.7917,75.0406,9.9275,,false,9,0.008333,3.3270,0.0750,1.00,1.00,3.7411,22,1,40,0,53760,191,191,0,0,824938496,9.9275,0.0716,3.3270,1.1401,0.0000,0.0000
1033,255.8188,85.8750,83.3405,10.6255,,false,10,0.008333,3.8257,0.0833,1.00,1.00,3.7483,22,1,40,0,53760,191,191,0,0,824938496,10.6255,0.0731,3.8257,1.1155,0.0000,0.0000
1034,255.9079,85.9500,75.1085,24.4040,,false,9,0.008333,3.1759,0.0750,1.00,1.00,3.8567,22,1,40,0,53760,191,191,0,0,824987648,24.4040,0.0688,3.1759,15.6287,0.0000,0.0000
1035,255.9666,86.0250,74.5612,8.7047,,false,9,0.008333,2.6222,0.0750,1.00,1.00,3.4179,22,1,40,0,53760,191,191,0,0,824987648,8.7047,0.0696,2.6222,1.0287,0.0000,0.0000
1036,256.0427,86.1000,74.8864,9.7519,,false,9,0.008333,3.0353,0.0750,1.00,1.00,3.3043,22,1,40,0,53760,191,191,0,0,824987648,9.7519,0.0773,3.0353,1.2698,0.0000,0.0000
1037,256.1185,86.1750,75.7129,10.1555,,false,9,0.008333,3.2173,0.0750,1.00,0.99,4.0172,22,1,40,0,53760,191,191,0,0,824991744,10.1555,0.0787,3.2173,1.3017,0.0000,0.0000
1038,256.2018,86.2583,83.0030,10.3444,,false,10,0.008333,3.8115,0.0833,1.00,1.00,3.6869,22,1,40,0,53760,191,191,0,0,824991744,10.3444,0.0691,3.8115,1.1175,0.0000,0.0000
1039,256.2912,86.3333,75.1014,24.1046,,false,9,0.008333,2.9528,0.0750,1.00,1.00,3.7883,22,1,40,0,53760,191,191,0,0,824991744,24.1046,0.0696,2.9528,15.4840,0.0000,0.0000
1040,256.3512,86.4083,75.0466,9.6135,,false,9,0.008333,3.1421,0.0750,1.00,1.00,3.8349,22,1,40,0,53760,191,191,0,0,824991744,9.6135,0.0667,3.1421,1.1777,0.0000,0.0000
1041,256.4267,86.4833,74.8354,10.1599,,false,9,0.008333,3.0950,0.0750,1.00,1.00,3.6703,22,1,40,0,53760,191,191,0,0,824991744,10.1599,0.1005,3.0950,1.3376,0.0000,0.0000
1042,256.5104,86.5667,83.2499,10.6738,,false,10,0.008333,4.1058,0.0833,1.00,1.00,3.5869,22,1,40,0,53760,191,191,0,0,824991744,10.6738,0.0711,4.1058,1.1743,0.0000,0.0000
1043,256.5859,86.6417,75.1650,10.9643,,false,9,0.008333,3.3531,0.0750,1.00,1.00,3.7519,22,1,40,0,53760,191,191,0,0,824991744,10.9643,0.1330,3.3531,1.2032,0.0000,0.0000
1044,256.6903,86.7333,91.3924,24.0760,,false,11,0.008333,3.5037,0.0917,1.00,1.00,3.4776,22,1,40,0,53760,191,191,0,0,824991744,24.0760,0.0623,3.5037,15.5655,0.0000,0.0000
1045,256.7516,86.8083,74.9436,10.4195,,false,9,0.008333,3.1046,0.0750,1.00,1.00,3.4212,22,1,40,0,53760,191,191,0,0,824991744,10.4195,0.0936,3.1046,1.6457,0.0000,0.0000
1046,256.8266,86.8833,75.3370,10.0198,,false,9,0.008333,2.8832,0.0750,1.00,1.00,3.7582,22,1,40,0,53760,191,191,0,0,824991744,10.0198,0.0803,2.8832,1.1734,0.0000,0.0000
1047,256.9032,86.9583,75.0664,11.5135,,false,9,0.008333,4.0385,0.0750,1.00,1.00,3.8246,22,1,40,0,53760,191,191,0,0,824991744,11.5135,0.0752,4.0385,1.1576,0.0000,0.0000
1048,256.9849,87.0417,83.0299,10.2963,,false,10,0.008333,3.2758,0.0833,1.00,1.00,3.5212,22,1,40,0,53760,191,191,0,0,824991744,10.2963,0.0826,3.2758,1.2141,0.0000,0.0000
1049,257.0738,87.1167,74.9073,24.2040,,false,9,0.008333,3.6571,0.0750,1.00,1.00,3.4285,22,1,40,0,53760,191,191,0,0,824991744,24.2040,0.0648,3.6571,15.3010,0.0000,0.0000
1050,257.1351,87.1917,75.3739,10.0245,,false,9,0.008333,3.0696,0.0750,1.00,1.00,3.8023,22,1,40,0,53760,191,191,0,0,824995840,10.0245,0.0757,3.0696,1.2079,0.0000,0.0000
1051,257.2109,87.2667,75.2666,10.7433,,false,9,0.008333,3.0483,0.0750,1.00,1.00,4.0689,22,1,40,0,53760,191,191,0,0,824995840,10.7433,0.0769,3.0483,1.1763,0.0000,0.0000
1052,257.2922,87.3500,83.0438,8.9470,,false,10,0.008333,2.8223,0.0833,1.00,1.00,3.7794,22,1,40,0,53760,191,191,0,0,824995840,8.9470,0.0578,2.8223,1.0224,0.0000,0.0000
1053,257.3679,87.4250,75.0425,9.5211,,false,9,0.008333,2.9417,0.0750,1.00,1.00,3.8219,22,1,40,0,53760,191,191,0,0,824995840,9.5211,0.0717,2.9417,1.2149,0.0000,0.0000
1054,257.4580,87.5000,75.2935,24.3462,,false,9,0.008333,3.1456,0.0750,1.00,1.00,4.1154,22,1,40,0,53760,191,191,0,0,824995840,24.3462,0.0689,3.1456,15.6278,0.0000,0.0000
1055,257.5187,87.5750,74.9783,10.1639,,false,9,0.008333,2.8484,0.0750,1.00,1.00,4.0937,22,1,40,0,53760,191,191,0,0,824995840,10.1639,0.0742,2.8484,1.1612,0.0000,0.0000
1056,257.5999,87.6583,82.9588,8.5958,,false,10,0.008333,2.5840,0.0833,1.00,1.00,3.7192,22,1,40,0,53760,191,191,0,0,824995840,8.5958,0.1313,2.5840,0.8949,0.0000,0.0000
1057,257.6839,87.7417,83.0031,9.3088,,false,10,0.008333,2.7420,0.0833,1.00,1.00,3.3890,22,1,40,0,53760,191,191,0,0,824995840,9.3088,0.0811,2.7420,1.3737,0.0000,0.0000
1058,257.7612,87.8167,75.5996,11.0519,,false,9,0.008333,3.0193,0.0750,1.00,0.99,3.9886,22,1,40,0,53760,191,191,0,0,824995840,11.0519,0.1039,3.0193,1.4747,0.0000,0.0000
1059,257.8582,87.9000,83.1436,24.7912,,false,10,0.008333,3.4345,0.0833,1.00,1.00,3.7989,22,1,40,0,53760,191,191,0,0,824995840,24.7912,0.0634,3.4345,15.4372,0.0000,0.0000
1060,257.9180,87.9750,74.8604,9.9264,,false,9,0.008333,3.0629,0.0750,1.00,1.00,3.6593,22,1,40,0,53760,191,191,0,0,824995840,9.9264,0.0898,3.0629,1.2036,0.0000,0.0000
1061,257.9914,88.0500,75.0528,8.0607,,false,9,0.008333,2.2012,0.0750,1.00,1.00,3.7121,22,1,40,0,53760,191,191,0,0,824995840,8.0607,0.0639,2.2012,0.8714,0.0000,0.0000
1062,258.0713,88.1250,77.4724,10.5943,,false,9,0.008333,2.9521,0.0750,1.00,0.97,6.1845,22,1,40,0,53760,191,191,0,0,824995840,10.5943,0.1046,2.9521,1.6044,0.0000,0.0000
1063,258.1534,88.2083,82.3973,10.3526,,false,10,0.008333,3.2778,0.0833,1.00,1.00,5.2485,22,1,40,0,53760,191,191,0,0,824999936,10.3526,0.0831,3.2778,1.1838,0.0000,0.0000
1064,258.2413,88.2833,74.4380,23.8725,,false,9,0.008333,3.0867,0.0750,1.00,1.00,4.6864,22,1,40,0,53760,191,191,0,0,824999936,23.8725,0.0666,3.0867,15.5835,0.0000,0.0000
1065,258.2995,88.3583,74.9776,7.1671,,false,9,0.008333,2.2471,0.0750,1.00,1.00,4.6640,22,1,40,0,53760,191,191,0,0,824999936,7.1671,0.0815,2.2471,0.8167,0.0000,0.0000
1066,258.3775,88.4333,75.3570,9.5712,,false,9,0.008333,2.9392,0.0750,1.00,1.00,5.0210,22,1,40,0,53760,191,191,0,0,824999936,9.5712,0.0719,2.9392,1.1805,0.0000,0.0000
1067,258.4540,88.5083,75.2759,10.6319,,false,9,0.008333,3.1796,0.0750,1.00,1.00,5.2969,22,1,40,0,53760,191,191,0,0,824999936,10.6319,0.0812,3.1796,1.2053,0.0000,0.0000
1068,258.5377,88.5917,83.2441,11.2415,,false,10,0.008333,4.1397,0.0833,1.00,1.00,5.2076,22,1,40,0,53760,191,191,0,0,824999936,11.2415,0.0758,4.1397,1.1256,0.0000,0.0000
1069,258.6206,88.6667,74.1310,20.2900,,false,9,0.008333,2.1251,0.0750,1.00,1.00,4.3386,22,1,40,0,53760,191,191,0,0,824999936,20.2900,0.0924,2.1251,12.6332,0.0000,0.0000
1070,258.6936,88.7500,83.7580,9.3094,,false,10,0.008333,3.1820,0.0833,1.00,0.99,4.7633,22,1,40,0,53760,191,191,0,0,824999936,9.3094,0.0703,3.1820,1.0592,0.0000,0.0000
1071,258.7791,88.8333,83.3359,11.5457,,false,10,0.008333,3.2315,0.0833,1.00,1.00,4.7658,22,1,40,0,53760,191,191,0,0,824999936,11.5457,0.1046,3.2315,1.3636,0.0000,0.0000
1072,258.8536,88.9083,75.3846,10.5125,,false,9,0.008333,2.9769,0.0750,1.00,0.99,5.1505,22,1,40,0,53760,191,191,0,0,824999936,10.5125,0.1001,2.9769,1.3022,0.0000,0.0000
1073,258.9282,88.9833,74.7294,10.3936,,false,9,0.008333,3.0313,0.0750,1.00,1.00,4.8799,22,1,40,0,53760,191,191,0,0,824999936,10.3936,0.0753,3.0313,1.2043,0.0000,0.0000
1074,259.0123,89.0583,75.1220,19.5175,,false,9,0.008333,2.4547,0.0750,1.00,1.00,5.0019,22,1,40,0,53760,191,191,0,0,824999936,19.5175,0.0600,2.4547,12.1010,0.0000,0.0000
1075,259.0836,89.1417,84.2347,6.7508,,false,10,0.008333,2.1064,0.0833,1.00,0.99,5.9032,22,1,40,0,53760,191,191,0,0,824999936,6.7508,0.0515,2.1064,0.6859,0.0000,0.0000
1076,259.1597,89.2167,72.9893,9.4665,,false,9,0.008333,2.8156,0.0750,1.00,1.00,3.8926,22,1,40,0,53760,191,191,0,0,825004032,9.4665,0.0788,2.8156,1.1778,0.0000,0.0000
1077,259.2354,89.2917,74.7599,10.5517,,false,9,0.008333,3.2712,0.0750,1.00,1.00,3.6525,22,1,40,0,53760,191,191,0,0,825004032,10.5517,0.1050,3.2712,1.2338,0.0000,0.0000
1078,259.3097,89.3667,75.3586,9.5044,,false,9,0.008333,2.9439,0.0750,1.00,1.00,4.0111,22,1,40,0,53760,191,191,0,0,825004032,9.5044,0.0768,2.9439,1.1461,0.0000,0.0000
1079,259.4082,89.4500,83.1307,24.9627,,false,10,0.008333,4.1876,0.0833,1.00,1.00,3.8085,22,1,40,0,53760,191,191,0,0,825004032,24.9627,0.0659,4.1876,15.3602,0.0000,0.0000
1080,259.4696,89.5250,75.3492,10.9364,,false,9,0.008333,3.4224,0.0750,1.00,1.00,4.1577,22,1,40,0,53760,191,191,0,0,825004032,10.9364,0.0985,3.4224,1.2155,0.0000,0.0000
1081,259.5438,89.6000,75.1080,9.9112,,false,9,0.008333,2.8098,0.0750,1.00,1.00,4.2657,22,1,40,0,53760,191,191,0,0,825004032,9.9112,0.0693,2.8098,1.1513,0.0000,0.0000
1082,259.6195,89.6750,75.1949,10.5632,,false,9,0.008333,3.7598,0.0750,1.00,1.00,4.4605,22,1,40,0,53760,191,191,0,0,825004032,10.5632,0.1058,3.7598,1.1955,0.0000,0.0000
1083,259.7104,89.7667,91.0249,10.4499,,false,11,0.008333,3.5124,0.0917,1.00,1.00,3.8188,22,1,40,0,53760,191,191,0,0,825004032,10.4499,0.0648,3.5124,1.2077,0.0000,0.0000
1084,259.7981,89.8417,74.9050,23.2526,,false,9,0.008333,2.9998,0.0750,1.00,1.00,3.7237,22,1,40,0,53760,191,191,0,0,825004032,23.2526,0.0617,2.9998,15.3804,0.0000,0.0000
1085,259.8605,89.9167,75.0958,10.3609,,false,9,0.008333,3.1561,0.0750,1.00,1.00,3.8195,22,1,40,0,53760,191,191,0,0,825004032,10.3609,0.0842,3.1561,1.2328,0.0000,0.0000
1086,259.9342,89.9917,74.8470,9.5608,,false,9,0.008333,2.8068,0.0750,1.00,1.00,3.6665,22,1,40,0,53760,191,191,0,0,825004032,9.5608,0.0779,2.8068,1.2380,0.0000,0.0000
1087,260.0167,90.0750,83.3285,8.6853,,false,10,0.008333,3.1083,0.0833,1.00,1.00,3.6616,22,1,40,0,53760,191,191,0,0,825004032,8.6853,0.0602,3.1083,0.8609,0.0000,0.0000
1088,260.0911,90.1500,74.7342,8.2593,,false,9,0.008333,2.5855,0.0750,1.00,1.00,3.3958,22,1,40,0,53760,191,191,0,0,825004032,8.2593,0.0608,2.5855,0.8675,0.0000,0.0000
1089,260.1747,90.2250,75.0362,16.9965,,false,9,0.008333,1.5203,0.0750,1.00,1.00,3.4320,22,1,40,0,53760,191,191,0,0,825008128,16.9965,0.0817,1.5203,10.0111,0.0000,0.0000
1090,260.2440,90.3000,75.5148,10.4743,,false,9,0.008333,3.2821,0.0750,1.00,0.99,3.9467,22,1,40,0,53760,191,191,0,0,825008128,10.4743,0.0733,3.2821,1.1954,0.0000,0.0000
1091,260.3189,90.3750,75.1426,10.2382,,false,9,0.008333,2.9976,0.0750,1.00,1.00,4.0893,22,1,40,0,53760,191,191,0,0,825008128,10.2382,0.0771,2.9976,1.2190,0.0000,0.0000
1092,260.4023,90.4583,83.1344,10.4777,,false,10,0.008333,3.6523,0.0833,1.00,1.00,3.8904,22,1,40,0,53760,191,191,0,0,825008128,10.4777,0.0744,3.6523,1.1426,0.0000,0.0000
1093,260.4780,90.5333,71.3176,14.7934,,false,9,0.008333,4.5933,0.0750,1.00,1.00,0.2079,22,1,40,0,53760,191,191,0,0,825008128,14.7934,0.1132,4.5933,1.2563,0.0000,0.0000
1094,260.5663,90.6083,78.8443,24.4660,,false,9,0.008333,2.9978,0.0750,1.00,0.95,4.0522,22,1,40,0,53760,191,191,0,0,825008128,24.4660,0.0810,2.9978,15.5036,0.0000,0.0000
1095,260.6363,90.6917,83.5978,10.9122,,false,10,0.008333,3.4946,0.0833,1.00,1.00,4.3167,22,1,40,0,53760,191,191,0,0,825008128,10.9122,0.0751,3.4946,1.1415,0.0000,0.0000
1096,260.7181,90.7750,82.9112,9.6645,,false,10,0.008333,3.1936,0.0833,1.00,1.00,3.8946,22,1,40,0,53760,191,191,0,0,825008128,9.6645,0.0705,3.1936,1.1355,0.0000,0.0000
1097,260.7930,90.8500,74.9054,9.8745,,false,9,0.008333,3.0085,0.0750,1.00,1.00,3.8000,22,1,40,0,53760,191,191,0,0,825008128,9.8745,0.0789,3.0085,1.2469,0.0000,0.0000
1098,260.8685,90.9250,74.8663,10.3599,,false,9,0.008333,3.4811,0.0750,1.00,1.00,3.6663,22,1,40,0,53760,191,191,0,0,825008128,10.3599,0.0749,3.4811,1.2345,0.0000,0.0000
1099,260.9595,91.0000,75.2267,25.9439,,false,9,0.008333,3.1396,0.0750,1.00,1.00,3.8930,22,1,40,0,53760,191,191,0,0,825008128,25.9439,0.0641,3.1396,16.8886,0.0000,0.0000
1100,261.0190,91.0750,75.2773,10.3487,,false,9,0.008333,3.1557,0.0750,1.00,1.00,4.1703,22,1,40,0,53760,191,191,0,0,825008128,10.3487,0.0843,3.1557,1.1635,0.0000,0.0000
1101,261.1021,91.1583,82.8837,10.5740,,false,10,0.008333,3.3579,0.0833,1.00,1.00,3.7206,22,1,40,0,53760,191,191,0,0,825008128,10.5740,0.0741,3.3579,1.3140,0.0000,0.0000
1102,261.1790,91.2333,75.2292,12.2384,,false,9,0.008333,3.9068,0.0750,1.00,1.00,3.9498,22,1,40,0,53760,191,191,0,0,825012224,12.2384,0.0832,3.9068,1.3567,0.0000,0.0000
1103,261.2611,91.3167,83.2668,11.0554,,false,10,0.008333,3.7551,0.0833,1.00,1.00,3.8833,22,1,40,0,53760,191,191,0,0,825012224,11.0554,0.0669,3.7551,1.1497,0.0000,0.0000
