frame,wall_s,sim_time_s,frame_ms,cpu_ms,gpu_ms,gpu_available,steps,fixed_dt_s,sim_cpu_ms,sim_advanced_s,requested_warp,effective_warp,backlog_ms,bodies,vehicles,patches_visible,patches_wanted,jobs_in_flight,eye_speed_mps,detail_bias,lod_min,lod_max,wanted_lod_max,patches_generated,triangles,cache_hits,cache_misses,streaming_queued,assets_pending,rss_bytes,rails_advanced_s,server_compute_s,server_wall_s,server_effective_warp,lod_l0,lod_l1,lod_l2,lod_l3,lod_l4,lod_l5,lod_l6,lod_l7,lod_l8,lod_l9,lod_l10,lod_l11,lod_l12,lod_l13,lod_l14,lod_l15,lod_l16,lod_l17,scope:client.camera_ms,scope:client.celestial_visuals_ms,scope:client.hud_ms,scope:client.pilot_hud_ms,scope:client.pilot_preview_ms,scope:client.starfield_ms,scope:frame.cpu_ms,scope:render.atmosphere_ms,scope:sim.total_ms,scope:world.streaming_ms,scope:world.terrain_asset_upload_ms,scope:world.terrain_cbt_submit_ms,scope:world.terrain_counters_ms,scope:world.terrain_entity_sync_ms,scope:world.terrain_job_poll_ms,scope:world.terrain_selection_ms
1342,16.4638,0.0000,13.9431,6.6617,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,295,295,0,0,100,1,11,11,0,246528,0,295,0,0,848982016,0.000000,0.000000,0.000000,0.00,0,2,4,25,17,20,26,13,24,55,97,12,0,0,0,0,0,0,0.0010,0.0363,0.0522,0.0018,0.0049,0.0106,6.6617,0.0348,0.0000,0.6071,0.0007,0.0016,0.2138,0.0024,0.0017,0.0019
1343,16.4851,0.0000,21.3405,6.4171,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,295,295,0,0,100,1,11,11,0,246528,0,295,0,0,848982016,0.000000,0.000000,0.000000,0.00,0,2,4,25,17,20,26,13,24,55,97,12,0,0,0,0,0,0,0.0009,0.0366,0.0536,0.0019,0.0065,0.0089,6.4171,0.0331,0.0000,0.6713,0.0006,0.0002,0.3659,0.0024,0.0013,0.0019
1344,16.5025,0.0000,17.6293,5.7249,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,295,295,0,0,100,1,11,11,0,246528,0,295,0,0,848982016,0.000000,0.000000,0.000000,0.00,0,2,4,25,17,20,26,13,24,55,97,12,0,0,0,0,0,0,0.0001,0.0290,0.0449,0.0025,0.0059,0.0095,5.7249,0.0155,0.0000,0.4171,0.0009,0.0005,0.1066,0.0009,0.0011,0.0020
1345,16.5090,0.0000,8.8575,4.1753,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,295,295,0,0,100,1,11,11,0,246528,0,295,0,0,848982016,0.000000,0.000000,0.000000,0.00,0,2,4,25,17,20,26,13,24,55,97,12,0,0,0,0,0,0,0.0008,0.0185,0.0447,0.0017,0.0057,0.0081,4.1753,0.0216,0.0000,0.5002,0.0006,0.0009,0.2253,0.0017,0.0012,0.0008
1346,16.5207,0.0000,11.7436,4.1765,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,295,295,0,0,100,1,11,11,0,246528,0,295,0,0,848982016,0.000000,0.000000,0.000000,0.00,0,2,4,25,17,20,26,13,24,55,97,12,0,0,0,0,0,0,0.0006,0.0192,0.0346,0.0159,0.0037,0.0066,4.1765,0.0214,0.0000,0.4047,0.0009,0.0007,0.1555,0.0022,0.0013,0.0010
1347,16.5383,0.0000,16.8065,4.9990,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,295,295,0,0,100,1,11,11,0,246528,0,295,0,0,848982016,0.000000,0.000000,0.000000,0.00,0,2,4,25,17,20,26,13,24,55,97,12,0,0,0,0,0,0,0.0008,0.0251,0.0338,0.0008,0.0020,0.0078,4.9990,0.0148,0.0000,0.4513,0.0004,0.0004,0.1467,0.0012,0.0005,0.0004
1348,16.5492,0.0000,11.7446,3.9336,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,295,295,0,0,100,1,11,11,0,246528,0,295,0,0,848986112,0.000000,0.000000,0.000000,0.00,0,2,4,25,17,20,26,13,24,55,97,12,0,0,0,0,0,0,0.0002,0.0188,0.0339,0.0017,0.0034,0.0052,3.9336,0.0180,0.0000,0.3839,0.0009,0.0002,0.1531,0.0015,0.0010,0.0007
1349,16.5633,0.0000,14.3786,3.9115,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,295,295,0,0,100,1,11,11,0,246528,0,295,0,0,848986112,0.000000,0.000000,0.000000,0.00,0,2,4,25,17,20,26,13,24,55,97,12,0,0,0,0,0,0,0.0007,0.0238,0.0372,0.0015,0.0036,0.0056,3.9115,0.0167,0.0000,0.3925,0.0007,0.0005,0.1258,0.0014,0.0010,0.0007
1350,16.5737,0.0000,11.3290,3.0800,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,295,295,0,0,100,1,11,11,0,246528,0,295,0,0,848986112,0.000000,0.000000,0.000000,0.00,0,2,4,25,17,20,26,13,24,55,97,12,0,0,0,0,0,0,0.0006,0.0225,0.0353,0.0007,0.0040,0.0049,3.0800,0.0160,0.0000,0.3541,0.0005,0.0004,0.1262,0.0018,0.0010,0.0006
1351,16.5842,0.0000,10.8988,3.0020,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,295,295,0,0,100,1,11,11,0,246528,0,295,0,0,848986112,0.000000,0.000000,0.000000,0.00,0,2,4,25,17,20,26,13,24,55,97,12,0,0,0,0,0,0,0.0001,0.0116,0.0332,0.0009,0.0023,0.0038,3.0020,0.0149,0.0000,0.3310,0.0005,0.0004,0.1235,0.0015,0.0007,0.0006
