frame,wall_s,sim_time_s,frame_ms,cpu_ms,gpu_ms,gpu_available,steps,fixed_dt_s,sim_cpu_ms,sim_advanced_s,requested_warp,effective_warp,backlog_ms,bodies,vehicles,patches_visible,patches_generated,triangles,cache_hits,cache_misses,streaming_queued,assets_pending,rss_bytes,rails_advanced_s,server_compute_s,server_wall_s,server_effective_warp,scope:frame.cpu_ms,scope:render.atmosphere_ms,scope:sim.total_ms,scope:simulation.coast_bake_ms,scope:simulation.trajectory_prediction_ms,scope:world.streaming_ms,scope:world.terrain_materials_ms,scope:world.terrain_meshing_ms
910,9.9733,9.7000,17.9528,7.5833,,false,2,0.008333,0.2236,0.0167,1.00,0.93,4.1078,22,1,46,3,105984,1806,244,132,40,947892224,0.000000,0.000000,0.000000,0.00,7.5833,0.0755,0.2236,0.0000,0.0000,2.2043,104.9212,22.6645
911,9.9916,9.7167,17.4829,7.9494,,false,2,0.008333,0.1432,0.0167,1.00,0.95,4.9240,22,1,46,1,105984,1806,245,131,40,948027392,0.000000,0.000000,0.000000,0.00,7.9494,0.0684,0.1432,0.0000,0.0000,2.5577,15.9218,6.6504
912,10.0087,9.7333,17.5288,7.6865,,false,2,0.008333,0.1892,0.0167,1.00,0.95,5.7861,22,1,46,1,105984,1806,246,130,40,948183040,0.000000,0.000000,0.000000,0.00,7.6865,0.0584,0.1892,0.0000,0.0000,2.4221,63.3747,6.7940
913,10.0258,9.7500,17.3217,7.5923,,false,2,0.008333,0.2710,0.0167,1.00,0.96,6.4411,22,1,46,2,105984,1806,248,128,40,948682752,0.000000,0.000000,0.000000,0.00,7.5923,0.0770,0.2710,0.0000,0.0000,2.3862,32.2311,13.3647
914,10.0440,9.7667,17.7422,7.8885,,false,2,0.008333,0.2085,0.0167,1.00,0.94,7.5167,22,1,46,1,105984,1806,249,127,40,948862976,0.000000,0.000000,0.000000,0.00,7.8885,0.0799,0.2085,0.0000,0.0000,2.5708,61.1477,6.6898
915,10.0612,9.7833,17.2856,8.0968,,false,2,0.008333,0.1822,0.0167,1.00,0.96,8.1355,22,1,46,1,105984,1806,250,126,40,949059584,0.000000,0.000000,0.000000,0.00,8.0968,0.0768,0.1822,0.0000,0.0000,2.5398,73.5353,9.2294
916,10.0789,9.8083,17.9082,7.7990,,false,3,0.008333,0.1514,0.0250,1.00,1.00,1.0438,22,1,46,1,105984,1806,251,125,40,949243904,0.000000,0.000000,0.000000,0.00,7.7990,0.0798,0.1514,0.0000,0.0000,2.3186,15.1887,7.4186
917,10.0975,9.8250,18.3346,7.9502,,false,2,0.008333,0.2028,0.0167,1.00,0.91,2.7117,22,1,46,4,105984,1806,255,121,40,949321728,0.000000,0.000000,0.000000,0.00,7.9502,0.0814,0.2028,0.0000,0.0000,2.4102,159.9737,29.5573
918,10.1164,9.8417,17.9293,8.3730,,false,2,0.008333,0.2185,0.0167,1.00,0.93,3.9744,22,1,46,2,105984,1806,257,119,40,949518336,0.000000,0.000000,0.000000,0.00,8.3730,0.0593,0.2185,0.0000,0.0000,2.3190,31.0987,13.0011
919,10.1319,9.8583,17.6151,6.7265,,false,2,0.008333,0.1714,0.0167,1.00,0.95,4.9228,22,1,46,0,105984,1806,257,119,40,949673984,0.000000,0.000000,0.000000,0.00,6.7265,0.0809,0.1714,0.0000,0.0000,0.9633,0.0000,0.0000
920,10.1502,9.8750,17.6691,7.5557,,false,2,0.008333,0.2018,0.0167,1.00,0.94,5.9252,22,1,49,2,112896,1930,259,117,40,950644736,0.000000,0.000000,0.000000,0.00,7.5557,0.0536,0.2018,0.0000,0.0000,2.4309,31.1558,13.6275
921,10.1690,9.8917,18.2964,7.6450,,false,2,0.008333,0.2057,0.0167,1.00,0.91,7.5550,22,1,49,3,112896,1930,262,114,40,950816768,0.000000,0.000000,0.000000,0.00,7.6450,0.0892,0.2057,0.0000,0.0000,2.3910,92.9089,19.3218
922,10.1844,9.9083,16.4901,6.8918,,false,2,0.008333,0.2515,0.0167,1.00,1.00,7.3784,22,1,49,0,112896,1930,262,114,40,950816768,0.000000,0.000000,0.000000,0.00,6.8918,0.0763,0.2515,0.0000,0.0000,1.0634,0.0000,0.0000
923,10.2035,9.9333,17.7037,8.2742,,false,3,0.008333,0.3222,0.0250,1.00,1.00,0.0821,22,1,49,4,112896,1930,266,110,40,950816768,0.000000,0.000000,0.000000,0.00,8.2742,0.0939,0.3222,0.0000,0.0000,2.5131,125.3599,27.5265
924,10.2216,9.9500,18.2365,7.8138,,false,2,0.008333,0.2833,0.0167,1.00,0.91,1.6520,22,1,49,4,112896,1930,270,106,40,950833152,0.000000,0.000000,0.000000,0.00,7.8138,0.0567,0.2833,0.0000,0.0000,2.3990,64.7664,26.0194
925,10.2382,9.9667,18.0076,6.8583,,false,2,0.008333,0.2035,0.0167,1.00,0.93,2.9930,22,1,49,0,112896,1930,270,106,40,951951360,0.000000,0.000000,0.000000,0.00,6.8583,0.0562,0.2035,0.0000,0.0000,0.9730,0.0000,0.0000
926,10.2577,9.9833,18.3807,7.7264,,false,2,0.008333,0.2990,0.0167,1.00,0.91,4.7070,22,1,49,1,112896,1930,271,105,40,952160256,0.000000,0.000000,0.000000,0.00,7.7264,0.0744,0.2990,0.0000,0.0000,2.2484,15.7894,6.5930
927,10.2749,10.0000,17.4933,7.3793,,false,2,0.008333,0.2650,0.0167,1.00,0.95,5.5336,22,1,49,1,112896,1930,272,104,40,953098240,0.000000,0.000000,0.000000,0.00,7.3793,0.0860,0.2650,0.0000,0.0000,1.6890,15.9344,6.5961
928,10.2918,10.0167,17.5044,6.5961,,false,2,0.008333,0.2121,0.0167,1.00,0.95,6.3714,22,1,49,0,112896,1930,272,104,40,953401344,0.000000,0.000000,0.000000,0.00,6.5961,0.0409,0.2121,0.0000,0.0000,0.7071,0.0000,0.0000
929,10.3343,10.0333,17.5554,31.9380,,false,2,0.008333,0.2803,0.0167,1.00,0.95,7.2602,22,1,49,4,112896,1930,276,100,40,954003456,0.000000,0.000000,0.000000,0.00,31.9380,0.0424,0.2803,0.0000,0.0000,2.0605,221.5816,29.7633
930,10.3395,10.0500,17.0788,4.4908,,false,2,0.008333,0.1288,0.0167,1.00,0.98,7.6723,22,1,49,0,112896,1930,276,100,40,954048512,0.000000,0.000000,0.000000,0.00,4.4908,0.0371,0.1288,0.0000,0.0000,0.8286,0.0000,0.0000
931,10.3499,10.0750,22.7194,7.6141,,false,3,0.008333,0.3006,0.0250,1.00,1.00,5.3917,22,1,49,1,112896,1930,277,99,40,954216448,0.000000,0.000000,0.000000,0.00,7.6141,0.0674,0.3006,0.0000,0.0000,2.3091,61.3281,6.6229
932,10.3668,10.0917,17.3533,7.1496,,false,2,0.008333,0.2378,0.0167,1.00,0.96,6.0783,22,1,49,1,112896,1930,278,98,40,954458112,0.000000,0.000000,0.000000,0.00,7.1496,0.0645,0.2378,0.0000,0.0000,1.9958,17.6135,6.4227
933,10.3837,10.1083,17.1529,6.9557,,false,2,0.008333,0.1792,0.0167,1.00,0.97,6.5645,22,1,49,2,112896,1930,280,96,40,954548224,0.000000,0.000000,0.000000,0.00,6.9557,0.0733,0.1792,0.0000,0.0000,1.6367,77.2789,13.1414
934,10.4008,10.1250,17.5994,6.3155,,false,2,0.008333,0.2358,0.0167,1.00,0.95,7.4972,22,1,49,0,112896,1930,280,96,40,954593280,0.000000,0.000000,0.000000,0.00,6.3155,0.0527,0.2358,0.0000,0.0000,0.8523,0.0000,0.0000
935,10.4194,10.1417,17.4733,7.7449,,false,2,0.008333,0.4400,0.0167,1.00,0.95,8.3038,22,1,49,2,112896,1930,282,94,40,955170816,0.000000,0.000000,0.000000,0.00,7.7449,0.0662,0.4400,0.0000,0.0000,2.3828,87.5649,18.5699
936,10.4376,10.1667,17.3940,8.2640,,false,3,0.008333,0.1806,0.0250,1.00,1.00,0.6978,22,1,49,2,112896,1930,284,92,40,955199488,0.000000,0.000000,0.000000,0.00,8.2640,0.0731,0.1806,0.0000,0.0000,2.6794,76.0945,12.9383
937,10.4549,10.1833,17.6997,7.9854,,false,2,0.008333,0.1826,0.0167,1.00,0.94,1.7308,22,1,49,1,112896,1930,285,91,40,955494400,0.000000,0.000000,0.000000,0.00,7.9854,0.0790,0.1826,0.0000,0.0000,2.5431,61.8437,6.5684
938,10.4728,10.2000,17.9029,7.9775,,false,2,0.008333,0.2020,0.0167,1.00,0.93,2.9670,22,1,49,1,112896,1930,286,90,40,955580416,0.000000,0.000000,0.000000,0.00,7.9775,0.0717,0.2020,0.0000,0.0000,2.3833,16.0004,6.5006
939,10.4902,10.2167,18.0214,7.5122,,false,2,0.008333,0.1638,0.0167,1.00,0.92,4.3217,22,1,49,2,112896,1930,288,88,40,956071936,0.000000,0.000000,0.000000,0.00,7.5122,0.0771,0.1638,0.0000,0.0000,2.2119,31.2586,14.3365
940,10.5087,10.2333,18.0820,7.5131,,false,2,0.008333,0.1858,0.0167,1.00,0.92,5.7371,22,1,49,2,112896,1930,290,86,40,956227584,0.000000,0.000000,0.000000,0.00,7.5131,0.0599,0.1858,0.0000,0.0000,2.3966,88.4905,13.1504
941,10.5264,10.2500,17.4648,7.9457,,false,2,0.008333,0.3377,0.0167,1.00,0.95,6.5352,22,1,49,2,112896,1930,292,84,40,956354560,0.000000,0.000000,0.000000,0.00,7.9457,0.0722,0.3377,0.0000,0.0000,2.0671,87.0977,13.4652
942,10.5433,10.2667,17.4236,7.4338,,false,2,0.008333,0.2226,0.0167,1.00,0.96,7.2921,22,1,49,2,112896,1930,294,82,40,956448768,0.000000,0.000000,0.000000,0.00,7.4338,0.0760,0.2226,0.0000,0.0000,1.8263,32.4228,13.1283
943,10.5604,10.2833,17.4554,7.0887,,false,2,0.008333,0.1668,0.0167,1.00,0.95,8.0808,22,1,49,1,112896,1930,295,81,40,956571648,0.000000,0.000000,0.000000,0.00,7.0887,0.0717,0.1668,0.0000,0.0000,1.9635,15.9368,6.6158
944,10.5787,10.3083,17.8283,7.5893,,false,3,0.008333,0.1912,0.0250,1.00,1.00,0.9091,22,1,49,1,112896,1930,296,80,40,957464576,0.000000,0.000000,0.000000,0.00,7.5893,0.0849,0.1912,0.0000,0.0000,2.1465,22.7578,9.3709
945,10.5983,10.3250,18.3368,8.7506,,false,2,0.008333,0.1305,0.0167,1.00,0.91,2.5793,22,1,49,2,112896,1930,298,78,40,957607936,0.000000,0.000000,0.000000,0.00,8.7506,0.1058,0.1305,0.0000,0.0000,1.9503,84.6918,15.7836
946,10.6174,10.3417,19.1886,8.5122,,false,2,0.008333,0.2124,0.0167,1.00,0.87,5.1012,22,1,49,3,112896,1930,301,75,40,957607936,0.000000,0.000000,0.000000,0.00,8.5122,0.1000,0.2124,0.0000,0.0000,2.2479,99.3581,21.7944
947,10.6376,10.3583,19.4898,9.1506,,false,2,0.008333,0.2144,0.0167,1.00,0.86,7.9243,22,1,49,3,112896,1930,304,72,40,957612032,0.000000,0.000000,0.000000,0.00,9.1506,0.0983,0.2144,0.0000,0.0000,2.4239,54.2473,25.6001
948,10.6565,10.3833,18.9847,9.1785,,false,3,0.008333,0.2298,0.0250,1.00,1.00,1.9091,22,1,49,1,112896,1930,305,71,40,957616128,0.000000,0.000000,0.000000,0.00,9.1785,0.0749,0.2298,0.0000,0.0000,2.4263,15.5622,6.4408
949,10.6760,10.4000,19.6323,9.0901,,false,2,0.008333,0.2875,0.0167,1.00,0.85,4.8747,22,1,49,2,112896,1930,307,69,40,957657088,0.000000,0.000000,0.000000,0.00,9.0901,0.0902,0.2875,0.0000,0.0000,2.1829,38.0266,15.4990
950,10.6946,10.4167,20.0206,7.5935,,false,2,0.008333,0.1744,0.0167,1.00,0.83,8.2286,22,1,49,0,112896,1930,307,69,40,957923328,0.000000,0.000000,0.000000,0.00,7.5935,0.0785,0.1744,0.0000,0.0000,0.8689,0.0000,0.0000
951,10.7139,10.4417,19.3394,7.6442,,false,3,0.008333,0.2842,0.0250,1.00,1.00,2.5679,22,1,49,2,112896,1930,309,67,40,958136320,0.000000,0.000000,0.000000,0.00,7.6442,0.0792,0.2842,0.0000,0.0000,2.2096,85.7550,15.5994
952,10.7333,10.4583,19.0424,8.0208,,false,2,0.008333,0.1864,0.0167,1.00,0.88,4.9436,22,1,49,1,112896,1930,310,66,40,958394368,0.000000,0.000000,0.000000,0.00,8.0208,0.0772,0.1864,0.0000,0.0000,1.8962,62.0167,6.8448
953,10.7501,10.4750,17.6418,7.4250,,false,2,0.008333,0.2063,0.0167,1.00,0.94,5.9187,22,1,49,1,112896,1930,311,65,40,959332352,0.000000,0.000000,0.000000,0.00,7.4250,0.0978,0.2063,0.0000,0.0000,2.0247,22.7191,9.0200
954,10.7664,10.4917,17.7165,5.9092,,false,2,0.008333,0.1284,0.0167,1.00,0.94,6.9686,22,1,49,0,112896,1930,311,65,40,959582208,0.000000,0.000000,0.000000,0.00,5.9092,0.0225,0.1284,0.0000,0.0000,0.5093,0.0000,0.0000
955,10.7856,10.5083,17.8355,7.2994,,false,2,0.008333,0.1940,0.0167,1.00,0.93,8.1374,22,1,49,1,112896,1930,312,64,40,960897024,0.000000,0.000000,0.000000,0.00,7.2994,0.0520,0.1940,0.0000,0.0000,1.9870,87.5556,9.7801
956,10.8038,10.5333,18.2255,7.1913,,false,3,0.008333,0.2113,0.0250,1.00,1.00,1.3629,22,1,49,3,112896,1930,315,61,40,961191936,0.000000,0.000000,0.000000,0.00,7.1913,0.0739,0.2113,0.0000,0.0000,2.0727,142.0011,19.6551
957,10.8216,10.5500,16.5560,8.4225,,false,2,0.008333,0.1533,0.0167,1.00,1.00,1.2522,22,1,49,1,112896,1930,316,60,40,961191936,0.000000,0.000000,0.000000,0.00,8.4225,0.0956,0.1533,0.0000,0.0000,2.1773,15.5545,6.5413
958,10.8394,10.5667,18.0342,8.1247,,false,2,0.008333,0.1724,0.0167,1.00,0.92,2.6198,22,1,54,3,124416,2063,319,57,40,961191936,0.000000,0.000000,0.000000,0.00,8.1247,0.0730,0.1724,0.0000,0.0000,2.4242,104.3458,24.7696
959,10.8572,10.5833,18.2224,7.7123,,false,2,0.008333,0.1758,0.0167,1.00,0.91,4.1755,22,1,54,1,124416,2063,320,56,40,961867776,0.000000,0.000000,0.000000,0.00,7.7123,0.0811,0.1758,0.0000,0.0000,1.5063,17.4550,6.4805
960,10.8757,10.6000,18.4850,8.0541,,false,2,0.008333,0.0894,0.0167,1.00,0.90,5.9939,22,1,54,1,124416,2063,321,55,40,961892352,0.000000,0.000000,0.000000,0.00,8.0541,0.0759,0.0894,0.0000,0.0000,2.0356,22.3900,7.4387
961,10.8945,10.6167,18.6784,8.0748,,false,2,0.008333,0.2035,0.0167,1.00,0.89,8.0056,22,1,54,1,124416,2063,322,54,40,961912832,0.000000,0.000000,0.000000,0.00,8.0748,0.0723,0.2035,0.0000,0.0000,2.5433,19.4600,9.0577
962,10.9114,10.6417,17.5738,7.1610,,false,3,0.008333,0.2575,0.0250,1.00,1.00,0.5794,22,1,54,1,124416,2063,323,53,40,962748416,0.000000,0.000000,0.000000,0.00,7.1610,0.0471,0.2575,0.0000,0.0000,2.2830,70.1143,6.5855
963,10.9312,10.6583,19.4034,7.4181,,false,2,0.008333,0.2197,0.0167,1.00,0.86,3.3161,22,1,54,2,124416,2063,325,51,40,964055040,0.000000,0.000000,0.000000,0.00,7.4181,0.0831,0.2197,0.0000,0.0000,2.0945,86.1788,13.3650
964,10.9485,10.6750,17.3509,7.6766,,false,2,0.008333,0.2177,0.0167,1.00,0.96,4.0003,22,1,54,1,124416,2063,326,50,40,964161536,0.000000,0.000000,0.000000,0.00,7.6766,0.0961,0.2177,0.0000,0.0000,1.7222,16.0271,7.5800
965,10.9657,10.6917,17.6174,7.4494,,false,2,0.008333,0.1587,0.0167,1.00,0.95,4.9511,22,1,54,2,124416,2063,328,48,40,964247552,0.000000,0.000000,0.000000,0.00,7.4494,0.1199,0.1587,0.0000,0.0000,1.9827,90.4607,15.8539
966,10.9832,10.7083,17.7773,7.0186,,false,2,0.008333,0.1703,0.0167,1.00,0.94,6.0617,22,1,54,3,124416,2063,331,45,40,964247552,0.000000,0.000000,0.000000,0.00,7.0186,0.0822,0.1703,0.0000,0.0000,2.1362,95.0991,22.1694
967,11.0020,10.7250,17.1740,8.3844,,false,2,0.008333,0.1282,0.0167,1.00,0.97,6.5690,22,1,54,1,124416,2063,332,44,40,964255744,0.000000,0.000000,0.000000,0.00,8.3844,0.0871,0.1282,0.0000,0.0000,3.1824,15.4755,6.2539
968,11.0180,10.7417,17.6746,7.0029,,false,2,0.008333,0.1773,0.0167,1.00,0.94,7.5769,22,1,54,2,124416,2063,334,42,40,964362240,0.000000,0.000000,0.000000,0.00,7.0029,0.0481,0.1773,0.0000,0.0000,2.2787,33.3516,13.1156
969,11.0365,10.7667,17.8892,7.5909,,false,3,0.008333,0.2803,0.0250,1.00,1.00,0.4661,22,1,54,2,124416,2063,336,40,40,964681728,0.000000,0.000000,0.000000,0.00,7.5909,0.0669,0.2803,0.0000,0.0000,2.5437,30.7382,13.4294
970,11.0753,10.7833,17.2068,29.1358,,false,2,0.008333,0.2028,0.0167,1.00,0.97,1.0062,22,1,63,3,145152,2205,339,37,40,965025792,0.000000,0.000000,0.000000,0.00,29.1358,0.0338,0.2028,0.0000,0.0000,2.1374,109.0590,22.5403
971,11.0819,10.8000,17.1021,5.2377,,false,2,0.008333,0.1640,0.0167,1.00,0.97,1.4416,22,1,63,0,145152,2205,339,37,40,965623808,0.000000,0.000000,0.000000,0.00,5.2377,0.0502,0.1640,0.0000,0.0000,0.4911,0.0000,0.0000
972,11.0923,10.8167,23.1749,5.8441,,false,2,0.008333,0.2084,0.0167,1.00,0.72,7.9498,22,1,63,0,145152,2205,339,37,40,966131712,0.000000,0.000000,0.000000,0.00,5.8441,0.0458,0.2084,0.0000,0.0000,0.7114,0.0000,0.0000
973,11.1102,10.8333,16.3405,7.2576,,false,2,0.008333,0.2442,0.0167,1.00,1.00,7.6237,22,1,63,1,145152,2205,340,36,40,966520832,0.000000,0.000000,0.000000,0.00,7.2576,0.0378,0.2442,0.0000,0.0000,1.6650,77.2659,9.2630
974,11.1286,10.8583,17.6728,7.8264,,false,3,0.008333,0.3368,0.0250,1.00,1.00,0.2965,22,1,63,2,145152,2205,342,34,40,966750208,0.000000,0.000000,0.000000,0.00,7.8264,0.0649,0.3368,0.0000,0.0000,2.1771,126.1513,13.1677
975,11.1455,10.8750,16.9186,8.1799,,false,2,0.008333,0.2004,0.0167,1.00,0.99,0.5485,22,1,63,1,145152,2205,343,33,40,966975488,0.000000,0.000000,0.000000,0.00,8.1799,0.0773,0.2004,0.0000,0.0000,2.2990,19.6912,9.0180
976,11.1634,10.8917,18.2805,7.7377,,false,2,0.008333,0.2660,0.0167,1.00,0.91,2.1623,22,1,63,2,145152,2205,345,31,40,967266304,0.000000,0.000000,0.000000,0.00,7.7377,0.0773,0.2660,0.0000,0.0000,1.8851,86.2680,13.4093
977,11.1806,10.9083,17.6391,7.4851,,false,2,0.008333,0.1979,0.0167,1.00,0.94,3.1347,22,1,63,1,145152,2205,346,30,40,967659520,0.000000,0.000000,0.000000,0.00,7.4851,0.0732,0.1979,0.0000,0.0000,2.2429,16.3443,6.6438
978,11.1993,10.9250,18.0465,7.8671,,false,2,0.008333,0.2094,0.0167,1.00,0.92,4.5145,22,1,63,2,145152,2205,348,28,40,968679424,0.000000,0.000000,0.000000,0.00,7.8671,0.0732,0.2094,0.0000,0.0000,2.3831,34.2600,14.6979
979,11.2170,10.9417,17.9274,7.5883,,false,2,0.008333,0.2407,0.0167,1.00,0.93,5.7753,22,1,63,1,145152,2205,349,27,40,969150464,0.000000,0.000000,0.000000,0.00,7.5883,0.0780,0.2407,0.0000,0.0000,2.3598,61.0975,6.9465
980,11.2347,10.9583,18.4545,6.9058,,false,2,0.008333,0.1315,0.0167,1.00,0.90,7.5630,22,1,63,1,145152,2205,350,26,40,969281536,0.000000,0.000000,0.000000,0.00,6.9058,0.0633,0.1315,0.0000,0.0000,1.4618,65.6712,6.6151
981,11.2517,10.9833,17.6525,6.1649,,false,3,0.008333,0.2028,0.0250,1.00,1.00,0.2155,22,1,63,0,145152,2205,350,26,40,969867264,0.000000,0.000000,0.000000,0.00,6.1649,0.0372,0.2028,0.0000,0.0000,0.5980,0.0000,0.0000
982,11.2708,11.0000,17.4818,7.9908,,false,2,0.008333,0.3005,0.0167,1.00,0.95,1.0306,22,1,63,3,145152,2205,353,23,40,969977856,0.000000,0.000000,0.000000,0.00,7.9908,0.0686,0.3005,0.0000,0.0000,2.1742,145.6919,22.7918
983,11.2884,11.0167,17.5946,7.8356,,false,2,0.008333,0.1920,0.0167,1.00,0.95,1.9586,22,1,63,1,145152,2205,354,22,40,970178560,0.000000,0.000000,0.000000,0.00,7.8356,0.1144,0.1920,0.0000,0.0000,2.3111,60.3863,6.5605
984,11.3053,11.0333,17.3241,7.5634,,false,2,0.008333,0.2073,0.0167,1.00,0.96,2.6160,22,1,63,1,145152,2205,355,21,40,970383360,0.000000,0.000000,0.000000,0.00,7.5634,0.0632,0.2073,0.0000,0.0000,2.2488,20.8188,9.5411
985,11.3216,11.0500,17.5084,6.1566,,false,2,0.008333,0.2146,0.0167,1.00,0.95,3.4576,22,1,63,0,145152,2205,355,21,40,970592256,0.000000,0.000000,0.000000,0.00,6.1566,0.0796,0.2146,0.0000,0.0000,0.6130,0.0000,0.0000
986,11.3408,11.0667,17.4175,8.0683,,false,2,0.008333,0.2315,0.0167,1.00,0.96,4.2084,22,1,63,1,145152,2205,356,20,40,970719232,0.000000,0.000000,0.000000,0.00,8.0683,0.0715,0.2315,0.0000,0.0000,2.5586,60.3488,6.4201
987,11.3574,11.0833,17.1917,7.3175,,false,2,0.008333,0.2760,0.0167,1.00,0.97,4.7335,22,1,63,2,145152,2205,358,18,40,970919936,0.000000,0.000000,0.000000,0.00,7.3175,0.0726,0.2760,0.0000,0.0000,2.3001,121.2296,13.0251
988,11.3750,11.1000,17.6392,7.2155,,false,2,0.008333,0.2587,0.0167,1.00,0.94,5.7059,22,1,63,2,145152,2205,360,16,40,971513856,0.000000,0.000000,0.000000,0.00,7.2155,0.0798,0.2587,0.0000,0.0000,2.2629,31.4926,13.3875
989,11.3915,11.1167,16.5207,7.4079,,false,2,0.008333,0.2361,0.0167,1.00,1.00,5.5600,22,1,63,1,145152,2205,361,15,40,971616256,0.000000,0.000000,0.000000,0.00,7.4079,0.0825,0.2361,0.0000,0.0000,2.1608,61.2436,6.5141
990,11.4092,11.1333,17.6905,7.4472,,false,2,0.008333,0.2187,0.0167,1.00,0.94,6.5838,22,1,63,2,145152,2205,363,13,40,971710464,0.000000,0.000000,0.000000,0.00,7.4472,0.0727,0.2187,0.0000,0.0000,2.4122,76.6623,13.1238
991,11.4248,11.1500,16.8406,6.1485,,false,2,0.008333,0.3179,0.0167,1.00,0.99,6.7577,22,1,63,0,145152,2205,363,13,40,971796480,0.000000,0.000000,0.000000,0.00,6.1485,0.0728,0.3179,0.0000,0.0000,0.5926,0.0000,0.0000
992,11.4423,11.1667,17.2350,6.2299,,false,2,0.008333,0.2694,0.0167,1.00,0.97,7.3261,22,1,63,0,145152,2205,363,13,40,971837440,0.000000,0.000000,0.000000,0.00,6.2299,0.0359,0.2694,0.0000,0.0000,0.6863,0.0000,0.0000
993,11.4613,11.1917,17.6948,7.6792,,false,3,0.008333,0.2275,0.0250,1.00,1.00,0.0209,22,1,63,1,145152,2205,364,12,40,971890688,0.000000,0.000000,0.000000,0.00,7.6792,0.0676,0.2275,0.0000,0.0000,2.0844,61.2123,6.7197
994,11.4792,11.2083,18.1037,7.5364,,false,2,0.008333,0.2274,0.0167,1.00,0.92,1.4579,22,1,63,2,145152,2205,366,10,40,971972608,0.000000,0.000000,0.000000,0.00,7.5364,0.0787,0.2274,0.0000,0.0000,2.2426,127.9104,13.2769
995,11.4959,11.2250,16.5266,7.6486,,false,2,0.008333,0.1690,0.0167,1.00,1.00,1.3178,22,1,63,2,145152,2205,368,8,40,972066816,0.000000,0.000000,0.000000,0.00,7.6486,0.0582,0.1690,0.0000,0.0000,2.1865,76.7968,15.1449
996,11.5142,11.2417,17.9106,7.9858,,false,2,0.008333,0.1088,0.0167,1.00,0.93,2.5618,22,1,110,1,253440,2395,368,7,35,972083200,0.000000,0.000000,0.000000,0.00,7.9858,0.0691,0.1088,0.0000,0.0000,2.2417,17.8938,6.8543
997,11.5336,11.2583,17.3380,7.8329,,false,2,0.008333,0.1782,0.0167,1.00,0.96,3.2332,22,1,110,1,253440,2395,368,6,30,975290368,0.000000,0.000000,0.000000,0.00,7.8329,0.0878,0.1782,0.0000,0.0000,2.6295,62.5808,6.5493
998,11.5463,11.2750,18.4711,4.5579,,false,2,0.008333,0.1446,0.0167,1.00,0.90,5.0376,22,1,110,0,253440,2395,368,6,30,975499264,0.000000,0.000000,0.000000,0.00,4.5579,0.0378,0.1446,0.0000,0.0000,0.4910,0.0000,0.0000
999,11.5710,11.3000,22.5931,6.6154,,false,3,0.008333,0.2552,0.0250,1.00,1.00,2.6308,22,1,110,0,253440,2395,368,6,30,976007168,0.000000,0.000000,0.000000,0.00,6.6154,0.0483,0.2552,0.0000,0.0000,0.6317,0.0000,0.0000
1000,11.5904,11.3167,18.6710,7.3131,,false,2,0.008333,0.2024,0.0167,1.00,0.89,4.6351,22,1,110,3,253440,2395,368,3,15,976195584,0.000000,0.000000,0.000000,0.00,7.3131,0.0797,0.2024,0.0000,0.0000,2.2157,205.6441,21.6233
1001,11.6081,11.3333,18.3365,6.4007,,false,2,0.008333,0.1851,0.0167,1.00,0.91,6.3050,22,1,110,0,253440,2395,368,3,15,976347136,0.000000,0.000000,0.000000,0.00,6.4007,0.0643,0.1851,0.0000,0.0000,0.4645,0.0000,0.0000
1002,11.6287,11.3583,18.7177,8.5339,,false,3,0.008333,0.2841,0.0250,1.00,1.00,0.0227,22,1,110,1,253440,2395,368,2,10,976437248,0.000000,0.000000,0.000000,0.00,8.5339,0.0630,0.2841,0.0000,0.0000,2.8581,71.2358,6.7760
1003,11.6566,11.3750,18.6515,17.7634,,false,2,0.008333,0.3667,0.0167,1.00,0.89,2.0075,22,1,110,1,253440,2395,375,101,40,976494592,0.000000,0.000000,0.000000,0.00,17.7634,0.0752,0.3667,0.0000,0.0000,12.3919,59.1558,6.5174
1004,11.6659,11.3917,16.9346,8.1988,,false,2,0.008333,0.2612,0.0167,1.00,0.98,2.2754,22,1,110,1,253440,2395,376,101,40,976666624,0.000000,0.000000,0.000000,0.00,8.1988,0.0577,0.2612,0.0000,0.0000,3.3333,61.7183,9.3196
1005,11.6809,11.4083,18.0894,6.9051,,false,2,0.008333,0.1767,0.0167,1.00,0.92,3.6982,22,1,110,0,253440,2395,376,101,40,976891904,0.000000,0.000000,0.000000,0.00,6.9051,0.0887,0.1767,0.0000,0.0000,1.0547,0.0000,0.0000
1006,11.7008,11.4250,18.4092,8.5082,,false,2,0.008333,0.2320,0.0167,1.00,0.91,5.4408,22,1,110,4,253440,2586,380,97,40,976891904,0.000000,0.000000,0.000000,0.00,8.5082,0.0668,0.2320,0.0000,0.0000,3.3548,60.6226,26.0985
1007,11.7199,11.4417,18.3169,9.0945,,false,2,0.008333,0.3055,0.0167,1.00,0.91,7.0910,22,1,112,4,258048,2780,384,93,40,976891904,0.000000,0.000000,0.000000,0.00,9.0945,0.0638,0.3055,0.0000,0.0000,3.4640,60.1719,27.1442
1008,11.7373,11.4667,18.1818,8.3554,,false,3,0.008333,0.2213,0.0250,1.00,1.00,0.2728,22,1,112,3,258048,2780,387,90,40,977170432,0.000000,0.000000,0.000000,0.00,8.3554,0.0801,0.2213,0.0000,0.0000,3.0304,46.4433,19.0964
