frame,wall_s,sim_time_s,frame_ms,cpu_ms,gpu_ms,gpu_available,steps,fixed_dt_s,sim_cpu_ms,sim_advanced_s,requested_warp,effective_warp,backlog_ms,bodies,vehicles,patches_visible,patches_generated,triangles,cache_hits,cache_misses,streaming_queued,assets_pending,rss_bytes,scope:frame.cpu_ms,scope:render.atmosphere_ms,scope:sim.total_ms,scope:world.streaming_ms
18395,273.6234,2870.7333,15.9750,3.4604,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,3.4604,0.0375,0.0000,0.8139
18396,273.6329,2870.7333,8.8906,3.8509,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,3.8509,0.0463,0.0000,0.7228
18397,273.6414,2870.7333,7.7632,4.6151,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.6151,0.0395,0.0000,0.9514
18398,273.6567,2870.7333,16.2883,3.7933,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,3.7933,0.0306,0.0000,0.8975
18399,273.6667,2870.7333,8.9508,4.5937,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.5937,0.0288,0.0000,1.1826
18400,273.6759,2870.7333,8.1398,5.6661,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,5.6661,0.0285,0.0000,0.9848
18401,273.6905,2870.7333,16.6851,3.8278,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,3.8278,0.0285,0.0000,0.9085
18402,273.7008,2870.7333,8.6353,5.1244,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,5.1244,0.0529,0.0000,0.7307
18403,273.7141,2870.7333,15.8991,2.9939,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,2.9939,0.0251,0.0000,0.6423
18404,273.7242,2870.7333,9.0026,4.1127,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.1127,0.0255,0.0000,0.9919
18405,273.7325,2870.7333,8.1331,4.0025,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.0025,0.0256,0.0000,0.6263
18406,273.7408,2870.7333,8.0980,4.2027,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.2027,0.0263,0.0000,0.9351
18407,273.7504,2870.7333,8.7834,5.0030,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,5.0030,0.0388,0.0000,1.0478
18408,273.7601,2870.7333,8.2721,6.2312,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,6.2312,0.0470,0.0000,1.5306
18409,273.7760,2870.7333,16.7614,5.5737,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,5.5737,0.0418,0.0000,1.4833
18410,273.7856,2870.7333,8.0610,6.9166,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,6.9166,0.0539,0.0000,1.3022
18411,273.8016,2870.7333,17.2663,5.7600,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,5.7600,0.0416,0.0000,1.5134
18412,273.8110,2870.7333,8.2620,6.6454,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,6.6454,0.0352,0.0000,1.2207
18413,273.8254,2870.7333,15.6393,5.4261,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,5.4261,0.0365,0.0000,1.2152
18414,273.8339,2870.7333,8.8657,5.2462,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,5.2462,0.0442,0.0000,1.1127
18415,273.8513,2870.7333,16.7575,6.1262,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,6.1262,0.0561,0.0000,1.4312
18416,273.8589,2870.7333,8.4599,5.0725,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,5.0725,0.0402,0.0000,1.2187
18417,273.8744,2870.7333,16.5417,4.2805,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.2805,0.0354,0.0000,1.1821
18418,273.9090,2870.7333,8.6033,30.0476,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,30.0476,0.0275,0.0000,26.7528
18419,273.9156,2870.7333,8.3338,2.9900,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,2.9900,0.0230,0.0000,0.6056
18420,273.9216,2870.7333,30.5744,3.8714,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,3.8714,0.0399,0.0000,0.7180
18421,273.9316,2870.7333,9.4904,4.3591,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.3591,0.0816,0.0000,0.8199
18422,273.9412,2870.7333,9.7160,4.2116,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.2116,0.0291,0.0000,0.9590
18423,273.9556,2870.7333,15.6525,3.2198,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,3.2198,0.0309,0.0000,0.6955
18424,273.9654,2870.7333,8.9547,4.0920,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.0920,0.0382,0.0000,0.9610
18425,273.9743,2870.7333,8.5105,4.2523,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.2523,0.0498,0.0000,0.7705
18426,273.9832,2870.7333,8.4203,4.6520,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.6520,0.0340,0.0000,0.7937
18427,273.9916,2870.7333,8.2389,4.6177,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.6177,0.0343,0.0000,0.9858
18428,274.0075,2870.7333,16.3643,4.4761,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.4761,0.0251,0.0000,0.7316
18429,274.0165,2870.7333,8.7291,4.5688,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.5688,0.0643,0.0000,0.6907
18430,274.0248,2870.7333,8.2350,4.5923,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.5923,0.0249,0.0000,0.8583
18431,274.0389,2870.7333,15.8433,3.2192,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,3.2192,0.0260,0.0000,0.9859
18432,274.0503,2870.7333,9.0788,5.4599,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,5.4599,0.0285,0.0000,0.8371
18433,274.0576,2870.7333,8.0934,4.4055,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.4055,0.0560,0.0000,0.8650
18434,274.0728,2870.7333,16.4635,3.4635,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,3.4635,0.0291,0.0000,0.8223
18435,274.0828,2870.7333,9.0783,4.4110,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.4110,0.0613,0.0000,1.0490
18436,274.0921,2870.7333,8.1276,5.2125,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,5.2125,0.0366,0.0000,1.0258
18437,274.1094,2870.7333,17.0725,5.6146,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,5.6146,0.0274,0.0000,0.7103
18438,274.1168,2870.7333,8.3464,4.4594,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.4594,0.0475,0.0000,0.7660
18439,274.1246,2870.7333,7.8616,4.2644,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.2644,0.0302,0.0000,0.9334
18440,274.1390,2870.7333,16.2425,2.9732,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,2.9732,0.0267,0.0000,0.6395
18441,274.1488,2870.7333,8.7372,3.9794,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,3.9794,0.0440,0.0000,0.7929
18442,274.1579,2870.7333,8.4787,4.4529,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.4529,0.0257,0.0000,0.7948
18443,274.1661,2870.7333,8.0650,4.4797,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.4797,0.0272,0.0000,1.0217
18444,274.1770,2870.7333,8.7694,4.7757,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.7757,0.0306,0.0000,1.0622
18445,274.1909,2870.7333,16.4236,4.2697,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.2697,0.0412,0.0000,1.1151
18446,274.2009,2870.7333,8.9030,5.1468,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,5.1468,0.0470,0.0000,1.0125
18447,274.2116,2870.7333,9.1870,5.5999,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,5.5999,0.0451,0.0000,0.9223
18448,274.2251,2870.7333,15.0085,5.0128,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,5.0128,0.0321,0.0000,1.0548
18449,274.2329,2870.7333,8.4287,4.5496,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.5496,0.0575,0.0000,0.8887
18450,274.2696,2870.7333,16.7418,24.7570,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,24.7570,0.0276,0.0000,21.7917
18451,274.2726,2870.7333,8.5858,2.5738,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,2.5738,0.0211,0.0000,0.7765
18452,274.2787,2870.7333,20.7900,4.4431,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.4431,0.0367,0.0000,0.9094
18453,274.2876,2870.7333,9.1695,3.9487,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,3.9487,0.0428,0.0000,0.8805
18454,274.3019,2870.7333,11.5289,6.4337,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,6.4337,0.0557,0.0000,0.7985
18455,274.3095,2870.7333,8.6218,5.6610,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,5.6610,0.0486,0.0000,0.7450
18456,274.3237,2870.7333,16.6698,3.4869,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,3.4869,0.0280,0.0000,0.8348
18457,274.3336,2870.7333,8.4184,4.7039,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.7039,0.0565,0.0000,0.9330
18458,274.3417,2870.7333,8.0993,4.6631,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.6631,0.0310,0.0000,0.9342
18459,274.3576,2870.7333,16.0668,4.6709,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.6709,0.0331,0.0000,1.0575
18460,274.3671,2870.7333,9.1292,5.0234,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,5.0234,0.0681,0.0000,0.8686
18461,274.3753,2870.7333,7.9632,5.0271,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,5.0271,0.0325,0.0000,1.1341
18462,274.3907,2870.7333,16.5669,4.2105,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.2105,0.0407,0.0000,0.9999
18463,274.4017,2870.7333,9.0824,5.6565,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,5.6565,0.0669,0.0000,1.3005
18464,274.4123,2870.7333,10.1100,5.8541,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,5.8541,0.0482,0.0000,0.9698
18465,274.4249,2870.7333,13.8959,4.9673,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.9673,0.0299,0.0000,1.2675
18466,274.4355,2870.7333,8.8161,4.3311,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.3311,0.0470,0.0000,0.9754
18467,274.4488,2870.7333,16.7023,3.8111,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,3.8111,0.0291,0.0000,0.9694
18468,274.4590,2870.7333,8.5406,5.0429,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,5.0429,0.0457,0.0000,0.9505
18469,274.4688,2870.7333,8.5918,6.1902,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,6.1902,0.0365,0.0000,1.2390
18470,274.4845,2870.7333,16.3520,5.7684,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,5.7684,0.0472,0.0000,1.7237
18471,274.4928,2870.7333,8.1436,5.6738,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,5.6738,0.0644,0.0000,1.0681
18472,274.5075,2870.7333,16.9302,3.8180,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,3.8180,0.0385,0.0000,0.8522
18473,274.5177,2870.7333,8.3356,5.4216,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,5.4216,0.0626,0.0000,0.6295
18474,274.5311,2870.7333,15.8077,3.3805,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,3.3805,0.0258,0.0000,0.8530
18475,274.5410,2870.7333,9.0130,3.8819,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,3.8819,0.0463,0.0000,0.6701
18476,274.5498,2870.7333,8.1353,4.7086,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.7086,0.0302,0.0000,0.6965
18477,274.5585,2870.7333,8.4065,4.8471,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.8471,0.0284,0.0000,1.0585
18478,274.5744,2870.7333,16.4353,4.5989,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.5989,0.0395,0.0000,1.0651
18479,274.5843,2870.7333,9.0692,5.1993,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,5.1993,0.0420,0.0000,1.0598
18480,274.5957,2870.7333,9.3445,7.0286,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,7.0286,0.0682,0.0000,1.7566
18481,274.6409,2870.7333,15.1076,37.0231,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,37.0231,0.0257,0.0000,32.8646
18482,274.6438,2870.7333,9.9188,2.4708,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,2.4708,0.0186,0.0000,0.4999
18483,274.6520,2870.7333,32.8903,5.7627,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,5.7627,0.0521,0.0000,0.7587
18484,274.6595,2870.7333,9.4492,3.7525,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,3.7525,0.0708,0.0000,0.8634
18485,274.6739,2870.7333,13.8285,4.2273,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.2273,0.0287,0.0000,0.9411
18486,274.6838,2870.7333,9.2250,4.9605,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.9605,0.0462,0.0000,1.1460
18487,274.6955,2870.7333,8.2222,6.0576,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,6.0576,0.0747,0.0000,1.0283
18488,274.7074,2870.7333,16.3351,3.7195,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,3.7195,0.0312,0.0000,0.7898
18489,274.7167,2870.7333,8.7604,4.5347,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.5347,0.0857,0.0000,0.6282
18490,274.7248,2870.7333,8.1340,4.4391,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,4.4391,0.0335,0.0000,0.9137
18491,274.7393,2870.7333,16.1955,3.0364,,false,0,0.008333,0.0000,0.0000,256.00,0.00,1240.9578,22,1,277,0,638208,33859,320,0,0,915378176,3.0364,0.0250,0.0000,0.6066
