frame,wall_s,sim_time_s,frame_ms,cpu_ms,gpu_ms,gpu_available,steps,fixed_dt_s,sim_cpu_ms,sim_advanced_s,requested_warp,effective_warp,backlog_ms,bodies,vehicles,patches_visible,patches_wanted,jobs_in_flight,eye_speed_mps,detail_bias,lod_min,lod_max,wanted_lod_max,patches_generated,triangles,cache_hits,cache_misses,streaming_queued,assets_pending,rss_bytes,rails_advanced_s,server_compute_s,server_wall_s,server_effective_warp,lod_l0,lod_l1,lod_l2,lod_l3,lod_l4,lod_l5,lod_l6,lod_l7,lod_l8,lod_l9,lod_l10,lod_l11,lod_l12,lod_l13,lod_l14,lod_l15,lod_l16,lod_l17,scope:client.camera_ms,scope:client.celestial_visuals_ms,scope:client.hud_ms,scope:client.pilot_hud_ms,scope:client.pilot_preview_ms,scope:client.pilot_simulation_ms,scope:client.starfield_ms,scope:frame.cpu_ms,scope:render.atmosphere_ms,scope:sim.total_ms,scope:simulation.coast_bake_ms,scope:simulation.trajectory_prediction_ms,scope:world.streaming_ms,scope:world.terrain_asset_upload_ms,scope:world.terrain_cbt_submit_ms,scope:world.terrain_counters_ms,scope:world.terrain_entity_sync_ms,scope:world.terrain_job_poll_ms,scope:world.terrain_materials_ms,scope:world.terrain_meshing_ms,scope:world.terrain_selection_ms
580,12.9124,0.0000,7.4383,3.9907,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922243072,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0006,0.0354,0.0236,0.0024,0.0000,0.0031,3.9907,0.0103,0.0000,0.0000,0.0000,0.7740,0.0002,0.3848,0.1173,0.0010,0.0009,0.0000,0.0000,0.0004
581,12.9255,0.0000,12.3159,4.4633,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922243072,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0003,0.0011,0.0524,0.0256,0.0023,0.0000,0.0040,4.4633,0.0224,0.0000,0.0000,0.0000,0.8296,0.0003,0.3839,0.1566,0.0012,0.0003,0.0000,0.0000,0.0003
582,12.9390,0.0000,13.8609,4.3501,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922243072,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0009,0.0443,0.0279,0.0020,0.0000,0.0036,4.3501,0.0110,0.0000,0.0000,0.0000,0.8222,0.0006,0.4033,0.1486,0.0015,0.0005,0.0000,0.0000,0.0003
583,12.9532,0.0000,14.0502,4.4564,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922243072,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0015,0.0341,0.0290,0.0022,0.0000,0.0021,4.4564,0.0100,0.0000,0.0000,0.0000,0.8244,0.0004,0.4259,0.1256,0.0015,0.0006,0.0000,0.0000,0.0002
584,12.9664,0.0000,13.4958,4.2264,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922243072,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0007,0.0361,0.0350,0.0020,0.0000,0.0024,4.2264,0.0084,0.0000,0.0000,0.0000,0.7975,0.0001,0.4022,0.1201,0.0012,0.0007,0.0000,0.0000,0.0003
585,12.9791,0.0000,12.1905,4.3878,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922243072,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0001,0.0004,0.0405,0.0253,0.0019,0.0000,0.0019,4.3878,0.0092,0.0000,0.0000,0.0000,0.7106,0.0002,0.3528,0.0995,0.0003,0.0003,0.0000,0.0000,0.0002
586,12.9919,0.0000,13.2534,3.9958,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922247168,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0007,0.0316,0.0229,0.0022,0.0000,0.0026,3.9958,0.0082,0.0000,0.0000,0.0000,0.7005,0.0002,0.3414,0.1020,0.0005,0.0003,0.0000,0.0000,0.0003
587,13.0063,0.0000,13.2016,5.1450,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922247168,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0001,0.0008,0.0376,0.0229,0.0017,0.0000,0.0016,5.1450,0.0176,0.0000,0.0000,0.0000,0.7453,0.0002,0.3510,0.1140,0.0029,0.0003,0.0000,0.0000,0.0003
588,13.0212,0.0000,15.8485,4.4620,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922247168,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0003,0.0010,0.0306,0.0292,0.0030,0.0000,0.0027,4.4620,0.0105,0.0000,0.0000,0.0000,0.7741,0.0003,0.3964,0.1062,0.0006,0.0003,0.0000,0.0000,0.0004
589,13.0345,0.0000,12.7539,4.7275,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922247168,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0011,0.0533,0.0283,0.0032,0.0000,0.0026,4.7275,0.0191,0.0000,0.0000,0.0000,0.8361,0.0002,0.3829,0.1548,0.0006,0.0006,0.0000,0.0000,0.0003
590,13.0497,0.0000,14.9309,5.0522,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922247168,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0009,0.0408,0.0278,0.0038,0.0000,0.0036,5.0522,0.0124,0.0000,0.0000,0.0000,0.8782,0.0004,0.4493,0.1253,0.0006,0.0007,0.0000,0.0000,0.0003
591,13.0642,0.0000,14.6087,5.1683,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922247168,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0022,0.0322,0.0475,0.0056,0.0000,0.0066,5.1683,0.0098,0.0000,0.0000,0.0000,0.7192,0.0003,0.3321,0.1059,0.0009,0.0004,0.0000,0.0000,0.0002
592,13.0775,0.0000,13.0929,5.2428,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922247168,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0005,0.0012,0.0477,0.0257,0.0025,0.0000,0.0038,5.2428,0.0133,0.0000,0.0000,0.0000,1.1483,0.0005,0.5861,0.1429,0.0008,0.0003,0.0000,0.0000,0.0005
593,13.0898,0.0000,13.2852,4.2240,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922247168,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0007,0.0300,0.0283,0.0024,0.0000,0.0043,4.2240,0.0086,0.0000,0.0000,0.0000,0.7072,0.0003,0.3657,0.0971,0.0007,0.0009,0.0000,0.0000,0.0018
594,13.1042,0.0000,13.5338,5.3251,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922247168,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0010,0.0366,0.0332,0.0028,0.0000,0.0032,5.3251,0.0112,0.0000,0.0000,0.0000,0.9123,0.0002,0.4603,0.1319,0.0006,0.0005,0.0000,0.0000,0.0004
595,13.1178,0.0000,13.6968,5.1674,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922251264,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0009,0.0375,0.0339,0.0030,0.0000,0.0025,5.1674,0.0096,0.0000,0.0000,0.0000,0.9066,0.0003,0.4237,0.1268,0.0008,0.0003,0.0000,0.0000,0.0011
596,13.1309,0.0000,13.1301,5.0438,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922251264,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0001,0.0009,0.0337,0.0266,0.0026,0.0000,0.0025,5.0438,0.0087,0.0000,0.0000,0.0000,0.9335,0.0002,0.4513,0.1523,0.0005,0.0002,0.0000,0.0000,0.0013
597,13.1448,0.0000,13.4737,5.4654,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922251264,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0001,0.0007,0.0398,0.0283,0.0022,0.0000,0.0028,5.4654,0.0120,0.0000,0.0000,0.0000,0.9495,0.0004,0.4659,0.1341,0.0007,0.0009,0.0000,0.0000,0.0004
598,13.1588,0.0000,14.3842,5.1957,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922251264,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0018,0.0380,0.0557,0.0094,0.0000,0.0084,5.1957,0.0127,0.0000,0.0000,0.0000,0.9784,0.0003,0.4947,0.1320,0.0007,0.0003,0.0000,0.0000,0.0002
599,13.1719,0.0000,13.3344,4.9580,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922251264,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0007,0.0454,0.0296,0.0024,0.0000,0.0026,4.9580,0.0117,0.0000,0.0000,0.0000,1.0106,0.0003,0.5029,0.1423,0.0007,0.0003,0.0000,0.0000,0.0005
600,13.1847,0.0000,13.0118,4.7008,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922251264,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0007,0.0375,0.0328,0.0030,0.0000,0.0023,4.7008,0.0090,0.0000,0.0000,0.0000,0.8927,0.0002,0.4624,0.1222,0.0005,0.0005,0.0000,0.0000,0.0002
601,13.1983,0.0000,13.2668,5.0782,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922251264,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0007,0.0384,0.0294,0.0028,0.0000,0.0024,5.0782,0.0077,0.0000,0.0000,0.0000,0.9758,0.0002,0.4884,0.1336,0.0007,0.0027,0.0000,0.0000,0.0003
602,13.2113,0.0000,13.0592,4.8626,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922251264,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0003,0.0008,0.0318,0.0289,0.0029,0.0000,0.0030,4.8626,0.0140,0.0000,0.0000,0.0000,0.7278,0.0009,0.3259,0.1343,0.0020,0.0005,0.0000,0.0000,0.0003
603,13.2253,0.0000,14.1019,4.9111,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922251264,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0020,0.0292,0.0474,0.0055,0.0000,0.0042,4.9111,0.0087,0.0000,0.0000,0.0000,0.6633,0.0002,0.3199,0.1002,0.0006,0.0005,0.0000,0.0000,0.0003
604,13.2378,0.0000,12.8547,4.6205,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922255360,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0001,0.0007,0.0291,0.0290,0.0023,0.0000,0.0025,4.6205,0.0079,0.0000,0.0000,0.0000,0.9036,0.0003,0.4654,0.0936,0.0011,0.0005,0.0000,0.0000,0.0001
605,13.2516,0.0000,13.1830,5.0129,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922255360,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0009,0.0430,0.0272,0.0028,0.0000,0.0041,5.0129,0.0102,0.0000,0.0000,0.0000,0.9184,0.0006,0.4565,0.1513,0.0013,0.0010,0.0000,0.0000,0.0003
606,13.2673,0.0000,14.9013,5.8581,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922255360,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0003,0.0010,0.0502,0.0385,0.0041,0.0000,0.0031,5.8581,0.0127,0.0000,0.0000,0.0000,1.1961,0.0003,0.6019,0.1570,0.0007,0.0004,0.0000,0.0000,0.0004
607,13.2799,0.0000,12.9790,5.6139,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922255360,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0010,0.0365,0.0323,0.0030,0.0000,0.0040,5.6139,0.0103,0.0000,0.0000,0.0000,0.8990,0.0003,0.4487,0.1228,0.0007,0.0003,0.0000,0.0000,0.0006
608,13.2929,0.0000,13.7642,4.7532,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922255360,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0001,0.0009,0.0442,0.0288,0.0022,0.0000,0.0027,4.7532,0.0112,0.0000,0.0000,0.0000,0.9098,0.0003,0.4434,0.1366,0.0006,0.0003,0.0000,0.0000,0.0009
609,13.3065,0.0000,13.4857,4.9342,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922255360,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0007,0.0342,0.0289,0.0022,0.0000,0.0033,4.9342,0.0104,0.0000,0.0000,0.0000,0.9095,0.0002,0.4699,0.1146,0.0006,0.0004,0.0000,0.0000,0.0008
610,13.3193,0.0000,12.8963,4.7849,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922255360,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0009,0.0370,0.0314,0.0028,0.0000,0.0038,4.7849,0.0091,0.0000,0.0000,0.0000,0.9157,0.0003,0.4447,0.1419,0.0019,0.0005,0.0000,0.0000,0.0003
611,13.3328,0.0000,12.9552,5.1265,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922255360,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0007,0.0475,0.0302,0.0027,0.0000,0.0018,5.1265,0.0105,0.0000,0.0000,0.0000,0.8715,0.0003,0.4426,0.1280,0.0006,0.0006,0.0000,0.0000,0.0003
612,13.3478,0.0000,14.6833,5.6398,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922255360,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0003,0.0013,0.0486,0.0307,0.0036,0.0000,0.0031,5.6398,0.0179,0.0000,0.0000,0.0000,1.2707,0.0004,0.6536,0.1581,0.0009,0.0005,0.0000,0.0000,0.0005
613,13.3607,0.0000,13.3720,5.1462,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922255360,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0003,0.0008,0.0361,0.0289,0.0028,0.0000,0.0024,5.1462,0.0123,0.0000,0.0000,0.0000,0.8718,0.0003,0.4528,0.1217,0.0006,0.0003,0.0000,0.0000,0.0003
614,13.3772,0.0000,14.7613,6.9156,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922259456,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0004,0.0016,0.0531,0.0328,0.0027,0.0000,0.0056,6.9156,0.0189,0.0000,0.0000,0.0000,1.1315,0.0005,0.5871,0.1397,0.0011,0.0006,0.0000,0.0000,0.0004
615,13.3919,0.0000,15.6338,5.6444,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922259456,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0005,0.0012,0.0382,0.0369,0.0037,0.0000,0.0033,5.6444,0.0137,0.0000,0.0000,0.0000,0.8948,0.0003,0.4357,0.1449,0.0010,0.0005,0.0000,0.0000,0.0004
616,13.4125,0.0000,13.7026,12.9594,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922259456,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0004,0.0027,0.0969,0.0384,0.0036,0.0000,0.0026,12.9594,0.0573,0.0000,0.0000,0.0000,6.8296,0.0004,0.4414,0.1490,0.7485,0.0005,0.0000,0.0000,5.0330
617,13.4195,0.0000,14.3281,5.5722,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922259456,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0010,0.0406,0.0320,0.0189,0.0000,0.0023,5.5722,0.0113,0.0000,0.0000,0.0000,0.9923,0.0003,0.4897,0.1333,0.0009,0.0004,0.0000,0.0000,0.0004
618,13.4333,0.0000,13.4375,5.8877,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922259456,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0003,0.0021,0.0477,0.0572,0.0071,0.0000,0.0070,5.8877,0.0132,0.0000,0.0000,0.0000,1.1633,0.0004,0.5858,0.1437,0.0008,0.0005,0.0000,0.0000,0.0007
619,13.4468,0.0000,14.0236,5.4740,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922259456,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0008,0.0380,0.0303,0.0028,0.0000,0.0024,5.4740,0.0098,0.0000,0.0000,0.0000,0.8757,0.0003,0.4323,0.1257,0.0007,0.0003,0.0000,0.0000,0.0003
620,13.4583,0.0000,12.5216,4.4609,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922259456,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0008,0.0304,0.0284,0.0021,0.0000,0.0035,4.4609,0.0095,0.0000,0.0000,0.0000,0.8909,0.0002,0.4615,0.1137,0.0005,0.0005,0.0000,0.0000,0.0005
621,13.4705,0.0000,12.1908,4.2903,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922259456,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0010,0.0254,0.0217,0.0018,0.0000,0.0028,4.2903,0.0075,0.0000,0.0000,0.0000,0.6451,0.0001,0.3219,0.1011,0.0005,0.0003,0.0000,0.0000,0.0001
622,13.4841,0.0000,13.2853,4.5934,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922259456,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0001,0.0007,0.0447,0.0243,0.0024,0.0000,0.0023,4.5934,0.0104,0.0000,0.0000,0.0000,0.9581,0.0005,0.4479,0.1714,0.0032,0.0010,0.0000,0.0000,0.0002
623,13.4977,0.0000,13.5171,4.8864,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922263552,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0003,0.0008,0.0397,0.0223,0.0017,0.0000,0.0027,4.8864,0.0098,0.0000,0.0000,0.0000,0.8966,0.0004,0.4305,0.1245,0.0006,0.0006,0.0000,0.0000,0.0003
624,13.5099,0.0000,12.6572,4.5376,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922263552,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0008,0.0373,0.0301,0.0016,0.0000,0.0023,4.5376,0.0121,0.0000,0.0000,0.0000,0.9296,0.0003,0.4707,0.1454,0.0006,0.0004,0.0000,0.0000,0.0003
625,13.5227,0.0000,12.2632,4.8128,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922263552,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0007,0.0466,0.0279,0.0021,0.0000,0.0027,4.8128,0.0084,0.0000,0.0000,0.0000,0.9017,0.0003,0.4500,0.1357,0.0017,0.0005,0.0000,0.0000,0.0003
626,13.5351,0.0000,12.4120,4.6734,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922263552,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0006,0.0452,0.0240,0.0023,0.0000,0.0020,4.6734,0.0162,0.0000,0.0000,0.0000,0.9040,0.0003,0.4323,0.1528,0.0006,0.0005,0.0000,0.0000,0.0003
627,13.5491,0.0000,13.5713,5.2889,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922263552,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0007,0.0478,0.0272,0.0030,0.0000,0.0022,5.2889,0.0118,0.0000,0.0000,0.0000,1.2454,0.0003,0.6484,0.1602,0.0007,0.0004,0.0000,0.0000,0.0005
628,13.5622,0.0000,13.1326,5.3119,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922263552,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0009,0.0373,0.0321,0.0038,0.0000,0.0033,5.3119,0.0094,0.0000,0.0000,0.0000,0.8948,0.0003,0.4449,0.1243,0.0006,0.0004,0.0000,0.0000,0.0003
629,13.5749,0.0000,13.1557,4.8430,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922263552,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0009,0.0378,0.0299,0.0023,0.0000,0.0031,4.8430,0.0095,0.0000,0.0000,0.0000,0.9310,0.0001,0.4599,0.1211,0.0008,0.0003,0.0000,0.0000,0.0003
630,13.5868,0.0000,12.3305,4.3439,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922263552,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0004,0.0007,0.0314,0.0235,0.0024,0.0000,0.0027,4.3439,0.0082,0.0000,0.0000,0.0000,0.7310,0.0005,0.3649,0.1165,0.0019,0.0005,0.0000,0.0000,0.0002
631,13.6007,0.0000,13.3712,4.8217,,true,0,0.008333,0.0000,0.0000,1.00,0.00,0.0000,22,1,335,362,0,0,100,5,16,16,0,0,35158,1541,0,0,922263552,0.000000,0.000000,0.000000,0.00,0,0,0,0,0,20,39,30,14,30,30,30,30,30,30,36,16,0,0.0002,0.0013,0.0359,0.0342,0.0028,0.0000,0.0062,4.8217,0.0099,0.0000,0.0000,0.0000,0.9058,0.0003,0.4625,0.1255,0.0004,0.0005,0.0000,0.0000,0.0002
