t_s,altitude_m,relative_speed_mps,vertical_speed_mps,mach,aoa_deg,q_pa,pos_x_m,pos_y_m,pos_z_m,vel_x_mps,vel_y_mps,vel_z_mps,quat_x,quat_y,quat_z,quat_w,omega_x_rps,omega_y_rps,omega_z_rps,pitch_cmd,yaw_cmd,roll_cmd,throttle,engine,sas,rcs,force_x_n,force_y_n,force_z_n,moment_x_nm,moment_y_nm,moment_z_nm,accel_x_mps2,accel_y_mps2,accel_z_mps2
19.996102,2682.805848,394.473861,391.950147,1.192738,15.973045,90799.256377,4822009011645.814453,1028437.975308,3207490.210527,-47.726438,51115.122491,632.678403,0.562903752,-0.587780608,0.371545901,0.446773954,0.004469671,-0.295725001,0.010411677,0.000000,0.000000,0.000000,1.000000,1,1,1,255991.830712,704.801240,1213774.726554,195.152061,-136099.127980,2046.043790,-12.275936,-120.107500,-20.007344
20.015162,2690.268973,394.215743,391.564531,1.192052,15.979850,90650.808729,4822009011644.900391,1029412.173573,3207502.261957,-47.960414,51112.833271,632.297068,0.563987581,-0.589174343,0.369908350,0.444926303,0.004608587,-0.318280941,0.010740584,0.000000,0.000000,0.000000,1.000000,1,1,1,256365.053232,368.063882,1211985.799982,220.785291,-133556.945017,2394.011457,-12.257657,-119.861609,-20.647719
20.034825,2697.960365,393.950951,391.154123,0.647449,16.012484,26728.494548,4822009011643.952148,1030417.175650,3207514.687038,-48.201440,51110.476393,631.891065,0.565181338,-0.590707593,0.368091149,0.442880910,0.004770315,-0.341116442,0.011136560,0.000000,0.000000,0.000000,1.000000,1,1,1,275826.808529,1463.105494,257295.112100,576.404509,449498.127094,2841.342277,-2.328542,-32.892541,11.746172
20.054942,2705.825895,393.951297,391.054383,1.191452,16.167547,90467.832092,4822009011642.979492,1031445.320680,3207527.395445,-48.348083,51108.940935,631.794191,0.566364375,-0.592234082,0.366277501,0.440829875,0.005065195,-0.313213167,0.011617520,0.000000,0.000000,0.000000,1.000000,1,1,1,259844.134918,-439.874121,1221385.766525,272.229221,-129413.989240,3535.263266,-12.341560,-120.619456,-22.259568
20.074523,2713.474545,393.681112,390.614104,0.619597,16.190557,24453.596978,4822009011642.028320,1032446.043238,3207539.758130,-48.589744,51106.579074,631.358325,0.567515543,-0.593726544,0.364499695,0.438810747,0.005260132,-0.335247591,0.012192190,0.000000,0.000000,0.000000,1.000000,1,1,1,269632.743142,962.002188,220639.551994,655.072182,479869.739822,3626.837472,-1.968157,-29.558322,12.000624
20.096018,2721.866618,393.681834,390.493263,0.694528,16.350245,30709.049005,4822009011640.981445,1033544.521715,3207553.324934,-48.743420,51104.966933,631.240490,0.568728730,-0.595309925,0.362612289,0.436653242,0.005615683,-0.302229154,0.012861629,0.000000,0.000000,0.000000,1.000000,1,1,1,281515.412475,808.981289,308268.890172,549.963862,421544.532855,3628.600932,-2.871209,-38.057381,9.811047
20.116702,2729.939759,393.664712,390.344565,1.190902,16.454216,90242.418853,4822009011639.969727,1034601.585671,3207566.377931,-48.901655,51103.318703,631.094866,0.569774626,-0.596694442,0.360974235,0.434753055,0.005920147,-0.275620613,0.013552183,0.000000,0.000000,0.000000,1.000000,1,1,1,265286.133840,-1336.106377,1236400.519145,260.824311,-125356.857806,4685.800407,-12.498583,-121.813600,-24.673601
20.136185,2737.535117,393.385802,389.859436,1.190157,16.430161,90084.937254,4822009011639.012695,1035597.149606,3207578.663745,-49.145156,51100.945494,630.614168,0.570758797,-0.598007038,0.359421172,0.432941566,0.006107540,-0.296856204,0.014303867,0.000000,0.000000,0.000000,1.000000,1,1,1,265231.829964,-1474.377775,1232471.435854,236.962102,-123554.162211,4576.076564,-12.471697,-121.338172,-25.244665
20.154595,2744.703988,393.124711,389.390500,1.189459,16.428787,89937.241412,4822009011638.103516,1036537.901967,3207590.265105,-49.374766,51098.711598,630.149401,0.571746398,-0.599324439,0.357850367,0.431114123,0.006273486,-0.316634827,0.015000280,0.000000,0.000000,0.000000,1.000000,1,1,1,265522.951318,-1648.804699,1230124.723676,226.116688,-121422.306768,4557.110681,-12.457075,-121.015379,-25.843049
20.173916,2752.217604,392.852891,388.886829,1.188732,16.450000,89783.229845,4822009011637.144531,1037525.126348,3207602.430468,-49.615447,51096.373481,629.650092,0.572844239,-0.600789515,0.356089753,0.429070535,0.006444016,-0.337033165,0.015730448,0.000000,0.000000,0.000000,1.000000,1,1,1,266194.675184,-1880.558049,1229100.071985,225.331381,-118737.631632,4627.890669,-12.452879,-120.808740,-26.535883
20.193855,2759.960954,392.573529,388.353239,0.622790,16.495095,24631.515893,4822009011636.150391,1038543.885663,3207614.974471,-49.863744,51093.964683,629.120994,0.574039658,-0.602386140,0.354155386,0.426829440,0.006623047,-0.357618488,0.016497751,0.000000,0.000000,0.000000,1.000000,1,1,1,262390.266742,-1506.862366,199241.941103,939.393869,502659.819367,5979.482602,-1.678949,-28.001933,11.005774
20.214057,2767.802054,392.568896,388.185660,1.188071,16.670204,89592.314803,4822009011635.140625,1039576.070420,3207627.679669,-50.006559,51092.462346,628.956209,0.575198088,-0.603947717,0.352264588,0.424622156,0.007044853,-0.323611133,0.017401284,0.000000,0.000000,0.000000,1.000000,1,1,1,270446.744857,-2404.029257,1240033.432660,193.915229,-114194.614510,5105.926447,-12.572480,-121.635095,-28.284331
20.233609,2775.380777,392.287458,387.628227,1.187314,16.694824,89433.991166,4822009011634.158203,1040574.959473,3207639.965910,-50.252370,51090.084195,628.403207,0.576298365,-0.605445904,0.350451979,0.422491258,0.007202670,-0.343023773,0.018229867,0.000000,0.000000,0.000000,1.000000,1,1,1,271217.301941,-2571.280273,1239111.465630,186.204731,-111491.480675,5042.738591,-12.574114,-121.422483,-28.998290
20.252731,2782.782244,392.012936,387.069402,1.186575,16.738903,89279.496828,4822009011633.192383,1041551.849904,3207651.971513,-50.492810,51087.762377,627.848707,0.577425905,-0.606982980,0.348577173,0.420291495,0.007356100,-0.361560145,0.019033025,0.000000,0.000000,0.000000,1.000000,1,1,1,272306.285288,-2780.687896,1239444.572574,188.130825,-108436.481624,5070.117263,-12.584866,-121.325489,-29.757055
20.272443,2790.400700,391.730151,386.478364,1.185812,16.804658,89120.354481,4822009011632.192383,1042558.870479,3207664.336420,-50.740889,51085.370748,627.262121,0.578640177,-0.608640692,0.346538508,0.417903238,0.007519489,-0.380145320,0.019867815,0.000000,0.000000,0.000000,1.000000,1,1,1,273775.259082,-3044.864836,1241025.430674,198.381091,-104863.727604,5189.198014,-12.604888,-121.335458,-30.602821
20.292414,2798.106902,391.442809,385.862675,0.568122,16.891066,20446.083435,4822009011631.173828,1043579.066389,3207676.851491,-50.992626,51082.947514,626.650941,0.579920147,-0.610391387,0.344367331,0.415362635,0.007695950,-0.398353935,0.020735261,0.000000,0.000000,0.000000,1.000000,1,1,1,250954.468858,-4332.206524,122844.625254,1399.807825,568701.214397,8691.577591,-0.766173,-21.362286,12.105331
20.312514,2805.857483,391.442590,385.664865,1.185132,17.114924,88928.477420,4822009011630.146484,1044605.798539,3207689.441927,-51.127291,51081.512271,626.455791,0.581140297,-0.612080590,0.342275830,0.412892920,0.008274382,-0.357463120,0.021910232,0.000000,0.000000,0.000000,1.000000,1,1,1,279753.267392,-3578.160464,1257099.872316,137.660405,-98639.348334,5649.150464,-12.776225,-122.585658,-32.646975
20.332421,2813.521830,391.144863,385.010430,1.184324,17.169198,88762.806937,4822009011629.124023,1045622.622276,3207701.899755,-51.381625,51079.071976,625.805892,0.582307581,-0.613719048,0.340252168,0.410481757,0.008413076,-0.374534947,0.022849454,0.000000,0.000000,0.000000,1.000000,1,1,1,281112.505913,-3717.713547,1257771.097500,133.569875,-95370.864350,5526.330485,-12.796063,-122.491054,-33.472648
20.351390,2820.812938,390.860671,384.371173,1.183552,17.237279,88604.773658,4822009011628.144531,1046591.493280,3207713.758576,-51.624353,51076.748453,625.170952,0.583458153,-0.615337660,0.338236588,0.408083518,0.008547174,-0.390263121,0.023728249,0.000000,0.000000,0.000000,1.000000,1,1,1,282698.646738,-3891.185741,1259375.949667,137.551415,-91891.321696,5493.041333,-12.821567,-122.484384,-34.312309
20.371116,2828.381557,390.564591,383.689846,1.182745,17.324860,88440.254399,4822009011627.121094,1047598.979318,3207726.077270,-51.877269,51074.332341,624.494111,0.584693398,-0.617079687,0.336049305,0.405483852,0.008693625,-0.406021912,0.024639306,0.000000,0.000000,0.000000,1.000000,1,1,1,284651.368866,-4114.210826,1262020.863052,148.600280,-87888.573684,5543.332351,-12.854574,-122.560683,-35.241539
20.390885,2835.952848,390.266250,382.988661,1.181930,17.428416,88274.730819,4822009011626.090820,1048608.618463,3207738.409104,-52.131391,51071.909442,623.797422,0.585966713,-0.618880524,0.333768980,0.402775591,0.008852186,-0.421126857,0.025562886,0.000000,0.000000,0.000000,1.000000,1,1,1,286903.279451,-4379.515912,1265564.272197,165.133226,-83507.867972,5674.667303,-12.893221,-122.711734,-36.226816
20.410530,2843.462822,389.967422,382.272493,0.514342,17.545813,16708.765242,4822009011625.061523,1049611.909579,3207750.649999,-52.384686,51069.498696,623.085725,0.587263356,-0.620720365,0.331419620,0.399986268,0.009025058,-0.435388984,0.026503959,0.000000,0.000000,0.000000,1.000000,1,1,1,243800.307833,-8373.640051,48782.356468,2063.252526,642143.845833,12292.240480,0.207381,-15.471353,13.802269
20.430861,2851.228141,389.971336,382.031484,1.181220,17.814139,88080.757590,4822009011623.993164,1050650.131132,3207763.311127,-52.514077,51068.091872,622.847308,0.588517615,-0.622530380,0.329117154,0.397221401,0.009839459,-0.385590418,0.028036013,0.000000,0.000000,0.000000,1.000000,1,1,1,294593.230840,-4833.225586,1285338.075676,43.220219,-75607.312125,5964.800276,-13.106799,-124.217297,-38.556549
20.450700,2858.792205,389.655496,381.261974,0.533056,17.885286,17928.793970,4822009011622.946289,1051663.250077,3207775.652960,-52.774110,51065.627457,622.082363,0.589674278,-0.624233274,0.326963148,0.394603808,0.009936305,-0.398629552,0.029033307,0.000000,0.000000,0.000000,1.000000,1,1,1,243648.446517,-10678.162121,57610.972868,2343.165687,645557.572838,14299.707874,0.271167,-16.539159,13.113753
20.472327,2867.029906,389.649428,380.974409,1.180440,18.118700,87873.538861,4822009011621.801758,1052767.601719,3207789.098876,-52.913251,51064.106191,621.797597,0.590836073,-0.625984142,0.324768072,0.391895761,0.010849343,-0.344703145,0.030820894,0.000000,0.000000,0.000000,1.000000,1,1,1,301103.832160,-4725.037411,1299777.801304,-179.758705,-69887.660310,5150.907210,-13.310873,-125.197656,-40.672898
20.490788,2874.049224,389.345849,380.219260,1.179604,18.135941,87708.905883,4822009011620.820312,1053710.265602,3207800.564167,-53.158986,51061.794887,621.046725,0.591756162,-0.627408341,0.323002061,0.389683317,0.010805562,-0.355917339,0.031628027,0.000000,0.000000,0.000000,1.000000,1,1,1,301969.751809,-4501.141656,1298050.675389,-195.964297,-68042.474485,4427.957139,-13.330784,-124.851192,-41.340145
20.509921,2881.308626,389.033530,379.423896,0.626065,18.166122,24694.675592,4822009011619.798828,1054687.169798,3207812.431333,-53.414040,51059.406147,620.255776,0.592733100,-0.628923350,0.321106334,0.387315911,0.010754092,-0.367232308,0.032355224,0.000000,0.000000,0.000000,1.000000,1,1,1,248643.512161,-14351.109764,141778.565515,2733.602130,592629.128831,17247.042657,-0.342862,-24.297511,9.072033
20.530020,2888.927078,389.002770,379.089515,1.178749,18.337193,87496.660204,4822009011618.722656,1055713.391138,3207824.890345,-53.551699,51057.910267,619.924142,0.593681948,-0.630433293,0.319237562,0.384945433,0.011652857,-0.321188822,0.034100253,0.000000,0.000000,0.000000,1.000000,1,1,1,306708.464676,-3902.454991,1306155.193920,-464.402779,-64536.879546,2744.438364,-13.505435,-125.236541,-43.083873
20.549251,2896.201513,388.684336,378.256501,1.177871,18.326332,87324.738977,4822009011617.687500,1056695.264455,3207836.796474,-53.811428,51055.501782,619.095575,0.594530698,-0.631821118,0.317538046,0.382759602,0.011432702,-0.331975100,0.034570860,0.000000,0.000000,0.000000,1.000000,1,1,1,307118.284793,-3482.250773,1302668.858203,-465.544318,-63524.235429,1743.302866,-13.522900,-124.712738,-43.676375
20.568639,2903.518494,388.366976,377.405261,1.176995,18.327639,87153.172882,4822009011616.638672,1057685.061083,3207848.782833,-54.073605,51053.083902,618.248795,0.595410103,-0.633255629,0.315759470,0.380486629,0.011213323,-0.342678248,0.034890695,0.000000,0.000000,0.000000,1.000000,1,1,1,307750.995570,-3125.124511,1299882.843333,-453.597054,-62159.212352,901.885139,-13.542090,-124.246539,-44.312843
20.588260,2910.906583,388.048954,376.531286,1.176117,18.341051,86981.079791,4822009011615.572266,1058686.748709,3207860.896709,-54.339320,51050.646005,617.379313,0.596323989,-0.634741365,0.313893230,0.378116569,0.011001897,-0.353277658,0.035082932,0.000000,0.000000,0.000000,1.000000,1,1,1,308611.306994,-2837.230226,1297773.423533,-429.491698,-60448.478399,224.754010,-13.562064,-123.834334,-44.996312
20.607936,2918.297708,387.732601,375.641452,1.175243,18.366142,86809.787572,4822009011614.498047,1059691.173937,3207873.026853,-54.606168,51048.209439,616.493965,0.597263587,-0.636262823,0.311956333,0.375671497,0.010807960,-0.363613929,0.035169701,0.000000,0.000000,0.000000,1.000000,1,1,1,309689.710426,-2626.333167,1296332.210709,-394.739780,-58424.391448,-278.852229,-13.581684,-123.476836,-45.720115
20.627458,2925.613224,387.420643,374.744500,1.174380,18.401932,86640.842291,4822009011613.426758,1060687.656562,3207885.044220,-54.871300,51045.799005,615.601446,0.598217474,-0.637800873,0.309971773,0.373180117,0.010639914,-0.373525452,0.035177707,0.000000,0.000000,0.000000,1.000000,1,1,1,310965.740212,-2495.648971,1295523.204603,-351.433295,-56133.911293,-609.111853,-13.599937,-123.172821,-46.474704
20.646542,2932.747915,387.116916,373.853247,1.173539,18.446760,86476.390683,4822009011612.375000,1061661.780143,3207896.775558,-55.130844,51043.448350,614.714514,0.599169358,-0.639329314,0.307973416,0.370683805,0.010504456,-0.382835014,0.035135680,0.000000,0.000000,0.000000,1.000000,1,1,1,312403.645822,-2443.229834,1295282.576218,-302.243962,-53644.925604,-775.947065,-13.615989,-122.919736,-47.245720
20.666126,2940.051289,386.806451,372.923562,0.598040,18.502497,22446.847699,4822009011611.290039,1062661.373316,3207908.796072,-55.397501,51041.041077,613.789249,0.600165161,-0.640921679,0.305863821,0.368060462,0.010398492,-0.391964653,0.035067035,0.000000,0.000000,0.000000,1.000000,1,1,1,239992.870377,-18934.311453,60116.454619,3748.253150,662624.564340,19849.391112,0.697536,-17.964427,11.329992
20.686320,2947.573217,386.796143,372.550022,0.666811,18.707241,27892.388330,4822009011610.168945,1063692.042517,3207921.181964,-55.528079,51039.620802,613.418288,0.601104256,-0.642465615,0.303840089,0.365503498,0.011629223,-0.338245845,0.036661767,0.000000,0.000000,0.000000,1.000000,1,1,1,245751.998455,-21526.871350,149378.940213,3946.755518,601513.314370,22603.038256,-0.000450,-25.657118,6.843884
20.706810,2955.197344,386.757842,372.113194,1.172726,18.840578,86229.660971,4822009011609.028320,1064737.848813,3207933.741690,-55.669269,51038.092671,612.984235,0.601882824,-0.643838026,0.302113925,0.363231109,0.012833214,-0.289028393,0.038445291,0.000000,0.000000,0.000000,1.000000,1,1,1,321531.412525,-1563.365261,1313113.837780,-924.593970,-49071.955807,-3011.272700,-13.918723,-123.907665,-50.118184
20.726120,2962.364146,386.440777,371.141020,0.720244,18.786229,32510.161050,4822009011607.948242,1065723.357752,3207945.559842,-55.938042,51035.699991,612.016444,0.602554224,-0.645062861,0.300595201,0.361199165,0.012326492,-0.297260507,0.038028237,0.000000,0.000000,0.000000,1.000000,1,1,1,253244.595769,-24143.806941,224762.293491,4281.543032,546601.278198,25088.223927,-0.577455,-32.301245,2.995332
20.746928,2970.075901,386.385025,370.643492,1.171779,18.864131,86006.484004,4822009011606.781250,1066785.240520,3207958.283610,-56.088816,51034.082762,611.521849,0.603205853,-0.646304147,0.299089020,0.359137029,0.013548290,-0.252291868,0.039832605,0.000000,0.000000,0.000000,1.000000,1,1,1,323235.458050,-87.658133,1310677.916762,-1293.331021,-50816.368910,-6081.130309,-14.042477,-123.263100,-51.268704
20.766788,2977.416536,386.063632,369.620826,0.780422,18.767514,38131.968568,4822009011605.662109,1067798.724004,3207970.408156,-56.367698,51031.634768,610.503657,0.603774967,-0.647428020,0.297745115,0.357268239,0.012784109,-0.261058833,0.038912057,0.000000,0.000000,0.000000,1.000000,1,1,1,266240.587421,-25715.256260,328618.825094,4488.958781,467221.231524,26666.830410,-1.543713,-41.426992,-2.100051
20.787251,2984.969310,385.991262,369.068924,0.824134,18.791883,42502.169222,4822009011604.505859,1068842.994471,3207982.890359,-56.527055,51029.959607,609.954791,0.604306116,-0.648524830,0.296462403,0.355442972,0.013935753,-0.224153379,0.040539700,0.000000,0.000000,0.000000,1.000000,1,1,1,278612.517010,-27629.394010,414286.987792,4707.273893,405852.593774,28593.217726,-2.262192,-48.980721,-6.125151
20.808350,2992.743927,385.900821,368.451446,1.170598,18.762665,85705.628563,4822009011603.309570,1069919.638735,3207995.747468,-56.700086,51028.154444,609.340582,0.604736098,-0.649529305,0.295370299,0.353782872,0.015040257,-0.191923209,0.042177749,0.000000,0.000000,0.000000,1.000000,1,1,1,323038.850718,3177.188240,1300185.078490,-2130.245804,-57849.213645,-12695.697753,-14.244203,-121.694412,-52.488133
20.827284,2999.701362,385.605806,367.453427,0.857278,18.608688,45945.117851,4822009011602.230469,1070885.772178,3208007.266024,-56.969788,51025.850258,608.346762,0.605096654,-0.650394862,0.294436222,0.352351919,0.013788586,-0.201437986,0.040291414,0.000000,0.000000,0.000000,1.000000,1,1,1,283481.606022,-27475.901767,466169.198842,4710.203664,363697.704486,27256.261205,-2.842337,-53.355963,-9.073822
20.848420,3007.454736,385.512278,366.799353,0.897143,18.548972,50291.926143,4822009011601.023438,1071964.177142,3208020.110770,-57.150130,51024.013106,607.696008,0.605462722,-0.651316268,0.293464495,0.350828451,0.014781837,-0.173614034,0.041436284,0.000000,0.000000,0.000000,1.000000,1,1,1,292548.384601,-27850.371651,545882.340402,4551.724914,308399.371185,26955.846471,-3.634587,-60.161702,-13.108481
20.869720,3015.254300,385.404189,366.094020,1.169373,18.446990,85400.217073,4822009011599.802734,1073050.991145,3208033.041667,-57.341268,51022.095345,606.994141,0.605748076,-0.652152115,0.292654213,0.349457293,0.015563507,-0.151029172,0.042312357,0.000000,0.000000,0.000000,1.000000,1,1,1,318594.692029,7303.159339,1277957.728290,-2864.256755,-68942.582244,-20332.054741,-14.392081,-119.098826,-52.939286
20.887855,3021.875845,385.140927,365.130058,1.168645,18.263961,85256.780348,4822009011598.757812,1073976.225418,3208044.031950,-57.602265,51019.935516,606.034099,0.605988167,-0.652843750,0.291971844,0.348318565,0.013925323,-0.161891212,0.039391266,0.000000,0.000000,0.000000,1.000000,1,1,1,315664.857718,8362.647337,1265529.800443,-2595.109400,-72448.102649,-21559.976316,-14.357596,-117.799921,-52.804629
20.907496,3029.026931,384.867081,364.088726,1.167890,18.082450,85106.663861,4822009011597.621094,1074978.265418,3208055.914729,-57.884263,51017.621801,604.996961,0.606298013,-0.653617929,0.291136632,0.347024183,0.012321511,-0.174255947,0.036033336,0.000000,0.000000,0.000000,1.000000,1,1,1,312781.794053,9230.348163,1253057.573022,-2296.952865,-75563.222889,-22313.616206,-14.305063,-116.480386,-52.714409
20.927248,3036.197675,384.602281,363.043359,1.167162,17.917472,84960.622030,4822009011596.472656,1075985.907664,3208067.843917,-58.166813,51015.321109,603.955758,0.606662590,-0.654421915,0.290196907,0.345656207,0.010898007,-0.187227096,0.032535970,0.000000,0.000000,0.000000,1.000000,1,1,1,310213.670386,9817.393938,1241603.961357,-1992.324610,-77822.173508,-22511.707308,-14.236970,-115.250317,-52.683087
20.946274,3043.085860,384.356143,362.037038,1.166488,17.775139,84824.116125,4822009011595.360352,1076956.493233,3208079.315824,-58.437689,51013.128334,602.953400,0.607064418,-0.655220007,0.289197835,0.344273361,0.009712608,-0.200096883,0.029135561,0.000000,0.000000,0.000000,1.000000,1,1,1,308045.040503,10121.067132,1231584.135475,-1704.059495,-79293.941908,-22212.320689,-14.157028,-114.154854,-52.709175
20.965641,3050.077575,384.113867,361.012232,0.851415,17.647300,45169.199466,4822009011594.223633,1077944.420537,3208090.973439,-58.711868,51010.917500,601.932582,0.607526612,-0.656057035,0.288083308,0.342795261,0.008684434,-0.213446177,0.025719370,0.000000,0.000000,0.000000,1.000000,1,1,1,262932.699648,-11753.732305,387831.392794,3137.500165,384128.334084,7923.194391,-3.654529,-45.781277,-7.356210
20.985822,3057.351610,384.070112,360.402427,1.165784,17.625083,84642.364051,4822009011593.036133,1078973.843796,3208103.109536,-58.890622,51009.314039,601.325637,0.607986505,-0.656883674,0.286976492,0.341322049,0.009281341,-0.186782834,0.024653060,0.000000,0.000000,0.000000,1.000000,1,1,1,306035.491790,10371.036688,1220522.724997,-1542.413750,-82511.899889,-21440.837459,-14.054525,-112.776557,-53.158802
21.005371,3064.376829,383.835122,359.359243,1.165145,17.484646,84510.659614,4822009011591.879883,1079970.996934,3208114.844714,-59.165378,51007.109337,600.286419,0.608439506,-0.657655669,0.285907247,0.339922688,0.008337699,-0.200805696,0.021322608,0.000000,0.000000,0.000000,1.000000,1,1,1,303867.928448,10254.581936,1210671.644535,-1247.061808,-83640.246661,-20392.132940,-13.932854,-111.696001,-53.189273
21.024747,3071.319728,383.609803,358.324759,0.835791,17.363358,43465.878824,4822009011590.728516,1080959.268581,3208126.455893,-59.435341,51004.945115,599.255824,0.608942533,-0.658448092,0.284748119,0.338457694,0.007585007,-0.214895168,0.018183465,0.000000,0.000000,0.000000,1.000000,1,1,1,253394.362778,-3856.511943,329800.054124,2074.478841,415350.280407,304.298832,-3.865426,-40.630864,-5.155998
21.045790,3078.847435,383.585404,357.707099,0.858007,17.351588,45784.612428,4822009011589.474609,1082032.522323,3208139.053498,-59.621197,51003.352749,598.640982,0.609463144,-0.659255229,0.283555021,0.336947725,0.007988822,-0.184603260,0.016636196,0.000000,0.000000,0.000000,1.000000,1,1,1,257416.947299,-1659.488625,372757.255933,1637.859541,383379.102044,-1736.185450,-4.515572,-44.149416,-7.590209
21.068411,3086.924200,383.551066,357.010959,1.164546,17.294304,84298.665968,4822009011588.122070,1083186.212380,3208152.580381,-59.827781,51001.604459,597.947936,0.609939626,-0.659995607,0.282469554,0.335544934,0.008259508,-0.155406732,0.014879831,0.000000,0.000000,0.000000,1.000000,1,1,1,301354.901409,9387.731195,1197016.510296,-927.692654,-89627.092979,-16935.152376,-13.675262,-109.899654,-53.953725
21.088082,3093.925991,383.333873,355.945771,1.163964,17.125184,84175.665147,4822009011586.939453,1084189.419974,3208164.321709,-60.096786,50999.442628,596.886614,0.610359064,-0.660610166,0.281535160,0.334356062,0.007685517,-0.170735628,0.012231754,0.000000,0.000000,0.000000,1.000000,1,1,1,298622.856886,8988.316492,1185666.526320,-689.189325,-91038.066008,-15552.806201,-13.505713,-108.705158,-53.849748
21.107412,3100.786340,383.128613,354.901086,1.163417,16.978732,84058.589006,4822009011585.772461,1085175.214756,3208175.839595,-60.357856,50997.341323,595.845682,0.610824933,-0.661248581,0.280515453,0.333098028,0.007268789,-0.186036705,0.009843674,0.000000,0.000000,0.000000,1.000000,1,1,1,296283.786701,8392.183148,1175661.827466,-459.531686,-91911.167958,-13892.904179,-13.330714,-107.629444,-53.816269
21.126311,3107.474204,382.934812,353.880405,0.860085,16.854301,45920.133684,4822009011584.626953,1086138.957651,3208187.081058,-60.609788,50995.307271,594.828626,0.611330527,-0.661906719,0.279422153,0.331779659,0.006999807,-0.201139928,0.007760390,0.000000,0.000000,0.000000,1.000000,1,1,1,249855.330029,8748.522847,340563.144679,68.708912,390310.284878,-11053.249457,-5.217189,-41.099727,-6.808064
21.147061,3114.804874,382.924224,353.248392,1.162956,16.831998,83914.536943,4822009011583.366211,1087197.086742,3208199.411471,-60.800378,50993.774150,594.199300,0.611866008,-0.662585804,0.278274097,0.330399103,0.006951868,-0.174255168,0.005865013,0.000000,0.000000,0.000000,1.000000,1,1,1,294133.579799,6779.009039,1165335.541339,-35.218258,-94485.605336,-9884.447989,-13.037308,-106.347813,-54.193929
21.166152,3121.528948,382.735948,352.210163,0.870149,16.696705,46957.582965,4822009011582.201172,1088170.574628,3208210.735630,-61.049275,50991.743854,593.164679,0.612363765,-0.663190856,0.277221934,0.329145115,0.006936473,-0.189940037,0.004370915,0.000000,0.000000,0.000000,1.000000,1,1,1,248916.203989,12732.519831,348399.505063,-598.190672,379064.912656,-14115.461042,-5.681911,-41.580060,-7.662591
21.187332,3128.975889,382.728219,351.552545,1.162523,16.661470,83773.991191,4822009011580.904297,1089250.579212,3208223.286169,-61.245457,50990.187898,592.509777,0.612896864,-0.663821314,0.276105284,0.327817891,0.006780773,-0.163778196,0.002514869,0.000000,0.000000,0.000000,1.000000,1,1,1,291534.529975,4933.232194,1153699.636449,380.933416,-97297.468670,-5635.847079,-12.703414,-104.958933,-54.474287
21.207095,3135.902237,382.541929,350.472301,1.162038,16.513896,83665.942148,4822009011579.688477,1090258.252189,3208234.974604,-61.496513,50988.113605,591.433207,0.613400357,-0.664395702,0.275063086,0.326586362,0.007026249,-0.180498618,0.001638573,0.000000,0.000000,0.000000,1.000000,1,1,1,289149.623324,3998.597928,1143716.261844,484.638356,-97818.021971,-3795.481437,-12.491257,-103.893153,-54.412901
21.226461,3142.668900,382.365997,349.415000,1.161582,16.390152,83563.067097,4822009011578.493164,1091245.633546,3208246.407714,-61.738415,50986.101642,590.379463,0.613940168,-0.665004182,0.273943221,0.325272224,0.007330850,-0.196970732,0.001067060,0.000000,0.000000,0.000000,1.000000,1,1,1,287175.966963,2974.213910,1135152.643077,586.214479,-97899.282773,-1883.984212,-12.284342,-102.949893,-54.428159
21.245573,3149.327202,382.197911,348.371261,0.849861,16.288014,44711.524666,4822009011577.308594,1092220.076324,3208257.671558,-61.973202,50984.133995,589.339196,0.614515980,-0.665650178,0.272742934,0.323869175,0.007693569,-0.213241187,0.000797542,0.000000,0.000000,0.000000,1.000000,1,1,1,238618.521719,15491.410829,265579.251703,-1186.020683,426758.355536,-14461.156120,-5.138641,-34.690398,-3.851272
21.266071,3156.456136,382.217379,347.770637,1.161289,16.295647,83445.063656,4822009011576.035156,1093265.112425,3208269.739841,-62.149697,50982.731891,588.740990,0.615105962,-0.666302147,0.271517775,0.322434803,0.007528792,-0.183906704,-0.000358298,0.000000,0.000000,0.000000,1.000000,1,1,1,285861.988447,636.772050,1128156.797030,973.827496,-99467.208429,2701.972295,-11.943177,-101.960435,-54.944649
21.285544,3163.207110,382.050996,346.697249,1.160863,16.179567,83346.820907,4822009011574.820312,1094257.822303,3208281.183120,-62.382258,50980.746492,587.671094,0.615660501,-0.666910041,0.270368081,0.321082926,0.008140076,-0.200748924,0.000080728,0.000000,0.000000,0.000000,1.000000,1,1,1,284013.627961,-413.926165,1120083.373000,994.005794,-99314.338480,4375.959764,-11.736447,-101.059885,-54.974589
21.305222,3170.008353,381.888264,345.611922,0.811126,16.083567,40673.211539,4822009011573.587891,1095261.025521,3208292.726521,-62.613218,50978.757750,586.589257,0.616260860,-0.667577878,0.269108482,0.319598115,0.008771175,-0.217743624,0.000791248,0.000000,0.000000,0.000000,1.000000,1,1,1,230155.364536,15426.265411,151586.036679,-1312.292343,506757.976465,-12515.060949,-4.046150,-25.762453,2.372460
