t_s,altitude_m,relative_speed_mps,vertical_speed_mps,mach,aoa_deg,q_pa,pos_x_m,pos_y_m,pos_z_m,vel_x_mps,vel_y_mps,vel_z_mps,quat_x,quat_y,quat_z,quat_w,omega_x_rps,omega_y_rps,omega_z_rps,pitch_cmd,yaw_cmd,roll_cmd,throttle,engine,sas,rcs,force_x_n,force_y_n,force_z_n,moment_x_nm,moment_y_nm,moment_z_nm,accel_x_mps2,accel_y_mps2,accel_z_mps2
0.000000,500.000000,180.011111,-2.000000,0.532770,8.636594,20808.533519,4822009011887.997070,0.000000,3200500.000000,0.000000,51310.632931,238.700722,0.049325276,-0.049325276,0.705384305,0.705384305,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,1.000000,1,1,1,254751.320124,32920.494255,132417.159509,-5096.877736,118910.854891,-100059.371667,-3.538307,22.925803,11.271326
0.007047,499.986466,180.171790,-1.920503,0.533239,8.607833,20845.142586,4822009011887.997070,361.573113,3200501.682618,-0.024933,51310.794482,238.780148,0.049305267,-0.049309066,0.705371350,0.705399791,-0.001158590,0.007286367,-0.005640728,0.000000,0.000000,0.000000,1.000000,1,1,1,254649.361341,32818.354885,132282.801373,-4628.162284,111231.047989,-94981.431230,-3.527407,22.918704,11.255706
0.013792,499.974025,180.325578,-1.844515,0.535011,8.577866,20983.927778,4822009011887.997070,707.663261,3200503.293692,-0.048726,51310.949068,238.856067,0.049269053,-0.049279573,0.705347674,0.705428057,-0.002165493,0.013810304,-0.010765855,0.000000,0.000000,0.000000,1.000000,1,1,1,241029.183580,-8762.807498,59194.006643,2395.870244,155116.198744,-45976.551812,0.556042,22.596339,3.965300
0.037736,499.933652,180.868619,-1.662283,0.535258,8.473574,21003.390978,4822009011887.995117,1936.256782,3200509.016625,-0.084129,51311.493893,239.038054,0.048977316,-0.049018490,0.705182455,0.705631713,-0.002863307,0.040805009,-0.023808699,0.000000,0.000000,0.000000,1.000000,1,1,1,254154.658278,32149.869618,131545.994828,-3773.547645,74915.789162,-76960.371525,-3.448379,22.896820,11.157320
0.056964,499.905817,181.307057,-1.447550,0.536511,8.345760,21101.873108,4822009011887.992188,2922.889639,3200513.617006,-0.150434,51311.934156,239.252588,0.048597269,-0.048675132,0.704963164,0.705900825,-0.005197871,0.053332089,-0.035645625,0.000000,0.000000,0.000000,1.000000,1,1,1,253648.785817,31319.584262,130390.631851,-2677.860504,58409.095083,-63742.635991,-3.351213,22.881912,11.014815
0.076339,499.881907,181.748870,-1.233931,0.537766,8.207265,21200.729594,4822009011887.988281,3917.094487,3200518.256788,-0.215366,51312.377505,239.466006,0.048140349,-0.048268499,0.704678160,0.706244539,-0.006859698,0.063175958,-0.045522398,0.000000,0.000000,0.000000,1.000000,1,1,1,253093.544374,30324.713984,129047.544317,-1791.745577,43881.241365,-51441.471100,-3.233478,22.868034,10.848912
0.095016,499.862647,182.174772,-1.031110,0.553283,8.067422,22441.897609,4822009011887.983398,4875.465075,3200522.733086,-0.275758,51312.804612,239.668632,0.047649399,-0.047832999,0.704355067,0.706629662,-0.007921870,0.070307431,-0.053203148,0.000000,0.000000,0.000000,1.000000,1,1,1,248832.303517,-76815.483124,-66524.257450,15049.239019,175446.723218,68139.515387,7.315779,25.020249,-8.254707
0.115592,499.842818,182.667114,-1.006011,0.558778,7.963165,22889.931007,4822009011887.978516,5931.292199,3200527.665928,-0.232441,51313.297162,239.693513,0.047046893,-0.047259593,0.704000921,0.707061401,-0.003270904,0.088851144,-0.050929559,0.000000,0.000000,0.000000,1.000000,1,1,1,252219.984814,-70142.544160,-107541.504211,12486.709889,182202.452671,64020.465724,6.692143,25.870192,-12.242752
0.135671,499.823515,183.156316,-1.022730,0.569454,7.855088,23772.941079,4822009011887.973633,6961.586224,3200532.479474,-0.195355,51313.786320,239.676582,0.046366709,-0.046557186,0.703680419,0.707471855,-0.000054788,0.105553315,-0.048872831,0.000000,0.000000,0.000000,1.000000,1,1,1,265071.560631,-74666.628631,-170707.113490,12200.728070,205010.845759,73342.522502,7.173027,27.898839,-18.276611
0.157253,499.801745,183.704467,-1.107229,0.543423,7.739190,21649.240148,4822009011887.968750,8069.045298,3200537.652457,-0.149101,51314.334024,239.591851,0.045531692,-0.045656149,0.703364504,0.707898831,0.002942587,0.123629171,-0.045656498,0.000000,0.000000,0.000000,1.000000,1,1,1,251241.742146,26564.946783,125148.768198,-4692.238535,-36133.122632,-34365.395136,-2.765048,22.863915,10.277589
0.176724,499.784085,184.148577,-0.906904,0.574132,7.544714,24165.240134,4822009011887.964844,9068.191299,3200542.321427,-0.202939,51314.779205,239.791965,0.044749891,-0.044823448,0.703064483,0.708299822,0.000030872,0.117509249,-0.051014265,0.000000,0.000000,0.000000,1.000000,1,1,1,269013.030403,-74566.994089,-188234.996293,12162.509902,188667.468172,82969.232876,7.219141,28.418769,-20.068932
0.197252,499.765459,184.675386,-1.010177,0.611149,7.431617,27381.842192,4822009011887.960938,10121.619858,3200547.244011,-0.155666,51315.305518,239.688469,0.043895668,-0.043903180,0.702759571,0.708713388,0.002972832,0.130912287,-0.046242160,0.000000,0.000000,0.000000,1.000000,1,1,1,336576.011641,-105574.828174,-352392.204698,17082.297140,270878.136719,135146.910949,10.356998,36.875855,-35.324579
0.225739,499.733510,185.528605,-1.372963,0.604822,7.312342,26817.872509,4822009011887.957031,11583.450786,3200554.068816,-0.043643,51316.156436,239.325367,0.042564740,-0.042409342,0.702431663,0.709210441,0.008864616,0.157293684,-0.033638685,0.000000,0.000000,0.000000,1.000000,1,1,1,318608.147498,-52956.630394,-336581.803219,5943.541973,220399.536281,61181.418781,5.201926,34.866060,-34.137719
0.248728,499.699999,186.194707,-1.653777,0.609856,7.187242,27266.182604,4822009011887.956055,12763.146156,3200559.568611,-0.010851,51316.820258,239.044296,0.041358234,-0.041034794,0.702238278,0.709554115,0.008678691,0.170108145,-0.030763340,0.000000,0.000000,0.000000,1.000000,1,1,1,326550.840773,-45082.676502,-355938.952452,4672.660995,212777.350601,52589.091957,4.454080,35.753063,-36.063893
0.270830,499.661366,186.845755,-1.947072,0.552705,7.059900,22395.284046,4822009011887.956055,13897.375399,3200564.849954,0.013896,51317.468484,238.750751,0.040110669,-0.039631944,0.702075172,0.709866816,0.008104190,0.180121425,-0.028639294,0.000000,0.000000,0.000000,1.000000,1,1,1,248604.272643,20812.014786,119281.082118,-5976.312063,-112686.486097,-27865.546639,-2.081372,22.922073,9.306271
0.289778,499.627817,187.278286,-1.770524,0.620662,6.829024,28241.137150,4822009011887.956055,14869.735547,3200569.377091,-0.025541,51317.902806,238.927084,0.039078576,-0.038503119,0.701916251,0.710143613,0.004482887,0.161551236,-0.032881802,0.000000,0.000000,0.000000,1.000000,1,1,1,347108.279365,-62205.570072,-392797.180969,9134.852575,222541.174836,84682.658551,6.190226,37.903756,-39.690791
0.314954,499.579781,188.047998,-2.157650,0.609207,6.712312,27208.348034,4822009011887.955078,16161.739610,3200575.388908,0.027917,51318.668468,238.539668,0.037710933,-0.037009061,0.701723609,0.710487291,0.006357465,0.173178812,-0.026222384,0.000000,0.000000,0.000000,1.000000,1,1,1,319375.775606,-35531.467382,-345492.396920,3742.048811,191697.452837,42664.759721,3.556910,34.612992,-35.503889
0.335798,499.532853,188.651189,-2.436349,0.611212,6.590615,27387.880740,4822009011887.955078,17231.413621,3200580.358973,0.046166,51319.268279,238.260727,0.036510345,-0.035694445,0.701597339,0.710741919,0.005932326,0.179593163,-0.024470160,0.000000,0.000000,0.000000,1.000000,1,1,1,321656.466229,-31585.986834,-351702.072526,3230.247390,190454.697070,37959.917608,3.183754,34.790592,-36.210777
0.356006,499.481667,189.238460,-2.715714,0.559781,6.467853,22972.718921,4822009011887.956055,18268.503582,3200585.171894,0.061327,51319.851768,237.981124,0.035299584,-0.034379125,0.701486718,0.710977074,0.005455127,0.185389334,-0.023053025,0.000000,0.000000,0.000000,1.000000,1,1,1,246430.418714,16158.378600,112866.122150,-4456.420209,-127919.148546,-18683.742057,-1.562342,22.972268,8.331905
0.375603,499.431649,189.686314,-2.552203,0.561097,6.232940,23080.897802,4822009011887.957031,19274.238508,3200589.838861,0.030710,51320.301961,238.144406,0.034202420,-0.033212117,0.701362175,0.711209006,0.002664938,0.163588546,-0.025995538,0.000000,0.000000,0.000000,1.000000,1,1,1,245649.840480,14940.796938,109407.547216,-3439.762459,-131694.402561,-10995.074668,-1.430973,22.970155,7.913317
0.393959,499.387469,190.106001,-2.406730,0.562325,6.037599,23182.131464,4822009011887.957031,20216.276504,3200594.212882,0.004443,51320.723599,238.289662,0.033297359,-0.032268617,0.701226245,0.711429389,0.000653347,0.142566906,-0.027615511,0.000000,0.000000,0.000000,1.000000,1,1,1,245009.437889,13877.339072,106536.758853,-2633.516139,-134620.326762,-4204.545648,-1.315155,22.966643,7.566993
0.413246,499.343868,190.547115,-2.260558,0.563613,5.859557,23288.484974,4822009011887.957031,21206.096345,3200598.811536,-0.020922,51321.166551,238.435605,0.032488150,-0.031442817,0.701070062,0.711657669,-0.000960612,0.119989299,-0.028265456,0.000000,0.000000,0.000000,1.000000,1,1,1,244429.368292,12861.421255,103941.471034,-1904.838819,-137022.024102,2589.480694,-1.203401,22.961212,7.255113
0.432257,499.303517,190.982011,-2.122403,0.579415,5.710727,24612.682436,4822009011887.956055,22181.784064,3200603.347116,-0.043800,51321.603072,238.573534,0.031833535,-0.030789777,0.700910632,0.711872813,-0.002107985,0.097337898,-0.027870149,0.000000,0.000000,0.000000,1.000000,1,1,1,251701.999479,-41436.206373,-143319.256682,6969.167989,58512.182449,61344.333603,4.130845,25.745720,-16.904825
0.452732,499.259759,191.481718,-2.223559,0.580211,5.635001,24680.466611,4822009011887.955078,23232.597389,3200608.231586,-0.012822,51322.101636,238.472131,0.031192528,-0.030142721,0.700757365,0.712079741,-0.000223473,0.091630985,-0.022395872,0.000000,0.000000,0.000000,1.000000,1,1,1,250493.532795,-34399.524842,-141371.823970,5205.027119,57041.924323,51166.754963,3.450580,25.598903,-16.770115
0.474527,499.210943,192.012101,-2.331041,0.567912,5.561968,23645.263529,4822009011887.955078,24351.164344,3200613.428698,0.013563,51322.630749,238.364384,0.030567194,-0.029493494,0.700631025,0.712258343,0.000942767,0.085470230,-0.017638059,0.000000,0.000000,0.000000,1.000000,1,1,1,243400.628901,10707.338108,100388.197472,-2290.252599,-120998.127592,1738.055014,-0.958786,22.955231,6.773125
0.494073,499.167970,192.459179,-2.198415,0.575089,5.448335,24246.736421,4822009011887.955078,25354.324505,3200618.090353,-0.005177,51323.079431,238.496771,0.030124352,-0.029039873,0.700529229,0.712395963,-0.000491768,0.064904506,-0.017367342,0.000000,0.000000,0.000000,1.000000,1,1,1,239002.172938,-23992.667141,-62483.154695,3638.548111,13864.182090,38274.113260,2.434558,23.816092,-9.225344
0.515073,499.122243,192.950476,-2.225847,0.570673,5.387742,23875.878245,4822009011887.955078,26432.099923,3200623.099142,0.011021,51323.570424,238.469081,0.029715196,-0.028620518,0.700430997,0.712526695,0.000188528,0.056463397,-0.013850694,0.000000,0.000000,0.000000,1.000000,1,1,1,242801.282563,9666.722363,98283.985604,-1848.121505,-101850.425206,2288.862773,-0.841933,22.941182,6.506427
0.531443,499.087551,193.324789,-2.119135,0.571773,5.315597,23968.079552,4822009011887.955078,27272.269876,3200627.004610,-0.002761,51323.945970,238.575590,0.029473214,-0.028376969,0.700361945,0.712614358,-0.000783266,0.041965228,-0.013551063,0.000000,0.000000,0.000000,1.000000,1,1,1,242556.763847,9298.275453,97366.076032,-1416.218886,-91063.870524,3314.216254,-0.801048,22.932083,6.398936
0.551141,499.048292,193.775151,-1.992838,0.573094,5.247182,24079.023380,4822009011887.955078,28283.307552,3200631.706786,-0.018541,51324.397708,238.701643,0.029283183,-0.028199708,0.700277656,0.712712057,-0.001679589,0.026366579,-0.013028335,0.000000,0.000000,0.000000,1.000000,1,1,1,242313.423903,8940.232511,96584.089668,-1000.168064,-78979.344654,4165.835375,-0.760567,22.919998,6.308577
0.570964,499.011270,194.228204,-1.867538,0.574421,5.194506,24190.735347,4822009011887.954102,29300.693795,3200636.440925,-0.033617,51324.852039,238.826695,0.029181757,-0.028122112,0.700193339,0.712802118,-0.002316935,0.012753307,-0.012367127,0.000000,0.000000,0.000000,1.000000,1,1,1,242112.741691,8658.435559,96085.071810,-684.496224,-68037.357514,4680.930980,-0.727905,22.906851,6.252334
0.590834,498.976634,194.682173,-1.743055,0.575750,5.155591,24302.833187,4822009011887.953125,30320.512160,3200641.188808,-0.048080,51325.307192,238.950927,0.029158552,-0.028130835,0.700110547,0.712884042,-0.002754658,0.000998279,-0.011622663,0.000000,0.000000,0.000000,1.000000,1,1,1,241948.941689,8446.528177,95835.730157,-448.568053,-58210.266938,4921.183904,-0.702469,22.892782,6.226128
0.609594,498.946127,195.110611,-1.626014,0.578061,5.129357,24498.341184,4822009011887.952148,31283.392415,3200645.673763,-0.061259,51325.736664,239.067730,0.029196991,-0.028204550,0.700034638,0.712954098,-0.003026046,-0.008497190,-0.010884050,0.000000,0.000000,0.000000,1.000000,1,1,1,247718.928543,-12805.448656,132522.251979,3013.004218,-75847.955976,26785.334484,1.399913,23.122926,9.859145
0.630312,498.914837,195.585813,-1.459140,0.578398,5.098914,24526.970921,4822009011887.950195,32346.759673,3200650.629130,-0.053846,51326.213193,239.234340,0.029299408,-0.028341921,0.699959738,0.713017984,-0.002114950,-0.019828762,-0.008254351,0.000000,0.000000,0.000000,1.000000,1,1,1,241680.848265,8296.366803,95715.008567,-597.519670,-39827.082792,3048.420122,-0.679915,22.861816,6.223504
0.649718,498.888866,196.028598,-1.338113,0.582430,5.092205,24870.142847,4822009011887.949219,33342.833943,3200655.274192,-0.067040,51326.656863,239.355116,0.029464640,-0.028540305,0.699897641,0.713064217,-0.002490033,-0.026549415,-0.007781623,0.000000,0.000000,0.000000,1.000000,1,1,1,257150.502090,-6802.130533,178193.537967,1964.894419,-89875.014976,18680.157343,0.837172,23.671108,14.422508
0.670097,498.864399,196.501232,-1.127032,0.585218,5.068916,25108.843830,4822009011887.947266,34388.795601,3200660.154661,-0.065392,51327.130833,239.565934,0.029688606,-0.028797944,0.699837586,0.713103512,-0.001982667,-0.037459546,-0.006023334,0.000000,0.000000,0.000000,1.000000,1,1,1,263840.438012,-3308.193308,203932.741362,1264.548338,-95985.023928,13592.260596,0.510261,24.106196,17.010799
0.690133,498.844789,196.970205,-0.893364,0.589229,5.050355,25454.300790,4822009011887.945312,35417.228312,3200664.957739,-0.067117,51327.601016,239.799340,0.029981978,-0.029121879,0.699785617,0.713129082,-0.001767474,-0.047812681,-0.004824329,0.000000,0.000000,0.000000,1.000000,1,1,1,275218.747737,-1848.913358,240469.444294,990.837501,-107840.561759,10988.284412,0.391221,24.896811,20.698541
0.711833,498.829331,197.486627,-0.599947,0.592012,5.031900,25695.313848,4822009011887.943359,36531.011921,3200670.165152,-0.070421,51328.118562,240.092473,0.030379833,-0.029552845,0.699733771,0.713145388,-0.001657342,-0.059174123,-0.003860008,0.000000,0.000000,0.000000,1.000000,1,1,1,280950.150126,798.596114,257279.523027,551.819097,-105852.929716,6964.665035,0.143743,25.289048,22.419753
0.731864,498.820842,197.967385,-0.311407,0.595590,5.021362,26006.902958,4822009011887.941406,37559.190905,3200674.978055,-0.076168,51328.599997,240.380747,0.030815633,-0.030020518,0.699687425,0.713152629,-0.001712947,-0.068475084,-0.003394617,0.000000,0.000000,0.000000,1.000000,1,1,1,290092.855506,1699.764688,281310.136388,455.672061,-108914.556512,5205.444434,0.073530,25.941744,24.879255
0.752066,498.818402,198.458992,0.005011,0.599617,5.013748,26359.742557,4822009011887.939453,38596.118861,3200679.837983,-0.082929,51329.091863,240.696895,0.031315250,-0.030554631,0.699639944,0.713154765,-0.001797131,-0.077240582,-0.003145911,0.000000,0.000000,0.000000,1.000000,1,1,1,300764.484437,2141.401545,306649.522104,446.529630,-112035.157113,4042.162179,0.050815,26.718707,27.486586
0.772706,498.822818,198.969589,0.355926,0.588352,5.008071,25378.625586,4822009011887.937500,39655.598526,3200684.810462,-0.090383,51329.602159,241.047532,0.031883573,-0.031160633,0.699589275,0.713153069,-0.001880913,-0.085589368,-0.003063927,0.000000,0.000000,0.000000,1.000000,1,1,1,241013.305295,9722.993175,97509.918057,-681.861063,28828.097774,-3932.450238,-0.808423,22.696941,6.567506
0.791177,498.831635,199.389057,0.477481,0.602700,5.059099,26631.469130,4822009011887.935547,40603.697317,3200689.265007,-0.105315,51330.021386,241.168838,0.032392611,-0.031707551,0.699540561,0.713153808,-0.002288747,-0.080959075,-0.003647005,0.000000,0.000000,0.000000,1.000000,1,1,1,303914.302846,1591.980783,315277.483517,797.113824,-107072.790399,4331.113449,0.110360,26.844170,28.441866
0.811624,498.845784,199.896474,0.837495,0.591079,5.053925,25614.396909,4822009011887.933594,41653.228629,3200694.200469,-0.112734,51330.527639,241.528574,0.032972453,-0.032330208,0.699484220,0.713154542,-0.002203534,-0.088046983,-0.003629628,0.000000,0.000000,0.000000,1.000000,1,1,1,241025.056414,10388.763663,99429.689534,-581.324936,36055.381447,-4929.921822,-0.871668,22.644769,6.827552
0.830727,498.864277,200.329635,0.968185,0.592352,5.106950,25724.801726,4822009011887.930664,42633.821647,3200698.816965,-0.129386,51330.960230,241.659003,0.033504579,-0.032904906,0.699427496,0.713159091,-0.002563737,-0.082057481,-0.004385542,0.000000,0.000000,0.000000,1.000000,1,1,1,241118.351295,10683.477895,100980.197855,-444.871739,33418.107484,-4916.723705,-0.899181,22.621568,7.015216
0.850402,498.886045,200.775419,1.106482,0.593661,5.154238,25838.540944,4822009011887.927734,43643.789306,3200703.574426,-0.147078,51331.405319,241.797031,0.034011533,-0.033458383,0.699364996,0.713170635,-0.002848378,-0.076339772,-0.005162233,0.000000,0.000000,0.000000,1.000000,1,1,1,241196.949497,10943.941639,102442.967913,-327.473503,30813.441634,-4773.842937,-0.923029,22.597977,7.192640
0.870240,498.910829,201.224527,1.249442,0.594978,5.195050,25953.276261,4822009011887.924805,44662.099704,3200708.373975,-0.165389,51331.853613,241.939717,0.034484530,-0.033980022,0.699297948,0.713189004,-0.003060459,-0.071024138,-0.005922752,0.000000,0.000000,0.000000,1.000000,1,1,1,241259.164678,11165.611407,103791.196880,-229.188115,28316.991979,-4524.031347,-0.942782,22.574491,7.356574
0.889888,498.938221,201.669001,1.394258,0.596280,5.229290,26066.996312,4822009011887.920898,45670.687992,3200713.130500,-0.183913,51332.297162,242.084260,0.034918954,-0.034463535,0.699227805,0.713213438,-0.003208388,-0.066185773,-0.006636735,0.000000,0.000000,0.000000,1.000000,1,1,1,241304.913448,11347.944455,105011.662194,-148.505732,25981.928677,-4196.139705,-0.958429,22.551512,7.505386
0.908539,498.966837,202.090580,1.534494,0.604778,5.256666,26815.221805,4822009011887.916992,46628.045424,3200717.647992,-0.201788,51332.717748,242.224236,0.035303409,-0.034894841,0.699158125,0.713241849,-0.003300374,-0.061971847,-0.007265462,0.000000,0.000000,0.000000,1.000000,1,1,1,284670.405811,-4453.285179,275805.924468,2456.148631,-86117.367442,13231.057824,0.671440,25.057457,24.627882
0.929072,499.002554,202.581890,1.866018,0.598959,5.238974,26301.574943,4822009011887.913086,47682.079035,3200722.625842,-0.204853,51333.206310,242.555470,0.035741615,-0.035379587,0.699082303,0.713270464,-0.002518119,-0.067525557,-0.006496282,0.000000,0.000000,0.000000,1.000000,1,1,1,241229.085139,11730.691245,106289.843885,-378.101002,30347.089706,-4866.020098,-0.991309,22.501470,7.684735
0.947764,499.040122,203.003835,2.009927,0.607278,5.266569,27037.224412,4822009011887.909180,48641.621333,3200727.162441,-0.223383,51333.626913,242.699115,0.036134636,-0.035812389,0.699012193,0.713297775,-0.002748750,-0.062592645,-0.007226073,0.000000,0.000000,0.000000,1.000000,1,1,1,285088.189289,-4084.425368,278731.986444,2283.241839,-83456.727290,12634.518200,0.639478,24.995649,24.979618
0.968299,499.085681,203.494856,2.346964,0.610095,5.248258,27288.623928,4822009011887.905273,49695.784607,3200732.150643,-0.227116,51334.114371,243.035859,0.036577484,-0.036295080,0.698935651,0.713325809,-0.002084265,-0.067578274,-0.006553620,0.000000,0.000000,0.000000,1.000000,1,1,1,291865.199708,-3051.857901,296572.627506,1915.189963,-87291.860462,10815.996766,0.552552,25.435736,26.822656
0.989455,499.140098,204.005889,2.714195,0.612278,5.229897,27484.098925,4822009011887.899414,50781.807725,3200737.297027,-0.232105,51334.620906,243.402786,0.037071875,-0.036823804,0.698858782,0.713348503,-0.001611904,-0.072524151,-0.006094296,0.000000,0.000000,0.000000,1.000000,1,1,1,295676.583255,-1697.838292,306619.861868,1554.770592,-86571.682356,8671.958891,0.428610,25.659019,27.879422
1.010269,499.201330,204.511460,3.087056,0.604639,5.214279,26802.468572,4822009011887.893555,51850.299499,3200742.367973,-0.238562,51335.121260,243.775345,0.037592345,-0.037373860,0.698783437,0.713366468,-0.001332276,-0.076776234,-0.005892726,0.000000,0.000000,0.000000,1.000000,1,1,1,240943.718429,12689.065920,108090.738564,-836.487449,45155.742501,-6936.574332,-1.076041,22.387557,7.979600
1.029729,499.264428,204.949453,3.242619,0.613265,5.249783,27572.606168,4822009011887.888672,52849.281696,3200747.114826,-0.259502,51335.556918,243.930627,0.038052018,-0.037863815,0.698708907,0.713389262,-0.001860210,-0.069135032,-0.006973941,0.000000,0.000000,0.000000,1.000000,1,1,1,289293.539798,-2528.586399,293312.757297,1849.167977,-78133.224522,10066.647936,0.502110,25.083472,26.586609
1.049775,499.333737,205.430700,3.590934,0.607347,5.234106,27042.898206,4822009011887.882812,53878.338975,3200752.008859,-0.265409,51336.032457,244.278648,0.038525490,-0.038367055,0.698631152,0.713413112,-0.001467618,-0.072435616,-0.006672121,0.000000,0.000000,0.000000,1.000000,1,1,1,240901.511083,13126.632736,109642.761469,-785.798369,44756.501329,-6947.753600,-1.114007,22.332377,8.191404
1.069080,499.406117,205.864576,3.749356,0.614776,5.263997,27708.427566,4822009011887.876953,54869.410541,3200756.727812,-0.286915,51336.463593,244.436787,0.038952667,-0.038824461,0.698552799,0.713441896,-0.001959988,-0.064922047,-0.007746534,0.000000,0.000000,0.000000,1.000000,1,1,1,285127.091512,-3769.565126,284639.998979,2157.145077,-73251.755792,11994.196907,0.620699,24.686466,25.761318
1.089157,499.485670,206.342718,4.091925,0.610033,5.245718,27282.385429,4822009011887.871094,55900.077969,3200761.639541,-0.291982,51336.935331,244.779059,0.039396126,-0.039297060,0.698471074,0.713471685,-0.001453022,-0.067847224,-0.007281575,0.000000,0.000000,0.000000,1.000000,1,1,1,240836.532006,13496.356179,111032.759314,-782.602534,43706.997907,-6890.909435,-1.144735,22.278055,8.382994
1.108645,499.568603,206.780086,4.255587,0.611320,5.270320,27397.445270,4822009011887.865234,56900.572245,3200766.413130,-0.314291,51337.369500,244.942432,0.039797138,-0.039727302,0.698388901,0.713506043,-0.001948122,-0.060440195,-0.008357221,0.000000,0.000000,0.000000,1.000000,1,1,1,240862.307089,13607.041039,112123.943494,-571.895762,38570.377080,-6020.123182,-1.152514,22.253080,8.515770
1.128134,499.654776,207.217136,4.421837,0.617112,5.287091,27918.897238,4822009011887.858398,57901.069236,3200771.189926,-0.336752,51337.803179,245.108392,0.040151494,-0.040114185,0.698302363,0.713549242,-0.002310827,-0.053903597,-0.009297348,0.000000,0.000000,0.000000,1.000000,1,1,1,278545.764573,-8123.206467,269520.070027,3100.634877,-69432.161699,18371.695970,1.044231,24.097970,24.299857
1.149784,499.755381,207.726377,4.778621,0.614104,5.258692,27647.272132,4822009011887.850586,59012.529401,3200776.501339,-0.337951,51338.304663,245.464849,0.040548625,-0.040541682,0.698208848,0.713594132,-0.001371630,-0.057246159,-0.008151242,0.000000,0.000000,0.000000,1.000000,1,1,1,240722.700524,13845.433453,113083.953881,-763.045083,37876.654938,-6223.931373,-1.168970,22.199373,8.656963
1.167429,499.842400,208.121542,4.931642,0.615267,5.271118,27751.885609,4822009011887.844727,59918.419801,3200780.835353,-0.358578,51338.696379,245.617605,0.040857304,-0.040873409,0.698132870,0.713631936,-0.001808616,-0.051434279,-0.009030762,0.000000,0.000000,0.000000,1.000000,1,1,1,240716.320848,13890.575966,113872.231020,-570.542239,33645.840463,-5361.461527,-1.170344,22.177616,8.753761
1.186804,499.941240,208.555185,5.101541,0.616540,5.278128,27866.742070,4822009011887.836914,60913.123409,3200785.597519,-0.381253,51339.126074,245.787210,0.041155737,-0.041200557,0.698045639,0.713681305,-0.002168111,-0.045765382,-0.009863006,0.000000,0.000000,0.000000,1.000000,1,1,1,240688.570208,13896.131821,114596.908328,-395.460641,29386.874430,-4399.525397,-1.167244,22.154582,8.843618
1.206172,500.043368,208.988389,5.273120,0.617812,5.279346,27981.592368,4822009011887.829102,61907.469555,3200790.361251,-0.403861,51339.555165,245.958494,0.041419140,-0.041494786,0.697955462,0.713737214,-0.002418005,-0.040815775,-0.010545979,0.000000,0.000000,0.000000,1.000000,1,1,1,240642.394426,13864.121014,115196.908437,-254.964241,25556.666035,-3455.778357,-1.160214,22.132319,8.918958
1.225790,500.150248,209.426899,5.448387,0.620554,5.275459,28230.383209,4822009011887.820312,62914.625187,3200795.189742,-0.426621,51339.989343,246.133460,0.041655151,-0.041763175,0.697861915,0.713799295,-0.002582075,-0.036455760,-0.011089626,0.000000,0.000000,0.000000,1.000000,1,1,1,261911.682391,-10860.684727,220894.603731,3783.398053,-50234.938994,23700.135601,1.301313,22.908871,19.476110
1.246687,500.268199,209.905051,5.746070,0.622257,5.241627,28385.342653,4822009011887.810547,63987.529176,3200800.337496,-0.425037,51340.459747,246.430821,0.041912620,-0.042047190,0.697768093,0.713859268,-0.001357068,-0.039014112,-0.009321528,0.000000,0.000000,0.000000,1.000000,1,1,1,264222.605573,-7565.279919,230373.262218,2830.236584,-53905.486826,18910.134999,0.986076,23.010691,20.444453
1.268040,500.395277,210.395137,6.060603,0.621952,5.207657,28357.281274,4822009011887.800781,65083.804929,3200805.603889,-0.426804,51340.941220,246.745022,0.042200613,-0.042350262,0.697682592,0.713907952,-0.000592217,-0.041732426,-0.008035760,0.000000,0.000000,0.000000,1.000000,1,1,1,240259.396663,13947.286213,115445.455230,-898.717675,27422.029885,-4852.549618,-1.156555,22.060375,8.989872
1.287179,500.514565,210.822177,6.232956,0.623210,5.204960,28471.891905,4822009011887.791992,66066.414528,3200810.329574,-0.448939,51341.363428,246.917077,0.042444470,-0.042608309,0.697607095,0.713951917,-0.001149137,-0.037168670,-0.008779052,0.000000,0.000000,0.000000,1.000000,1,1,1,240201.069482,13923.631341,115954.314724,-656.098846,23770.742216,-3918.564996,-1.150948,22.038799,9.054376
1.306571,500.638845,211.254620,6.408846,0.625330,5.197614,28665.757313,4822009011887.783203,67062.051489,3200815.121276,-0.471258,51341.790812,247.092663,0.042661834,-0.042844560,0.697527777,0.714002319,-0.001561607,-0.033160075,-0.009387529,0.000000,0.000000,0.000000,1.000000,1,1,1,258086.486645,-6585.139685,210426.970000,2801.737605,-44886.482940,18570.665662,0.890175,22.597836,18.479323
1.326798,500.772231,211.714229,6.688160,0.626798,5.164460,28800.216846,4822009011887.773438,68100.527387,3200820.122870,-0.473805,51342.242021,247.371659,0.042891761,-0.043090298,0.697448688,0.714051014,-0.000799699,-0.035308444,-0.008128762,0.000000,0.000000,0.000000,1.000000,1,1,1,259258.790748,-3903.571827,216056.096417,2106.089816,-46685.856128,14838.828903,0.632578,22.634392,19.057047
