t_s,altitude_m,relative_speed_mps,vertical_speed_mps,mach,aoa_deg,q_pa,pos_x_m,pos_y_m,pos_z_m,vel_x_mps,vel_y_mps,vel_z_mps,quat_x,quat_y,quat_z,quat_w,omega_x_rps,omega_y_rps,omega_z_rps,pitch_cmd,yaw_cmd,roll_cmd,throttle,engine,sas,rcs,force_x_n,force_y_n,force_z_n,moment_x_nm,moment_y_nm,moment_z_nm,accel_x_mps2,accel_y_mps2,accel_z_mps2,control_mode,surface_pitch,surface_yaw,surface_roll,actuator_saturated,target_quat_x,target_quat_y,target_quat_z,target_quat_w
514.808333,102182.617270,4774.523354,470.085875,14.477124,5.615808,17894.552757,4822008967107.262695,27217094.295888,3302546.107454,-185.224781,55830.531155,-594.314587,-0.014421002,0.040567839,0.705082719,0.707816816,0.002240977,0.000899914,0.006382665,1.000000,0.000000,0.000000,0.000000,1,1,1,-28700.247243,28.715366,12288.479162,-9.163184,371.775180,-37.052622,-0.270780,-3.963277,-3.014617,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014421002,0.040567839,0.705082719,0.707816816
514.816667,102186.534613,4774.495257,470.109720,14.477039,5.615731,17889.918588,4822008967105.718750,27217559.550039,3302541.154623,-185.227038,55830.498128,-594.339709,-0.014416045,0.040577532,0.705101101,0.707798049,0.002238499,0.000926952,0.006380184,1.000000,0.000000,0.000000,0.000000,1,1,1,-28692.828855,54.045408,12285.093603,-10.065196,370.182307,-48.471165,-0.273099,-3.962605,-3.014873,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014416045,0.040577532,0.705101101,0.707798049
514.825000,102190.452155,4774.467165,470.133564,14.476954,5.615640,17885.285439,4822008967104.174805,27218024.803915,3302536.201583,-185.229314,55830.465106,-594.364833,-0.014411175,0.040587297,0.705119472,0.707779287,0.002235777,0.000953874,0.006376941,1.000000,0.000000,0.000000,0.000000,1,1,1,-28685.410089,79.347119,12281.670506,-10.965318,368.534402,-59.874098,-0.275416,-3.961933,-3.015132,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014411175,0.040587297,0.705119472,0.707779287
514.833333,102194.369897,4774.439079,470.157406,14.476868,5.615537,17880.653310,4822008967102.630859,27218490.057515,3302531.248333,-185.231609,55830.432090,-594.389959,-0.014406394,0.040597132,0.705137830,0.707760531,0.002232813,0.000980676,0.006372937,1.000000,0.000000,0.000000,0.000000,1,1,1,-28677.990951,104.617531,12278.210075,-11.863444,366.831763,-71.260090,-0.277730,-3.961262,-3.015393,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014406394,0.040597132,0.705137830,0.707760531
514.841667,102198.287838,4774.411000,470.181247,14.476783,5.615421,17876.022200,4822008967101.086914,27218955.310841,3302526.294874,-185.233923,55830.399079,-594.415087,-0.014401702,0.040607035,0.705156172,0.707741784,0.002229607,0.001007355,0.006368174,1.000000,0.000000,0.000000,0.000000,1,1,1,-28670.571447,129.853684,12274.712514,-12.759471,365.074698,-82.627816,-0.280041,-3.960590,-3.015658,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014401702,0.040607035,0.705156172,0.707741784
514.850000,102202.205977,4774.382927,470.205085,14.476698,5.615293,17871.392111,4822008967099.542969,27219420.563892,3302521.341206,-185.236257,55830.366075,-594.440218,-0.014397098,0.040617007,0.705174496,0.707723048,0.002226160,0.001033907,0.006362653,1.000000,0.000000,0.000000,0.000000,1,1,1,-28663.151585,155.052624,12271.178036,-13.653295,363.263521,-93.975952,-0.282348,-3.959919,-3.015926,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014397098,0.040617007,0.705174496,0.707723048
514.858333,102206.124313,4774.354860,470.228922,14.476613,5.615152,17866.763042,4822008967097.999023,27219885.816667,3302516.387328,-185.238610,55830.333075,-594.465350,-0.014392584,0.040627045,0.705192799,0.707704325,0.002222472,0.001060326,0.006356375,1.000000,0.000000,0.000000,0.000000,1,1,1,-28655.731375,180.211409,12267.606860,-14.544815,361.398554,-105.303182,-0.284652,-3.959248,-3.016197,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014392584,0.040627045,0.705192799,0.707704325
514.866667,102210.042849,4774.326799,470.252758,14.476528,5.614998,17862.134993,4822008967096.455078,27220351.069168,3302511.433241,-185.240982,55830.300081,-594.490485,-0.014388160,0.040637149,0.705211081,0.707685618,0.002218544,0.001086611,0.006349342,1.000000,0.000000,0.000000,0.000000,1,1,1,-28648.310823,205.327104,12263.999205,-15.433926,359.480127,-116.608190,-0.286953,-3.958577,-3.016471,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014388160,0.040637149,0.705211081,0.707685618
514.875000,102213.961584,4774.298745,470.276591,14.476443,5.614832,17857.507962,4822008967094.911133,27220816.321394,3302506.478944,-185.243373,55830.267093,-594.515623,-0.014383826,0.040647317,0.705229339,0.707666928,0.002214377,0.001112756,0.006341555,1.000000,0.000000,0.000000,0.000000,1,1,1,-28640.889939,230.396782,12260.355300,-16.320527,357.508578,-127.889667,-0.289249,-3.957907,-3.016748,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014383826,0.040647317,0.705229339,0.707666928
514.883333,102217.880518,4774.270696,470.300423,14.476358,5.614653,17852.881951,4822008967093.367188,27221281.573345,3302501.524437,-185.245783,55830.234111,-594.540762,-0.014379584,0.040657548,0.705247569,0.707648258,0.002209970,0.001138758,0.006333015,1.000000,0.000000,0.000000,0.000000,1,1,1,-28633.468736,255.417529,12256.675379,-17.204517,355.484252,-139.146309,-0.291541,-3.957236,-3.017028,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014379584,0.040657548,0.705247569,0.707648258
514.891667,102221.799649,4774.242654,470.324253,14.476273,5.614462,17848.256960,4822008967091.823242,27221746.825021,3302496.569721,-185.248213,55830.201134,-594.565904,-0.014375432,0.040667841,0.705265771,0.707629610,0.002205326,0.001164613,0.006323724,1.000000,0.000000,0.000000,0.000000,1,1,1,-28626.047229,280.386437,12252.959684,-18.085793,353.407504,-150.376815,-0.293828,-3.956566,-3.017311,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014375432,0.040667841,0.705265771,0.707629610
514.900000,102225.718979,4774.214618,470.348081,14.476188,5.614259,17843.632988,4822008967090.279297,27222212.076422,3302491.614796,-185.250662,55830.168162,-594.591048,-0.014371372,0.040678195,0.705283943,0.707610987,0.002200445,0.001190318,0.006313685,1.000000,0.000000,0.000000,0.000000,1,1,1,-28618.625427,305.300610,12249.208455,-18.964256,351.278693,-161.579890,-0.296110,-3.955896,-3.017597,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014371372,0.040678195,0.705283943,0.707610987
514.908333,102229.638508,4774.186589,470.371907,14.476103,5.614044,17839.010034,4822008967088.735352,27222677.327549,3302486.659661,-185.253129,55830.135197,-594.616195,-0.014367404,0.040688609,0.705302081,0.707592390,0.002195327,0.001215867,0.006302898,1.000000,0.000000,0.000000,0.000000,1,1,1,-28611.203347,330.157163,12245.421943,-19.839805,349.098188,-172.754244,-0.298387,-3.955226,-3.017886,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014367404,0.040688609,0.705302081,0.707592390
514.916667,102233.558235,4774.158565,470.395731,14.476018,5.613816,17834.388100,4822008967087.191406,27223142.578401,3302481.704317,-185.255616,55830.102236,-594.641344,-0.014363529,0.040699081,0.705320184,0.707573821,0.002189973,0.001241258,0.006291366,1.000000,0.000000,0.000000,0.000000,1,1,1,-28603.781005,354.953222,12241.600402,-20.712339,346.866365,-183.898590,-0.300659,-3.954557,-3.018178,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014363529,0.040699081,0.705320184,0.707573821
514.925000,102237.478160,4774.130548,470.419554,14.475933,5.613577,17829.767185,4822008967085.647461,27223607.828978,3302476.748762,-185.258121,55830.069282,-594.666496,-0.014359746,0.040709610,0.705338249,0.707555284,0.002184384,0.001266488,0.006279091,1.000000,0.000000,0.000000,0.000000,1,1,1,-28596.358418,379.685923,12237.744095,-21.581761,344.583607,-195.011650,-0.302925,-3.953887,-3.018472,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014359746,0.040709610,0.705338249,0.707555284
514.933333,102241.398285,4774.102537,470.443374,14.475848,5.613325,17825.147287,4822008967084.103516,27224073.079281,3302471.792999,-185.260646,55830.036333,-594.691650,-0.014356056,0.040720195,0.705356276,0.707536779,0.002178561,0.001291551,0.006266075,1.000000,0.000000,0.000000,0.000000,1,1,1,-28588.935602,404.352413,12233.853283,-22.447970,342.250303,-206.092149,-0.305185,-3.953218,-3.018770,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014356056,0.040720195,0.705356276,0.707536779
514.941667,102245.318608,4774.074532,470.467193,14.475763,5.613061,17820.528409,4822008967082.559570,27224538.329309,3302466.837025,-185.263189,55830.003389,-594.716806,-0.014352460,0.040730835,0.705374260,0.707518310,0.002172505,0.001316445,0.006252320,1.000000,0.000000,0.000000,0.000000,1,1,1,-28581.512577,428.949853,12229.928239,-23.310869,339.866853,-217.138818,-0.307439,-3.952549,-3.019071,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014352460,0.040730835,0.705374260,0.707518310
514.950000,102249.239129,4774.046533,470.491009,14.475678,5.612786,17815.910548,4822008967081.015625,27225003.579063,3302461.880842,-185.265751,55829.970451,-594.741965,-0.014348957,0.040741528,0.705392201,0.707499878,0.002166216,0.001341165,0.006237828,1.000000,0.000000,0.000000,0.000000,1,1,1,-28574.089362,453.475414,12225.969237,-24.170359,337.433660,-228.150394,-0.309687,-3.951881,-3.019374,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014348957,0.040741528,0.705392201,0.707499878
514.958333,102253.159846,4774.018541,470.514824,14.475593,5.612499,17811.293709,4822008967079.471680,27225468.828542,3302456.924450,-185.268331,55829.937519,-594.767126,-0.014345548,0.040752274,0.705410096,0.707481486,0.002159696,0.001365709,0.006222601,1.000000,0.000000,0.000000,0.000000,1,1,1,-28566.665984,477.926281,12221.976559,-25.026344,334.951137,-239.125620,-0.311928,-3.951212,-3.019681,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014345548,0.040752274,0.705410096,0.707481486
514.966667,102257.080764,4773.990555,470.538637,14.475509,5.612200,17806.677885,4822008967077.927734,27225934.077747,3302451.967847,-185.270931,55829.904592,-594.792290,-0.014342233,0.040763071,0.705427944,0.707463136,0.002152946,0.001390072,0.006206643,1.000000,0.000000,0.000000,0.000000,1,1,1,-28559.242455,502.299651,12217.950488,-25.878727,332.419703,-250.063244,-0.314162,-3.950544,-3.019990,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014342233,0.040763071,0.705427944,0.707463136
514.975000,102261.001880,4773.962575,470.562447,14.475424,5.611890,17802.063079,4822008967076.383789,27226399.326678,3302447.011035,-185.273549,55829.871671,-594.817457,-0.014339013,0.040773917,0.705445741,0.707444830,0.002145966,0.001414252,0.006189955,1.000000,0.000000,0.000000,0.000000,1,1,1,-28551.818800,526.592734,12213.891313,-26.727411,329.839782,-260.962020,-0.316388,-3.949876,-3.020303,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014339013,0.040773917,0.705445741,0.707444830
514.983333,102264.923196,4773.934601,470.586255,14.475339,5.611568,17797.449290,4822008967074.839844,27226864.575334,3302442.054013,-185.276185,55829.838755,-594.842626,-0.014335887,0.040784812,0.705463486,0.707426570,0.002138758,0.001438244,0.006172541,1.000000,0.000000,0.000000,0.000000,1,1,1,-28544.395045,550.802755,12209.799331,-27.572302,327.211808,-271.820711,-0.318607,-3.949208,-3.020618,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014335887,0.040784812,0.705463486,0.707426570
514.991667,102268.844708,4773.906634,470.610062,14.475254,5.611235,17792.836521,4822008967073.295898,27227329.823716,3302437.096781,-185.278841,55829.805845,-594.867798,-0.014332857,0.040795754,0.705481177,0.707408358,0.002131322,0.001462044,0.006154402,1.000000,0.000000,0.000000,0.000000,1,1,1,-28536.971215,574.926949,12205.674841,-28.413303,324.536221,-282.638084,-0.320819,-3.948540,-3.020936,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014332857,0.040795754,0.705481177,0.707408358
515.000000,102272.766420,4773.878672,470.633866,14.475169,5.610891,17788.224767,4822008967071.751953,27227795.071824,3302432.139340,-185.281514,55829.772941,-594.892972,-0.014329921,0.040806742,0.705498812,0.707390196,0.002123660,0.001485651,0.006135542,1.000000,0.000000,0.000000,0.000000,1,1,1,-28529.547334,598.962569,12201.518147,-29.250320,321.813466,-293.412912,-0.323022,-3.947873,-3.021257,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014329921,0.040806742,0.705498812,0.707390196
515.008333,102276.688330,4773.850717,470.657668,14.475085,5.610536,17783.614031,4822008967070.208008,27228260.319658,3302427.181689,-185.284206,55829.740042,-594.918150,-0.014327081,0.040817774,0.705516388,0.707372087,0.002115772,0.001509059,0.006115964,1.000000,0.000000,0.000000,0.000000,1,1,1,-28522.123428,622.906880,12197.329558,-30.083260,319.043997,-304.143977,-0.325217,-3.947206,-3.021581,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014327081,0.040817774,0.705516388,0.707372087
515.016667,102280.610438,4773.822768,470.681468,14.475000,5.610169,17779.004313,4822008967068.664062,27228725.567217,3302422.223828,-185.286916,55829.707148,-594.943329,-0.014324337,0.040828850,0.705533904,0.707354033,0.002107661,0.001532267,0.006095670,1.000000,0.000000,0.000000,0.000000,1,1,1,-28514.699527,646.757162,12193.109389,-30.912030,316.228274,-314.830065,-0.327404,-3.946539,-3.021907,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014324337,0.040828850,0.705533904,0.707354033
515.025000,102284.532745,4773.794826,470.705266,14.474915,5.609791,17774.395611,4822008967067.120117,27229190.814503,3302417.265757,-185.289644,55829.674261,-594.968512,-0.014321688,0.040839968,0.705551358,0.707336036,0.002099326,0.001555269,0.006074663,1.000000,0.000000,0.000000,0.000000,1,1,1,-28507.275655,670.510712,12188.857956,-31.736536,313.366761,-325.469972,-0.329582,-3.945872,-3.022236,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014321688,0.040839968,0.705551358,0.707336036
515.033333,102288.455249,4773.766890,470.729061,14.474830,5.609403,17769.787928,4822008967065.576172,27229656.061514,3302412.307476,-185.292391,55829.641378,-594.993697,-0.014319135,0.040851127,0.705568747,0.707318097,0.002090769,0.001578064,0.006052947,1.000000,0.000000,0.000000,0.000000,1,1,1,-28499.851845,694.164838,12184.575584,-32.556686,310.459931,-336.062498,-0.331751,-3.945206,-3.022568,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014319135,0.040851127,0.705568747,0.707318097
515.041667,102292.377953,4773.738960,470.752855,14.474746,5.609004,17765.181260,4822008967064.032227,27230121.308252,3302407.348985,-185.295155,55829.608502,-595.018885,-0.014316678,0.040862325,0.705586070,0.707300220,0.002081992,0.001600647,0.006030524,1.000000,0.000000,0.000000,0.000000,1,1,1,-28492.428124,717.716866,12180.262597,-33.372391,307.508263,-346.606454,-0.333911,-3.944539,-3.022903,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014316678,0.040862325,0.705586070,0.707300220
515.050000,102296.300854,4773.711036,470.776646,14.474661,5.608594,17760.575610,4822008967062.488281,27230586.554715,3302402.390285,-185.297938,55829.575630,-595.044076,-0.014314318,0.040873561,0.705603324,0.707282406,0.002072995,0.001623016,0.006007398,1.000000,0.000000,0.000000,0.000000,1,1,1,-28485.004525,741.164140,12175.919330,-34.183557,304.512241,-357.100653,-0.336061,-3.943873,-3.023241,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014314318,0.040873561,0.705603324,0.707282406
515.058333,102300.223954,4773.683118,470.800434,14.474576,5.608173,17755.970975,4822008967060.944336,27231051.800905,3302397.431374,-185.300739,55829.542765,-595.069270,-0.014312054,0.040884833,0.705620508,0.707264656,0.002063779,0.001645167,0.005983573,1.000000,0.000000,0.000000,0.000000,1,1,1,-28477.581076,764.504015,12171.546116,-34.990096,301.472358,-367.543921,-0.338202,-3.943208,-3.023581,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014312054,0.040884833,0.705620508,0.707264656
515.066667,102304.147251,4773.655207,470.824221,14.474492,5.607742,17751.367358,4822008967059.400391,27231517.046821,3302392.472253,-185.303557,55829.509905,-595.094466,-0.014309886,0.040896141,0.705637619,0.707246975,0.002054347,0.001667097,0.005959051,1.000000,0.000000,0.000000,0.000000,1,1,1,-28470.157814,787.733867,12167.143297,-35.791919,298.389109,-377.935088,-0.340333,-3.942542,-3.023924,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014309886,0.040896141,0.705637619,0.707246975
515.075000,102308.070746,4773.627302,470.848005,14.474407,5.607301,17746.764757,4822008967057.856445,27231982.292463,3302387.512923,-185.306393,55829.477050,-595.119666,-0.014307815,0.040907484,0.705654656,0.707229362,0.002044699,0.001688803,0.005933836,1.000000,0.000000,0.000000,0.000000,1,1,1,-28462.734768,810.851085,12162.711216,-36.588935,295.262997,-388.272993,-0.342453,-3.941877,-3.024270,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014307815,0.040907484,0.705654656,0.707229362
515.083333,102311.994441,4773.599403,470.871787,14.474323,5.606849,17742.163171,4822008967056.312500,27232447.537831,3302382.553382,-185.309247,55829.444201,-595.144868,-0.014305840,0.040918858,0.705671617,0.707211821,0.002034836,0.001710281,0.005907932,1.000000,0.000000,0.000000,0.000000,1,1,1,-28455.311972,833.853079,12158.250221,-37.381058,292.094532,-398.556482,-0.344564,-3.941212,-3.024618,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014305840,0.040918858,0.705671617,0.707211821
515.091667,102315.918333,4773.571510,470.895566,14.474238,5.606388,17737.562603,4822008967054.768555,27232912.782926,3302377.593632,-185.312118,55829.411358,-595.170073,-0.014303962,0.040930265,0.705688498,0.707194353,0.002024760,0.001731529,0.005881342,1.000000,0.000000,0.000000,0.000000,1,1,1,-28447.889463,856.737272,12153.760667,-38.168200,288.884229,-408.784411,-0.346663,-3.940547,-3.024969,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014303962,0.040930265,0.705688498,0.707194353
515.100000,102319.842423,4773.543624,470.919343,14.474154,5.605916,17732.963050,4822008967053.224609,27233378.027747,3302372.633671,-185.315007,55829.378520,-595.195281,-0.014302181,0.040941701,0.705705300,0.707176961,0.002014473,0.001752544,0.005854070,1.000000,0.000000,0.000000,0.000000,1,1,1,-28440.467274,879.501107,12149.242908,-38.950274,285.632608,-418.955641,-0.348752,-3.939882,-3.025323,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014302181,0.040941701,0.705705300,0.707176961
515.108333,102323.766711,4773.515744,470.943118,14.474069,5.605434,17728.364513,4822008967051.680664,27233843.272294,3302367.673500,-185.317913,55829.345688,-595.220492,-0.014300497,0.040953166,0.705722019,0.707159646,0.002003975,0.001773322,0.005826120,1.000000,0.000000,0.000000,0.000000,1,1,1,-28433.045442,902.142044,12144.697306,-39.727195,282.340194,-429.069043,-0.350829,-3.939218,-3.025679,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014300497,0.040953166,0.705722019,0.707159646
515.116667,102327.691198,4773.487870,470.966890,14.473984,5.604943,17723.766991,4822008967050.136719,27234308.516568,3302362.713119,-185.320837,55829.312861,-595.245706,-0.014298909,0.040964658,0.705738654,0.707142411,0.001993267,0.001793861,0.005797495,1.000000,0.000000,0.000000,0.000000,1,1,1,-28425.624000,924.657561,12140.124224,-40.498876,279.007520,-439.123497,-0.352895,-3.938554,-3.026038,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014298909,0.040964658,0.705738654,0.707142411
515.125000,102331.615883,4773.460003,470.990660,14.473900,5.604442,17719.170484,4822008967048.592773,27234773.760569,3302357.752528,-185.323778,55829.280040,-595.270923,-0.014297418,0.040976176,0.705755203,0.707125258,0.001982353,0.001814158,0.005768200,1.000000,0.000000,0.000000,0.000000,1,1,1,-28418.202989,947.045155,12135.524030,-41.265234,275.635122,-449.117890,-0.354950,-3.937890,-3.026400,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014297418,0.040976176,0.705755203,0.707125258
515.133333,102335.540764,4773.432141,471.014427,14.473816,5.603931,17714.574994,4822008967047.048828,27235239.004295,3302352.791727,-185.326736,55829.247224,-595.296143,-0.014296024,0.040987719,0.705771664,0.707108187,0.001971232,0.001834209,0.005738239,1.000000,0.000000,0.000000,0.000000,1,1,1,-28410.782449,969.302341,12130.897100,-42.026185,272.223544,-459.051118,-0.356993,-3.937226,-3.026764,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014296024,0.040987719,0.705771664,0.707108187
515.141667,102339.465845,4773.404286,471.038192,14.473731,5.603411,17709.980519,4822008967045.504883,27235704.247749,3302347.830716,-185.329711,55829.214414,-595.321366,-0.014294727,0.040999285,0.705788035,0.707091203,0.001959906,0.001854013,0.005707615,1.000000,0.000000,0.000000,0.000000,1,1,1,-28403.362412,991.426652,12126.243805,-42.781646,268.773332,-468.922087,-0.359023,-3.936563,-3.027130,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014294727,0.040999285,0.705788035,0.707091203
515.150000,102343.391125,4773.376438,471.061954,14.473647,5.602881,17705.387057,4822008967043.959961,27236169.490929,3302342.869494,-185.332702,55829.181609,-595.346592,-0.014293527,0.041010873,0.705804314,0.707074306,0.001948377,0.001873565,0.005676333,1.000000,0.000000,0.000000,0.000000,1,1,1,-28395.942918,1013.415642,12121.564525,-43.531534,265.285040,-478.729708,-0.361042,-3.935900,-3.027499,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014293527,0.041010873,0.705804314,0.707074306
515.158333,102347.316603,4773.348595,471.085714,14.473562,5.602343,17700.794611,4822008967042.415039,27236634.733836,3302337.908062,-185.335711,55829.148810,-595.371821,-0.014292423,0.041022481,0.705820499,0.707057498,0.001936647,0.001892864,0.005644398,1.000000,0.000000,0.000000,0.000000,1,1,1,-28388.524010,1035.266883,12116.859644,-44.275768,261.759225,-488.472906,-0.363048,-3.935237,-3.027871,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014292423,0.041022481,0.705820499,0.707057498
515.166667,102351.242278,4773.320759,471.109471,14.473478,5.601795,17696.203179,4822008967040.870117,27237099.976469,3302332.946420,-185.338736,55829.116016,-595.397054,-0.014291417,0.041034108,0.705836589,0.707040782,0.001924716,0.001911907,0.005611812,1.000000,0.000000,0.000000,0.000000,1,1,1,-28381.105726,1056.977967,12112.129549,-45.014268,258.196451,-498.150611,-0.365041,-3.934574,-3.028245,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014291417,0.041034108,0.705836589,0.707040782
515.175000,102355.168151,4773.292929,471.133226,14.473393,5.601238,17691.612763,4822008967039.325195,27237565.218829,3302327.984568,-185.341778,55829.083228,-595.422289,-0.014290507,0.041045753,0.705852581,0.707024159,0.001912586,0.001930690,0.005578582,1.000000,0.000000,0.000000,0.000000,1,1,1,-28373.688106,1078.546506,12107.374629,-45.746952,254.597285,-507.761763,-0.367021,-3.933912,-3.028621,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014290507,0.041045753,0.705852581,0.707024159
515.183333,102359.094223,4773.265105,471.156978,14.473309,5.600673,17687.023360,4822008967037.780273,27238030.460916,3302323.022505,-185.344837,55829.050445,-595.447528,-0.014289693,0.041057414,0.705868474,0.707007631,0.001900260,0.001949212,0.005544710,1.000000,0.000000,0.000000,0.000000,1,1,1,-28366.271193,1099.970131,12102.595278,-46.473743,250.962301,-517.305314,-0.368989,-3.933250,-3.029000,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014289693,0.041057414,0.705868474,0.707007631
515.191667,102363.020492,4773.237288,471.180727,14.473225,5.600098,17682.434973,4822008967036.235352,27238495.702730,3302318.060232,-185.347912,55829.017668,-595.472769,-0.014288976,0.041069090,0.705884266,0.706991200,0.001887738,0.001967469,0.005510202,1.000000,0.000000,0.000000,0.000000,1,1,1,-28358.855028,1121.246494,12097.791891,-47.194562,247.292075,-526.780220,-0.370942,-3.932588,-3.029381,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014288976,0.041069090,0.705884266,0.706991200
515.200000,102366.946959,4773.209477,471.204474,14.473140,5.599516,17677.847599,4822008967034.690430,27238960.944271,3302313.097749,-185.351003,55828.984897,-595.498014,-0.014288355,0.041080780,0.705899955,0.706974869,0.001875022,0.001985460,0.005475063,1.000000,0.000000,0.000000,0.000000,1,1,1,-28351.439651,1142.373269,12092.964870,-47.909331,243.587190,-536.185452,-0.372883,-3.931926,-3.029765,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014288355,0.041080780,0.705899955,0.706974869
515.208333,102370.873624,4773.181672,471.228218,14.473056,5.598924,17673.261240,4822008967033.145508,27239426.185539,3302308.135055,-185.354110,55828.952131,-595.523262,-0.014287831,0.041092481,0.705915540,0.706958638,0.001862114,0.002003181,0.005439296,1.000000,0.000000,0.000000,0.000000,1,1,1,-28344.025107,1163.348150,12088.114617,-48.617973,239.848232,-545.519988,-0.374809,-3.931265,-3.030151,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014287831,0.041092481,0.705915540,0.706958638
515.216667,102374.800487,4773.153873,471.251960,14.472972,5.598325,17668.675895,4822008967031.600586,27239891.426534,3302303.172150,-185.357234,55828.919370,-595.548513,-0.014287402,0.041104194,0.705931018,0.706942511,0.001849015,0.002020631,0.005402908,1.000000,0.000000,0.000000,0.000000,1,1,1,-28336.611436,1184.168850,12083.241538,-49.320412,236.075792,-554.782814,-0.376722,-3.930604,-3.030539,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014287402,0.041104194,0.705931018,0.706942511
515.225000,102378.727547,4773.126081,471.275698,14.472888,5.597717,17664.091563,4822008967030.055664,27240356.667255,3302298.209036,-185.360373,55828.886615,-595.573768,-0.014287070,0.041115915,0.705946388,0.706926487,0.001835728,0.002037805,0.005365901,1.000000,0.000000,0.000000,0.000000,1,1,1,-28329.198684,1204.833106,12078.346042,-50.016574,232.270466,-563.972928,-0.378620,-3.929943,-3.030930,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014287070,0.041115915,0.705946388,0.706926487
515.233333,102382.654804,4773.098295,471.299434,14.472803,5.597101,17659.508247,4822008967028.510742,27240821.907704,3302293.245711,-185.363528,55828.853866,-595.599026,-0.014286833,0.041127645,0.705961648,0.706910571,0.001822253,0.002054704,0.005328282,1.000000,0.000000,0.000000,0.000000,1,1,1,-28321.786894,1225.338675,12073.428542,-50.706384,228.432853,-573.089338,-0.380504,-3.929283,-3.031323,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014286833,0.041127645,0.705961648,0.706910571
515.241667,102386.582261,4773.070515,471.323168,14.472719,5.596478,17654.925942,4822008967026.965820,27241287.147880,3302288.282175,-185.366699,55828.821122,-595.624287,-0.014286693,0.041139381,0.705976796,0.706894763,0.001808593,0.002071323,0.005290055,1.000000,0.000000,0.000000,0.000000,1,1,1,-28314.376108,1245.683337,12068.489452,-51.389768,224.563557,-582.131061,-0.382374,-3.928622,-3.031718,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014286693,0.041139381,0.705976796,0.706894763
515.250000,102390.509915,4773.042741,471.346898,14.472635,5.595846,17650.344652,4822008967025.420898,27241752.387783,3302283.318429,-185.369886,55828.788383,-595.649551,-0.014286647,0.041151122,0.705991831,0.706879065,0.001794749,0.002087661,0.005251225,1.000000,0.000000,0.000000,0.000000,1,1,1,-28306.966371,1265.864893,12063.529190,-52.066654,220.663185,-591.097125,-0.384228,-3.927962,-3.032115,DIRECT / RAW,1.000000,0.000000,0.000000,0,-0.014286647,0.041151122,0.705991831,0.706879065
