t_s,altitude_m,relative_speed_mps,vertical_speed_mps,mach,aoa_deg,q_pa,pos_x_m,pos_y_m,pos_z_m,vel_x_mps,vel_y_mps,vel_z_mps,quat_x,quat_y,quat_z,quat_w,omega_x_rps,omega_y_rps,omega_z_rps,pitch_cmd,yaw_cmd,roll_cmd,throttle,engine,sas,rcs,force_x_n,force_y_n,force_z_n,moment_x_nm,moment_y_nm,moment_z_nm,accel_x_mps2,accel_y_mps2,accel_z_mps2,control_mode,surface_pitch,surface_yaw,surface_roll,actuator_saturated,target_quat_x,target_quat_y,target_quat_z,target_quat_w
526.333333,107735.901153,4727.004566,487.587635,14.333052,26.916115,12354.338842,4822008964951.006836,27860250.148861,3295452.057090,-188.822902,55773.647355,-640.746750,0.116732025,-0.082152480,0.695883115,0.703826182,0.005587246,-0.794233587,0.010231988,1.000000,0.000000,0.000000,0.000000,1,1,1,-24684.967616,1521.641044,58281.552570,-42.493249,57763.602644,-524.063615,-0.230463,-5.235962,0.417609,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.116732025,-0.082152480,0.695883115,0.703826182
526.341667,107739.964538,4726.961075,487.634155,14.332920,27.293390,12350.943692,4822008964949.433594,27860714.928892,3295446.717563,-188.824823,55773.603722,-640.743270,0.119035058,-0.084457672,0.695526971,0.703519572,0.005597669,-0.790047429,0.010221901,1.000000,0.000000,0.000000,0.000000,1,1,1,-24851.032509,1562.313305,59272.340434,-42.529815,58656.697848,-532.706790,-0.231155,-5.310900,0.480332,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.119035058,-0.084457672,0.695526971,0.703519572
526.350000,107744.028315,4726.916873,487.680996,14.332786,27.668631,12347.545455,4822008964947.860352,27861179.708555,3295441.378069,-188.826749,55773.559465,-640.739267,0.121324522,-0.086749458,0.695165410,0.703206900,0.005607945,-0.785796554,0.010211152,1.000000,0.000000,0.000000,0.000000,1,1,1,-25016.361011,1603.304884,60267.194282,-42.529541,59539.135384,-541.207275,-0.231879,-5.386703,0.542820,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.121324522,-0.086749458,0.695165410,0.703206900
526.358333,107748.092483,4726.871953,487.728152,14.332650,28.041808,12344.144096,4822008964946.287109,27861644.487843,3295436.038613,-188.828682,55773.514575,-640.734743,0.123600229,-0.089027641,0.694798587,0.702888317,0.005618082,-0.781481734,0.010199750,1.000000,0.000000,0.000000,0.000000,1,1,1,-25180.768001,1644.616099,61266.005497,-42.492010,60410.892095,-549.563504,-0.232635,-5.463342,0.605070,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.123600229,-0.089027641,0.694798587,0.702888317
526.366667,107752.157048,4726.826310,487.775621,14.332512,28.412889,12340.739582,4822008964944.713867,27862109.266751,3295430.699199,-188.830620,55773.469048,-640.729701,0.125861991,-0.091292028,0.694426660,0.702563975,0.005628087,-0.777103743,0.010187698,1.000000,0.000000,0.000000,0.000000,1,1,1,-25344.071957,1686.247121,62268.656924,-42.416826,61271.948423,-557.773975,-0.233424,-5.540788,0.667075,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.125861991,-0.091292028,0.694426660,0.702563975
526.375000,107756.222010,4726.779935,487.823397,14.332371,28.781845,12337.331882,4822008964943.140625,27862574.045275,3295425.359831,-188.832565,55773.422874,-640.724142,0.128109627,-0.093542430,0.694049788,0.702234028,0.005637967,-0.772663356,0.010175006,1.000000,0.000000,0.000000,0.000000,1,1,1,-25506.095170,1728.197972,63275.023098,-42.303610,62122.288392,-565.837252,-0.234244,-5.619011,0.728828,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.128109627,-0.093542430,0.694049788,0.702234028
526.383333,107760.287373,4726.732825,487.871477,14.332228,29.148648,12333.920966,4822008964941.567383,27863038.823409,3295420.020514,-188.834517,55773.376049,-640.718069,0.130342958,-0.095778660,0.693668129,0.701898631,0.005647729,-0.768161350,0.010161678,1.000000,0.000000,0.000000,0.000000,1,1,1,-25666.663937,1770.468521,64284.970432,-42.152004,62961.899533,-573.751963,-0.235097,-5.697983,0.790325,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.130342958,-0.095778660,0.693668129,0.701898631
526.391667,107764.353140,4726.684973,487.919858,14.332083,29.513267,12330.506804,4822008964939.994141,27863503.601147,3295414.681251,-188.836477,55773.328566,-640.711483,0.132561806,-0.098000534,0.693281847,0.701557940,0.005657381,-0.763598502,0.010147723,1.000000,0.000000,0.000000,0.000000,1,1,1,-25825.608748,1813.058489,65298.357439,-41.961667,63790.772839,-581.516808,-0.235982,-5.777673,0.851560,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.132561806,-0.098000534,0.693281847,0.701557940
526.400000,107768.419312,4726.636373,487.968535,14.331936,29.875675,12327.089371,4822008964938.420898,27863968.378484,3295409.342048,-188.838443,55773.280419,-640.704386,0.134766000,-0.100207873,0.692891102,0.701212114,0.005666931,-0.758975592,0.010133147,1.000000,0.000000,0.000000,0.000000,1,1,1,-25982.764476,1855.967442,66315.034961,-41.732280,64608.902728,-589.130552,-0.236899,-5.858053,0.912525,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.134766000,-0.100207873,0.692891102,0.701212114
526.408333,107772.485893,4726.587020,488.017505,14.331786,30.235843,12323.668638,4822008964936.847656,27864433.155414,3295404.002908,-188.840417,55773.231602,-640.696782,0.136955371,-0.102400499,0.692496057,0.700861310,0.005676387,-0.754293396,0.010117958,1.000000,0.000000,0.000000,0.000000,1,1,1,-26137.970531,1899.194796,67334.846362,-41.463543,65416.286962,-596.592034,-0.237849,-5.939091,0.973216,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.136955371,-0.102400499,0.692496057,0.700861310
526.416667,107776.552883,4726.536909,488.066764,14.331634,30.593743,12320.244583,4822008964935.274414,27864897.931932,3295398.663836,-188.842399,55773.182109,-640.688672,0.139129753,-0.104578241,0.692096876,0.700505687,0.005685757,-0.749552694,0.010102162,1.000000,0.000000,0.000000,0.000000,1,1,1,-26291.071037,1942.739813,68357.627787,-41.155176,66212.926623,-603.900162,-0.238831,-6.020759,1.033626,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.139129753,-0.104578241,0.692096876,0.700505687
526.425000,107780.620286,4726.486036,488.116307,14.331480,30.949347,12316.817182,4822008964933.701172,27865362.708031,3295393.324836,-188.844390,55773.131936,-640.680058,0.141288982,-0.106740927,0.691693723,0.700145407,0.005695048,-0.744754265,0.010085768,1.000000,0.000000,0.000000,0.000000,1,1,1,-26441.914972,1986.601599,69383.208355,-40.806922,66998.826027,-611.053918,-0.239846,-6.103027,1.093749,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.141288982,-0.106740927,0.691693723,0.700145407
526.433333,107784.688104,4726.434396,488.166132,14.331324,31.302629,12313.386412,4822008964932.127930,27865827.483707,3295387.985911,-188.846388,55773.081078,-640.670944,0.143432901,-0.108888390,0.691286765,0.699780630,0.005704271,-0.739898886,0.010068783,1.000000,0.000000,0.000000,0.000000,1,1,1,-26590.356317,2030.779110,70411.410409,-40.418542,67773.992691,-618.052359,-0.240893,-6.185865,1.153578,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.143432901,-0.108888390,0.691286765,0.699780630
526.441667,107788.756342,4726.381985,488.216234,14.331165,31.653562,12309.952252,4822008964930.553711,27866292.258953,3295382.647067,-188.848396,55773.029529,-640.661330,0.145561353,-0.111020467,0.690876167,0.699411517,0.005713432,-0.734987336,0.010051215,1.000000,0.000000,0.000000,0.000000,1,1,1,-26736.254182,2075.271144,71442.049732,-39.989822,68538.437257,-624.894616,-0.241973,-6.269241,1.213108,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.145561353,-0.111020467,0.690876167,0.699411517
526.450000,107792.824999,4726.328799,488.266610,14.331003,32.002119,12306.514685,4822008964928.979492,27866757.033764,3295377.308306,-188.850412,55772.977285,-640.651221,0.147674185,-0.113136998,0.690462095,0.699038233,0.005722541,-0.730020391,0.010033071,1.000000,0.000000,0.000000,0.000000,1,1,1,-26879.472942,2120.076347,72474.935821,-39.520565,69292.173468,-631.579896,-0.243086,-6.353127,1.272333,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.147674185,-0.113136998,0.690462095,0.699038233
526.458333,107796.894078,4726.274834,488.317257,14.330840,32.348274,12303.073693,4822008964927.405273,27867221.808133,3295371.969635,-188.852438,55772.924342,-640.640618,0.149771249,-0.115237826,0.690044716,0.698660938,0.005731606,-0.724998828,0.010014360,1.000000,0.000000,0.000000,0.000000,1,1,1,-27019.882339,2165.193208,73509.872072,-39.010602,70035.218070,-638.107484,-0.244231,-6.437493,1.331245,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.149771249,-0.115237826,0.690044716,0.698660938
526.466667,107800.963581,4726.220087,488.368169,14.330674,32.692002,12299.629258,4822008964925.831055,27867686.582056,3295366.631055,-188.854473,55772.870697,-640.629525,0.151852398,-0.117322796,0.689624198,0.698279798,0.005740637,-0.719923421,0.009995090,1.000000,0.000000,0.000000,0.000000,1,1,1,-27157.357590,2210.620062,74546.656052,-38.459782,70767.590774,-644.476746,-0.245409,-6.522307,1.389839,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.151852398,-0.117322796,0.689624198,0.698279798
526.475000,107805.033511,4726.164555,488.419344,14.330505,33.033277,12296.181367,4822008964924.256836,27868151.355525,3295361.292572,-188.856518,55772.816344,-640.617943,0.153917490,-0.119391758,0.689200709,0.697894975,0.005749642,-0.714794944,0.009975269,1.000000,0.000000,0.000000,0.000000,1,1,1,-27291.779481,2256.355090,75585.079726,-37.867978,71489.314190,-650.687125,-0.246620,-6.607539,1.448108,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.153917490,-0.119391758,0.689200709,0.697894975
526.483333,107809.103869,4726.108234,488.470779,14.330335,33.372075,12292.730005,4822008964922.682617,27868616.128536,3295355.954190,-188.858573,55772.761281,-640.605875,0.155966385,-0.121444565,0.688774417,0.697506635,0.005758629,-0.709614169,0.009954904,1.000000,0.000000,0.000000,0.000000,1,1,1,-27423.034457,2302.396316,76624.929704,-37.235086,72200.413769,-656.738146,-0.247864,-6.693160,1.506047,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.155966385,-0.121444565,0.688774417,0.697506635
526.491667,107813.174659,4726.051123,488.522469,14.330162,33.708370,12289.275160,4822008964921.108398,27869080.901082,3295350.615912,-188.860639,55772.705505,-640.593325,0.157998946,-0.123481071,0.688345491,0.697114943,0.005767610,-0.704381864,0.009934006,1.000000,0.000000,0.000000,0.000000,1,1,1,-27551.014692,2348.741610,77665.987475,-36.561026,72900.917735,-662.629417,-0.249140,-6.779139,1.563648,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.157998946,-0.123481071,0.688345491,0.697114943
526.500000,107817.245881,4725.993218,488.574410,14.329986,34.042139,12285.816822,4822008964919.534180,27869545.673157,3295345.277743,-188.862715,55772.649012,-640.580294,0.160015041,-0.125501136,0.687914098,0.696720062,0.005776591,-0.699098799,0.009912581,1.000000,0.000000,0.000000,0.000000,1,1,1,-27675.618163,2395.388688,78708.029672,-35.845740,73590.857043,-668.360627,-0.250450,-6.865446,1.620906,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.160015041,-0.125501136,0.687914098,0.696720062
526.508333,107821.317538,4725.934517,488.626601,14.329808,34.373358,12282.354981,4822008964917.959961,27870010.444755,3295339.939687,-188.864802,55772.591800,-640.566787,0.162014540,-0.127504622,0.687480407,0.696322159,0.005785584,-0.693765738,0.009890639,1.000000,0.000000,0.000000,0.000000,1,1,1,-27796.748699,2442.335110,79750.828284,-35.089196,74270.265286,-673.931551,-0.251792,-6.952051,1.677814,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.162014540,-0.127504622,0.687480407,0.696322159
526.516667,107825.389631,4725.875019,488.679036,14.329628,34.702003,12278.889631,4822008964916.385742,27870475.215871,3295334.601747,-188.866900,55772.533866,-640.552805,0.163997316,-0.129491394,0.687044588,0.695921399,0.005794597,-0.688383445,0.009868188,1.000000,0.000000,0.000000,0.000000,1,1,1,-27914.316039,2489.578281,80794.150925,-34.291384,74939.178659,-679.342050,-0.253166,-7.038922,1.734365,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.163997316,-0.129491394,0.687044588,0.695921399
526.525000,107829.462163,4725.814722,488.731712,14.329445,35.028051,12275.420761,4822008964914.811523,27870939.986497,3295329.263927,-188.869010,55772.475209,-640.538352,0.165963245,-0.131461319,0.686606809,0.695517946,0.005803640,-0.682952680,0.009845236,1.000000,0.000000,0.000000,0.000000,1,1,1,-28028.235858,2537.115455,81837.761051,-33.452319,75597.635867,-684.592071,-0.254574,-7.126031,1.790555,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.165963245,-0.131461319,0.686606809,0.695517946
526.533333,107833.535137,4725.753625,488.784626,14.329260,35.351479,12271.948369,4822008964913.237305,27871404.756629,3295323.926232,-188.871132,55772.415825,-640.523431,0.167912206,-0.133414270,0.686167238,0.695111966,0.005812722,-0.677474201,0.009821793,1.000000,0.000000,0.000000,0.000000,1,1,1,-28138.429813,2584.943727,82881.418232,-32.572041,76245.678091,-689.681645,-0.256015,-7.213347,1.846376,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.167912206,-0.133414270,0.686167238,0.695111966
526.541667,107837.608554,4725.691726,488.837774,14.329072,35.672266,12268.472450,4822008964911.663086,27871869.526260,3295318.588665,-188.873265,55772.355714,-640.508044,0.169844082,-0.135350120,0.685726044,0.694703624,0.005821854,-0.671948763,0.009797867,1.000000,0.000000,0.000000,0.000000,1,1,1,-28244.825554,2633.060043,83924.878379,-31.650615,76883.348905,-694.610897,-0.257488,-7.300840,1.901822,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.169844082,-0.135350120,0.685726044,0.694703624
526.550000,107841.682415,4725.629024,488.891154,14.328882,35.990389,12264.993002,4822008964910.088867,27872334.295384,3295313.251230,-188.875411,55772.294873,-640.492196,0.171758759,-0.137268745,0.685283395,0.694293086,0.005831043,-0.666377117,0.009773466,1.000000,0.000000,0.000000,0.000000,1,1,1,-28347.356743,2681.461193,84967.893984,-30.688130,77510.694215,-699.380037,-0.258994,-7.388479,1.956886,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.171758759,-0.137268745,0.685283395,0.694293086
526.558333,107845.756723,4725.565520,488.944760,14.328689,36.305826,12261.510023,4822008964908.514648,27872799.063995,3295307.913931,-188.877569,55772.233303,-640.475888,0.173656124,-0.139170028,0.684839459,0.693880515,0.005840301,-0.660760012,0.009748601,1.000000,0.000000,0.000000,0.000000,1,1,1,-28445.963053,2730.143816,86010.214360,-29.684701,78127.762193,-703.989367,-0.260533,-7.476236,2.011564,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.173656124,-0.139170028,0.684839459,0.693880515
526.566667,107849.831480,4725.501212,488.998591,14.328494,36.618557,12258.023513,4822008964906.940430,27873263.832087,3295302.576771,-188.879740,55772.171001,-640.459125,0.175536070,-0.141053850,0.684394404,0.693466077,0.005849637,-0.655098192,0.009723279,1.000000,0.000000,0.000000,0.000000,1,1,1,-28540.590167,2779.104395,87051.585884,-28.640469,78734.603209,-708.439280,-0.262105,-7.564079,2.065847,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.175536070,-0.141053850,0.684394404,0.693466077
526.575000,107853.906687,4725.436101,489.052642,14.328297,36.928559,12254.533474,4822008964905.366211,27873728.599653,3295297.239755,-188.881924,55772.107967,-640.441910,0.177398490,-0.142920098,0.683948397,0.693049935,0.005859061,-0.649392399,0.009697509,1.000000,0.000000,0.000000,0.000000,1,1,1,-28631.189765,2828.339266,88091.752229,-27.555599,79331.269768,-712.730261,-0.263709,-7.651980,2.119731,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.177398490,-0.142920098,0.683948397,0.693049935
526.583333,107857.982346,4725.370187,489.106911,14.328097,37.235813,12251.039910,4822008964903.791992,27874193.366688,3295291.902887,-188.884122,55772.044200,-640.424245,0.179243283,-0.144768660,0.683501604,0.692632253,0.005868583,-0.643643369,0.009671301,1.000000,0.000000,0.000000,0.000000,1,1,1,-28717.719506,2877.844608,89130.454607,-26.430283,79917.816446,-716.862888,-0.265345,-7.739909,2.173210,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.179243283,-0.144768660,0.683501604,0.692632253
526.591667,107862.058459,4725.303469,489.161393,14.327895,37.540298,12247.542822,4822008964902.217773,27874658.133186,3295286.566169,-188.886333,55771.979701,-640.406135,0.181070347,-0.146599428,0.683054192,0.692213196,0.005878211,-0.637851836,0.009644663,1.000000,0.000000,0.000000,0.000000,1,1,1,-28800.142993,2927.616454,90167.431973,-25.264740,80494.299803,-720.837832,-0.267015,-7.827836,2.226276,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.181070347,-0.146599428,0.683054192,0.692213196
526.600000,107866.135027,4725.235950,489.216086,14.327690,37.841995,12244.042219,4822008964900.643555,27875122.899139,3295281.229606,-188.888558,55771.914469,-640.387583,0.182879586,-0.148412298,0.682606326,0.691792924,0.005887957,-0.632018530,0.009617604,1.000000,0.000000,0.000000,0.000000,1,1,1,-28878.429748,2977.650681,91202.421304,-24.059214,81060.778352,-724.655860,-0.268717,-7.915732,2.278924,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.182879586,-0.148412298,0.682606326,0.691792924
526.608333,107870.212054,4725.167629,489.270987,14.327483,38.140883,12240.538105,4822008964899.069336,27875587.664544,3295275.893201,-188.890798,55771.848505,-640.368592,0.184670907,-0.150207166,0.682158173,0.691371601,0.005897829,-0.626144175,0.009590132,1.000000,0.000000,0.000000,0.000000,1,1,1,-28952.555156,3027.943021,92235.157770,-22.813976,81617.312449,-728.317834,-0.270451,-8.003568,2.331148,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.184670907,-0.150207166,0.682158173,0.691371601
526.616667,107874.289540,4725.098508,489.326091,14.327273,38.436944,12237.030489,4822008964897.495117,27876052.429392,3295270.556958,-188.893051,55771.781808,-640.349166,0.186444216,-0.151983932,0.681709895,0.690949389,0.005907839,-0.620229492,0.009562258,1.000000,0.000000,0.000000,0.000000,1,1,1,-29022.500424,3078.489052,93265.375006,-21.529322,82163.964263,-731.824710,-0.272217,-8.091314,2.382942,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.186444216,-0.151983932,0.681709895,0.690949389
526.625000,107878.367486,4725.028588,489.381396,14.327061,38.730159,12233.519381,4822008964895.920898,27876517.193679,3295265.220880,-188.895320,55771.714381,-640.329308,0.188199426,-0.153742500,0.681261657,0.690526447,0.005917994,-0.614275196,0.009533989,1.000000,0.000000,0.000000,0.000000,1,1,1,-29088.252522,3129.284206,94292.805314,-20.205577,82700.797692,-735.177543,-0.274016,-8.178941,2.434300,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.188199426,-0.153742500,0.681261657,0.690526447
526.633333,107882.445895,4724.957871,489.436899,14.326847,39.020509,12230.004791,4822008964894.346680,27876981.957397,3295259.884972,-188.897603,55771.646223,-640.309022,0.189936451,-0.155482775,0.680813622,0.690102937,0.005928306,-0.608282001,0.009505335,1.000000,0.000000,0.000000,0.000000,1,1,1,-29149.804111,3180.323764,95317.179861,-18.843092,83227.878279,-738.377486,-0.275847,-8.266422,2.485216,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.189936451,-0.155482775,0.680813622,0.690102937
526.641667,107886.524769,4724.886358,489.492596,14.326630,39.307976,12226.486731,4822008964892.772461,27877446.720542,3295254.549236,-188.899902,55771.577336,-640.288312,0.191655207,-0.157204665,0.680365952,0.689679017,0.005938783,-0.602250611,0.009476304,1.000000,0.000000,0.000000,0.000000,1,1,1,-29207.153481,3231.602861,96338.228932,-17.442246,83745.273177,-741.425787,-0.277710,-8.353726,2.535685,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.191655207,-0.157204665,0.680365952,0.689679017
526.650000,107890.604107,4724.814053,489.548484,14.326411,39.592542,12222.965215,4822008964891.198242,27877911.483106,3295249.213676,-188.902216,55771.507722,-640.267181,0.193355613,-0.158908082,0.679918808,0.689254846,0.005949436,-0.596181730,0.009446905,1.000000,0.000000,0.000000,0.000000,1,1,1,-29260.304470,3283.116483,97355.682123,-16.003442,84253.051064,-744.323796,-0.279604,-8.440827,2.585699,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.193355613,-0.158908082,0.679918808,0.689254846
526.658333,107894.683913,4724.740957,489.604560,14.326189,39.874190,12219.440257,4822008964889.624023,27878376.245084,3295243.878296,-188.904546,55771.437381,-640.245634,0.195037591,-0.160592938,0.679472350,0.688830583,0.005960274,-0.590076053,0.009417146,1.000000,0.000000,0.000000,0.000000,1,1,1,-29309.266375,3334.859471,98369.268535,-14.527114,84751.282063,-747.072960,-0.281531,-8.527694,2.635255,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.195037591,-0.160592938,0.679472350,0.688830583
526.666667,107898.764188,4724.667073,489.660821,14.325965,40.152902,12215.911871,4822008964888.049805,27878841.006470,3295238.543098,-188.906892,55771.366317,-640.223673,0.196701066,-0.162259149,0.679026738,0.688406383,0.005971307,-0.583934274,0.009387037,1.000000,0.000000,0.000000,0.000000,1,1,1,-29354.053867,3386.826517,99378.716988,-13.013721,85240.037687,-749.674827,-0.283489,-8.614301,2.684345,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.196701066,-0.162259149,0.679026738,0.688406383
526.675000,107902.844934,4724.592404,489.717263,14.325739,40.428662,12212.380076,4822008964886.475586,27879305.767258,3295233.208088,-188.909255,55771.294531,-640.201304,0.198345964,-0.163906635,0.678582130,0.687982402,0.005982543,-0.577757078,0.009356585,1.000000,0.000000,0.000000,0.000000,1,1,1,-29394.686899,3439.012168,100383.756239,-11.463751,85719.390783,-752.131043,-0.285478,-8.700620,2.732965,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.198345964,-0.163906635,0.678582130,0.687982402
526.683333,107906.926151,4724.516952,489.773884,14.325510,40.701452,12208.844890,4822008964884.901367,27879770.527441,3295227.873266,-188.911634,55771.222026,-640.178529,0.199972214,-0.165535315,0.678138684,0.687558796,0.005993993,-0.571545146,0.009325799,1.000000,0.000000,0.000000,0.000000,1,1,1,-29431.190599,3491.410829,101384.115160,-9.877718,86189.415449,-754.443357,-0.287499,-8.786623,2.781108,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.199972214,-0.165535315,0.678138684,0.687558796
526.691667,107911.007842,4724.440722,489.830681,14.325279,40.971258,12205.306332,4822008964883.327148,27880235.287015,3295222.538638,-188.914030,55771.148804,-640.155353,0.201579749,-0.167145115,0.677696555,0.687135717,0.006005666,-0.565299156,0.009294687,1.000000,0.000000,0.000000,0.000000,1,1,1,-29463.595162,3544.016755,102379.522909,-8.256165,86650.186954,-756.613618,-0.289550,-8.872282,2.828770,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.201579749,-0.167145115,0.677696555,0.687135717
526.700000,107915.090007,4724.363716,489.887650,14.325045,41.238062,12201.764423,4822008964881.752930,27880700.045972,3295217.204207,-188.916443,55771.074869,-640.131780,0.203168502,-0.168735958,0.677255899,0.686713319,0.006017571,-0.559019776,0.009263258,1.000000,0.000000,0.000000,0.000000,1,1,1,-29491.935748,3596.824063,103369.709169,-6.599661,87101.781707,-758.643776,-0.291633,-8.957571,2.875944,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.203168502,-0.168735958,0.677255899,0.686713319
526.708333,107919.172648,4724.285939,489.944788,14.324810,41.501850,12198.219184,4822008964880.178711,27881164.804307,3295211.869975,-188.918873,55771.000222,-640.107814,0.204738410,-0.170307774,0.676816870,0.686291753,0.006029718,-0.552707673,0.009231520,1.000000,0.000000,0.000000,0.000000,1,1,1,-29516.252353,3649.826721,104354.404271,-4.908804,87544.277148,-760.535882,-0.293746,-9.042461,2.922625,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.204738410,-0.170307774,0.676816870,0.686291753
526.716667,107923.255767,4724.207395,490.002093,14.324571,41.762605,12194.670639,4822008964878.604492,27881629.562014,3295206.535946,-188.921321,55770.924868,-640.083459,0.206289411,-0.171860493,0.676379620,0.685871168,0.006042114,-0.546363506,0.009199481,1.000000,0.000000,0.000000,0.000000,1,1,1,-29536.589702,3703.018558,105333.339429,-3.184219,87977.751722,-762.292090,-0.295890,-9.126928,2.968808,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.206289411,-0.171860493,0.676379620,0.685871168
526.725000,107927.339365,4724.128087,490.059561,14.324331,42.020314,12191.118812,4822008964877.030273,27882094.319088,3295201.202124,-188.923786,55770.848811,-640.058719,0.207821446,-0.173394048,0.675944300,0.685451715,0.006054769,-0.539987928,0.009167148,1.000000,0.000000,0.000000,0.000000,1,1,1,-29552.997110,3756.393261,106306.246857,-1.426560,88402.284770,-763.914653,-0.298064,-9.210944,3.014488,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.207821446,-0.173394048,0.675944300,0.685451715
526.733333,107931.423443,4724.048021,490.117189,14.324088,42.274961,12187.563728,4822008964875.456055,27882559.075522,3295195.868510,-188.926270,55770.772053,-640.033598,0.209334459,-0.174908374,0.675511061,0.685033540,0.006067693,-0.533581587,0.009134529,1.000000,0.000000,0.000000,0.000000,1,1,1,-29565.528368,3809.944374,107272.859996,0.363494,88817.956508,-765.405929,-0.300268,-9.294482,3.059659,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.209334459,-0.174908374,0.675511061,0.685033540
526.741667,107935.508003,4723.967201,490.174975,14.323843,42.526532,12184.005413,4822008964873.881836,27883023.831310,3295190.535110,-188.928773,55770.694599,-640.008101,0.210828394,-0.176403407,0.675080052,0.684616790,0.006080893,-0.527145126,0.009101633,1.000000,0.000000,0.000000,0.000000,1,1,1,-29575.779555,3863.683821,108231.187055,2.182859,89217.498105,-766.845100,-0.302515,-9.377557,3.104093,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.210828394,-0.176403407,0.675080052,0.684616790
526.750000,107939.593045,4723.885631,490.232914,14.323596,42.775013,12180.443896,4822008964872.307617,27883488.586447,3295185.201924,-188.931294,55770.616452,-639.982233,0.212303201,-0.177879090,0.674651419,0.684201610,0.006094377,-0.520679713,0.009068461,1.000000,0.000000,0.000000,0.000000,1,1,1,-29589.005005,3917.669066,109175.229205,4.023407,89576.563833,-768.501398,-0.304849,-9.460272,3.147039,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.212303201,-0.177879090,0.674651419,0.684201610
526.758333,107943.678572,4723.803318,490.290994,14.323346,43.020393,12176.879205,4822008964870.733398,27883953.340927,3295179.868958,-188.933834,55770.537617,-639.956008,0.213758837,-0.179335371,0.674225305,0.683788141,0.006108152,-0.514188281,0.009034997,1.000000,0.000000,0.000000,0.000000,1,1,1,-29598.565581,3971.813662,110112.318339,5.893785,89927.536195,-770.046993,-0.307212,-9.542432,3.189469,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.213758837,-0.179335371,0.674225305,0.683788141
526.766667,107947.764583,4723.720266,490.349212,14.323094,43.262658,12173.311371,4822008964869.159180,27884418.094745,3295174.536212,-188.936394,55770.458097,-639.929429,0.215195262,-0.180772202,0.673801853,0.683376523,0.006122224,-0.507671417,0.009001249,1.000000,0.000000,0.000000,0.000000,1,1,1,-29604.525577,4026.110561,111042.202016,7.793217,90270.510400,-771.484409,-0.309603,-9.624011,3.231378,DIRECT / RAW,1.000000,0.000000,0.000000,0,0.215195262,-0.180772202,0.673801853,0.683376523
